order,uniqueVar,variable,dataFile,keepDiscard,notesforDL,codebookDescription,codebookValues,timeVaryng,duplicated,dateTime,flag,notesforOnt,type,example,minValue,maxValue,values,uniqueValueCount,percentMissing,In OWL FILE
380,F4B_TRT_PRES_CHLOR,f4b_trt_pres_chlor,vida_enrl.csv,keep,,Chloramphenicol home,,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
394,F4B_TRT_PRES_CIP,f4b_trt_pres_cip,vida_enrl.csv,keep,,Cephalosporin home,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
400,F4B_TRT_PRES_CPNR,f4b_trt_pres_cpnr,vida_enrl.csv,keep,,Ciprofloxacin home,,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
376,F4B_TRT_PRES_CXL,f4b_trt_pres_cxl,vida_enrl.csv,keep,,Cotrimoxazole home,,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
382,F4B_TRT_PRES_ERY,f4b_trt_pres_ery,vida_enrl.csv,keep,,Erythromycin home,,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
404,F4B_TRT_PRES_FLAG,f4b_trt_pres_flag,vida_enrl.csv,keep,,Metronidazole home,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
378,F4B_TRT_PRES_GENT,f4b_trt_pres_gent,vida_enrl.csv,keep,,Gentamycin home,,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
410,F4B_TRT_PRES_HOME,f4b_trt_pres_home,vida_enrl.csv,keep,,Homemade fluid home,,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
372,F4B_TRT_PRES_IV,f4b_trt_pres_iv,vida_enrl.csv,keep,,Intravenous home,,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
386,F4B_TRT_PRES_MACR,f4b_trt_pres_macr,vida_enrl.csv,keep,,Other macrolides home,,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
398,F4B_TRT_PRES_NALID,f4b_trt_pres_nalid,vida_enrl.csv,keep,,Nalidixic acid home,,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
370,F4B_TRT_PRES_ORS,f4b_trt_pres_ors,vida_enrl.csv,keep,,ORS home,,,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.566452547,YES
406,F4B_TRT_PRES_OTHR,f4b_trt_pres_othr,vida_enrl.csv,keep,,"Other antibiotic, home",,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
414,F4B_TRT_PRES_OTHR1,f4b_trt_pres_othr1,vida_enrl.csv,keep,,Other medicine home,,,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.566452547,YES
418,F4B_TRT_PRES_OTHR2,f4b_trt_pres_othr2,vida_enrl.csv,keep,,Other medicine home,,,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.566452547,YES
422,F4B_TRT_PRES_OTHR3,f4b_trt_pres_othr3,vida_enrl.csv,keep,,Other medicine home,,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
388,F4B_TRT_PRES_PEN,f4b_trt_pres_pen,vida_enrl.csv,keep,,Penicillin home,,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
402,F4B_TRT_PRES_SLPY,f4b_trt_pres_slpy,vida_enrl.csv,keep,,Selexid home,,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
374,F4B_TRT_PRES_ZINC,f4b_trt_pres_zinc,vida_enrl.csv,keep,,Zinc home,,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.566452547,YES
308,F4B_UNDER_NUTR,f4b_under_nutr,vida_enrl.csv,keep,,Undernutrition: wasted/very thin:,"1=Absent, 2=Present",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.562109834,YES
289,F4B_WT,f4b_wt,vida_enrl.csv,keep,,24-59 months old:(Weight of child alone),Weight of child,,,NA,NA,GEMS,chr,10.7,n/a,n/a,>10 unique values,118,0.871799511,YES
287,F4B_WT_CARE,f4b_wt_care,vida_enrl.csv,keep,,Weight of caretaker,Weight of caretaker,,,NA,NA,GEMS,chr,67.2,n/a,n/a,>10 unique values,560,0.690400796,YES
286,F4B_WT_CHILD,f4b_wt_child,vida_enrl.csv,keep,,Weight of caretaker+child,Weight of caretaker+child,,,NA,NA,GEMS,chr,74.8,n/a,n/a,>10 unique values,578,0.690310323,YES
485,F5_ABN_HAIR,f5_abn_hair,vida_enrl.csv,keep,,"Abnormal hair: sparse, loose, straight:","1 = ""Absent"", 2 = ""Present""",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.040712929,YES
484,F5_BIPEDAL,f5_bipedal,vida_enrl.csv,keep,,Bipedal edema [Both feet]:,"1 = ""Absent"", 2 = ""Present""",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.040712929,YES
491,F5_BWT,f5_bwt,vida_enrl.csv,keep,,"If yes, what was the weight of the child at birth (from source document)?",,,,NA,NA,,chr,3.5,n/a,n/a,>10 unique values,62,0.924726319,YES
490,F5_BWT_AVAIL,f5_bwt_avail,vida_enrl.csv,keep,,Was the child weighed at birth,,,,NA,NA,,chr,1,n/a,n/a,"., 0, 1",3,0.902741337,YES
488,F5_BWT_SOURCE,f5_bwt_source,vida_enrl.csv,keep,,"Is there any source document that has information about birth weight, first weight, LMP, or EDD?",,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.868361531,YES
442,F5_CHILD_HEALTH,f5_child_health,vida_enrl.csv,keep,,How is child's health since the last study visit?,"1=Appears healthy, 
2=Health has deteriorated, 
3=Health improved but not back to normal, 
4=Died, 
5=No better/unchanged",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.036913055,YES
437,F5_DATE,f5_date,vida_enrl.csv,keep,,Follow-up visit date,,,,date?,NA,GEMS,date,7/23/2015,1/1/2017,12/31/2017,01/01/17 to 12/31/17,1067,0,YES
443,F5_DATE_DEATH,f5_date_death,vida_enrl.csv,keep,,"If the child died, what was the date of death?",,,,date?,NA,GEMS,date,6/25/2015,.,12/1/2015,. to 12/01/15,42,0.9962906,YES
462,F5_DIAG_MAL,f5_diag_mal,vida_enrl.csv,keep,,Diagnosed with malaria,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.037094002,YES
464,F5_DIAG_MENG,f5_diag_meng,vida_enrl.csv,keep,,Diagnosed with meningitis,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.037094002,YES
465,F5_DIAG_OTHR,f5_diag_othr,vida_enrl.csv,keep,,Diagnosed with other,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.037094002,YES
463,F5_DIAG_PNE,f5_diag_pne,vida_enrl.csv,keep,,Diagnosed with pneumonia,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.037094002,YES
461,F5_DIAG_TYP,f5_diag_typ,vida_enrl.csv,keep,,Diagnosed with typhoid,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.037094002,YES
445,F5_DIED_FACILITY,f5_died_facility,vida_enrl.csv,keep,,"If the child died in a health facility, what was the name of the health facility?",,,,NA,NA,GEMS,chr,101,n/a,n/a,", 1, 101, 107, 201, 206, 301, 4, 90",8,0.998100063,YES
489,F5_DOB,f5_dob,vida_enrl.csv,keep,,Date of birth of child (from a source document),,,,date?,NA,,date,10/10/2016,.,12/30/2017,. to 12/30/17,671,0.902741337,YES
499,F5_EDD,f5_edd,vida_enrl.csv,keep,,"If yes, specify date",,,,NA,NA,,chr,6/15/2016,n/a,n/a,>10 unique values,460,0.94101149,YES
498,F5_EDD_AVAIL,f5_edd_avail,vida_enrl.csv,keep,,Was the expected date of delivery (EDD) of the mother for this child available (from soure document)?,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.90283181,YES
500,F5_EDD_NA,f5_edd_na,vida_enrl.csv,keep,,day unknown ,,,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.998914322,YES
469,F5_EXP_ARTHRITIS,f5_exp_arthritis,vida_enrl.csv,keep,,"Arthritis [Swollen, painful joints]:","N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.037094002,YES
468,F5_EXP_CONVUL,f5_exp_convul,vida_enrl.csv,keep,,Convulsions:,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.037094002,YES
451,F5_EXP_COU,f5_exp_cou,vida_enrl.csv,keep,,Cough illness,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.037094002,YES
452,F5_EXP_COU_VISIT,f5_exp_cou_visit,vida_enrl.csv,keep,,Visited facility - cough,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.946077988,YES
447,F5_EXP_DRH,f5_exp_drh,vida_enrl.csv,keep,,Diarrhea illness,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.037094002,YES
448,F5_EXP_DRH_VISIT,f5_exp_drh_visit,vida_enrl.csv,keep,,Visited facility-diarrhea,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.705962182,YES
449,F5_EXP_DYS,f5_exp_dys,vida_enrl.csv,keep,,Bloody diarrhea illness,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.037094002,YES
450,F5_EXP_DYS_VISIT,f5_exp_dys_visit,vida_enrl.csv,keep,,Visited health facility - bloody stool,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.984257668,YES
453,F5_EXP_FEVER,f5_exp_fever,vida_enrl.csv,keep,,Fever illness,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.037094002,YES
454,F5_EXP_FEVER_VISIT,f5_exp_fever_visit,vida_enrl.csv,keep,,Visited facility - fever,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.792635484,YES
455,F5_EXP_OTHR,f5_exp_othr,vida_enrl.csv,keep,,Other illness 1,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.037184475,YES
456,F5_EXP_OTHR_VISIT,f5_exp_othr_visit,vida_enrl.csv,keep,,Visited facility - other reason 1,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.755993848,YES
457,F5_EXP_OTHR2,f5_exp_othr2,vida_enrl.csv,keep,,Other illness 2,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.037184475,YES
458,F5_EXP_OTHR2_VISIT,f5_exp_othr2_visit,vida_enrl.csv,keep,,Visited facility - other 2,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.906541211,YES
467,F5_EXP_RECTAL,f5_exp_rectal,vida_enrl.csv,keep,,Rectal prolapse [Some pink tissue appears outside of the child's anus]:,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.037094002,YES
474,F5_HT1,f5_ht1,vida_enrl.csv,keep,,Height 1st,,,,NA,NA,GEMS,chr,69.5,n/a,n/a,>10 unique values,545,0.040803402,YES
475,F5_HT2,f5_ht2,vida_enrl.csv,keep,,Height 2nd,,,,NA,NA,GEMS,chr,69.4,n/a,n/a,>10 unique values,538,0.040803402,YES
476,F5_HT3,f5_ht3,vida_enrl.csv,keep,,Height 3rd,,,,NA,NA,GEMS,chr,69.5,n/a,n/a,>10 unique values,543,0.040803402,YES
495,F5_LMP_AVAIL,f5_lmp_avail,vida_enrl.csv,keep,,Was the first date of last menstruation (LMP) of the mother before this child birth available (from source document)?,,,,NA,NA,,chr,1,n/a,n/a,"., 0, 1",3,0.90283181,YES
496,F5_LMP_DATE,f5_lmp_date,vida_enrl.csv,keep,,"If yes, specify date",,,,date?,NA,,date,10/10/2015,.,12/31/2015,. to 12/31/15,401,0.9467113,YES
497,F5_LMP_NA,f5_lmp_na,vida_enrl.csv,keep,,Day unknown ,,,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.998823849,YES
477,F5_MUAC1,f5_muac1,vida_enrl.csv,keep,,MUAC 1st,,,,NA,NA,GEMS,chr,14,n/a,n/a,>10 unique values,98,0.040803402,YES
478,F5_MUAC2,f5_muac2,vida_enrl.csv,keep,,MUAC 2nd,,,,NA,NA,GEMS,chr,14,n/a,n/a,>10 unique values,98,0.040803402,YES
479,F5_MUAC3,f5_muac3,vida_enrl.csv,keep,,MUAC 3rd,,,,NA,NA,GEMS,chr,14.1,n/a,n/a,>10 unique values,98,0.040803402,YES
439,F5_NOT_CONDUCT,f5_not_conduct,vida_enrl.csv,keep,,"If ""Not conducted"", what was the reason?","1=Child cannot be found, 2=Caretaker refused, 3=Caretaker not available after 3 visits, 4=Caretaker refused because the child died, 9=Other",,,NA,NA,GEMS,chr,2,n/a,n/a,"., 1, 2, 3, 4",5,0.962996472,YES
444,F5_PLACE_DEATH,f5_place_death,vida_enrl.csv,keep,,"If the child died, what was the place of death?","1=Health facility, 
2=Home or elsewhere",,,NA,NA,GEMS,chr,2,n/a,n/a,"., 1, 2",3,0.996381073,YES
483,F5_RECTAL,f5_rectal,vida_enrl.csv,keep,,Rectal prolapse:,"1 = ""Absent"", 2 = ""Present""",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.040712929,YES
440,F5_RELATION,f5_relation,vida_enrl.csv,keep,,What is your relationship with the child?,"1=Mother, 2=Father, 3=Sister, 4=Brother, 5=Grandmother, 6=Grandfather, 7=Aunt, 8=Uncle, 9=No relation, 10=Other relation by blood or marriage",,,NA,NA,GEMS,chr,1,n/a,n/a,>10 unique values,11,0.036913055,YES
481,F5_RESP1,f5_resp1,vida_enrl.csv,keep,,Respiratory rate 1st,,,,NA,NA,GEMS,chr,34,n/a,n/a,>10 unique values,47,0.040712929,YES
482,F5_RESP2,f5_resp2,vida_enrl.csv,keep,,Respiratory rate 2nd,,,,NA,NA,GEMS,chr,30,n/a,n/a,>10 unique values,46,0.040712929,YES
487,F5_SKIN_FLAKY,f5_skin_flaky,vida_enrl.csv,keep,,Skin has 'flaky paint' appearance:,"1 = ""Absent"", 2 = ""Present""",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.040712929,YES
438,F5_STATUS,f5_status,vida_enrl.csv,keep,,What was the outcome of the follow-up interview?,,,,NA,NA,GEMS,int,1,0,1,0 to 1,2,0,YES
480,F5_TEMP,f5_temp,vida_enrl.csv,keep,,Axillary temperature,,,,NA,NA,GEMS,chr,36.2,n/a,n/a,>10 unique values,53,0.040712929,YES
486,F5_UNDER_NUTR,f5_under_nutr,vida_enrl.csv,keep,,Undernutrition: wasted/very thin:,"1 = ""Absent"", 2 = ""Present""",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.040803402,YES
473,F5_WT,f5_wt,vida_enrl.csv,keep,,24-59 months old: (Weight of child alone):,Child weight alone,,,NA,NA,GEMS,chr,11.5,n/a,n/a,>10 unique values,127,0.664706415,YES
492,F5_WT_AFTER,f5_wt_after,vida_enrl.csv,keep,,"If the child was not weighed at birth, was a first weight taken for this child within one month of DOB (from source document)?",,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.978015019,YES
472,F5_WT_CARE,f5_wt_care,vida_enrl.csv,keep,,Caretaker weight,Caretaker weight,,,NA,NA,GEMS,chr,69.9,n/a,n/a,>10 unique values,658,0.376096987,YES
471,F5_WT_CHILD,f5_wt_child,vida_enrl.csv,keep,,Caretaker + child weight,Caretaker + child weight,,,NA,NA,GEMS,chr,78.8,n/a,n/a,>10 unique values,675,0.376096987,YES
493,F5_WT_DAYS,f5_wt_days,vida_enrl.csv,keep,,"If yes, how many days after DOB was the first weight taken?",,,,NA,NA,,chr,1,n/a,n/a,>10 unique values,36,0.986157604,YES
494,F5_WT_FIRST,f5_wt_first,vida_enrl.csv,keep,,"If the child was not weighed at birth, what was the first weight taken for this child within one month of DOB (from source document)?",,,,NA,NA,,chr,2.5,n/a,n/a,>10 unique values,41,0.986248077,YES
509,F6_AGE_MATCH,f6_age_match,vida_enrl.csv,keep,,Is this child appropriately age-matched to the index case?,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1",2,0.437890166,YES
507,F6_CASE_ID,f6_case_id,vida_enrl.csv,keep,,Child ID number,,,,NA,NA,GEMS,chr,1010000022,n/a,n/a,>10 unique values,4836,0.437890166,YES
517,F6_CONSENT,f6_consent,vida_enrl.csv,keep,,Was consent obtained?,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1",2,0.437890166,YES
529,F6_DATE_ENROLL,f6_date_enroll,vida_enrl.csv,keep,,"If child is enrolled into the study, enter the date of enrollment:",,,,date?,NA,GEMS,date,5/12/2015,.,12/31/2016,. to 12/31/16,878,0.437890166,YES
513,F6_DRH_FREE7,f6_drh_free7,vida_enrl.csv,keep,,Has this child been free of diarrhea for the past 7 days?,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1",2,0.437890166,YES
514,F6_ELIG_ENROLL,f6_elig_enroll,vida_enrl.csv,keep,,Is the child eligible for enrollment?,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1",2,0.437890166,YES
530,F6_ELIG_SALIVA,f6_elig_saliva,vida_enrl.csv,keep,,Is this child eligible for saliva collection at the time of enrollment?,,,,NA,NA,,chr,1,n/a,n/a,"., 0, 1",3,0.696462499,YES
512,F6_ENROLL_7,f6_enroll_7,vida_enrl.csv,keep,,Was the index case enrolled within the past 14 days?,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1",2,0.437890166,YES
519,F6_ENROLLED,f6_enrolled,vida_enrl.csv,keep,,Was the child enrolled?,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1",2,0.437890166,YES
508,F6_ID_CHILD,f6_id_child,vida_enrl.csv,keep,,Able to identify child,"N=No, Y=Yes (0=No, 1=Yes), D=Died",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1",2,0.437890166,YES
510,F6_SAME_GEN,f6_same_gen,vida_enrl.csv,keep,,Is this child the same gender as the index case?,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1",2,0.437890166,YES
511,F6_SAME_VILLA,f6_same_villa,vida_enrl.csv,keep,,Does this child live in the same or nearby village or community as case?,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1",2,0.437890166,YES
518,F6_STOOL_SMPL,f6_stool_smpl,vida_enrl.csv,keep,,Was an adequate stool sample collected from the child?,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.437890166,YES
716,F7_ABN_HAIR,f7_abn_hair,vida_enrl.csv,keep,,"Abnormal hair: sparse, loose, straight:","1=Absent, 2=Present",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.437890166,YES
587,F7_ANI_CAT,f7_ani_cat,vida_enrl.csv,keep,,Cat in compound,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.438613951,YES
579,F7_ANI_COW,f7_ani_cow,vida_enrl.csv,keep,,Cow in compound,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.438613951,YES
584,F7_ANI_DOG,f7_ani_dog,vida_enrl.csv,keep,,Dog in compound,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.438613951,YES
580,F7_ANI_DONK,f7_ani_donk,vida_enrl.csv,keep,,Donkey in compound,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1",3,0.438613951,YES
585,F7_ANI_FOWL,f7_ani_fowl,vida_enrl.csv,keep,,Fowl in compound,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.438613951,YES
578,F7_ANI_GOAT,f7_ani_goat,vida_enrl.csv,keep,,Goat in compound,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.438613951,YES
583,F7_ANI_HORS,f7_ani_hors,vida_enrl.csv,keep,,Horse in compound,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.438613951,YES
586,F7_ANI_NO,f7_ani_no,vida_enrl.csv,keep,,No animals in compound,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.438613951,YES
589,F7_ANI_OTHER,f7_ani_other,vida_enrl.csv,keep,,Other animal in compound,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.438613951,YES
588,F7_ANI_PIG,f7_ani_pig,vida_enrl.csv,keep,,Pig in compound,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.438613951,YES
582,F7_ANI_RODENTS,f7_ani_rodents,vida_enrl.csv,keep,,Rodents in compound,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.438613951,YES
581,F7_ANI_SHEEP,f7_ani_sheep,vida_enrl.csv,keep,,Sheep in compound,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.438613951,YES
715,F7_BIPEDAL,f7_bipedal,vida_enrl.csv,keep,,Bipedal edema,"1=Absent, 2=Present",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.437890166,YES
625,F7_BLOOD,f7_blood,vida_enrl.csv,keep,,Blood in stools:,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.437890166,YES
622,F7_CUR_BMILK,f7_cur_bmilk,vida_enrl.csv,keep,,Breast milk:,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1",3,0.437890166,YES
624,F7_CUR_FDRK,f7_cur_fdrk,vida_enrl.csv,keep,,Other foods or drinks:,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.437890166,YES
623,F7_CUR_H2O,f7_cur_h2o,vida_enrl.csv,keep,,Drinking water:,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1, 9",4,0.437890166,YES
628,F7_CUR_MED,f7_cur_med,vida_enrl.csv,keep,,"Is the child currently receiving any medicine? (If No, go to Question 26)","N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.437890166,YES
541,F7_DAD_LIVE,f7_dad_live,vida_enrl.csv,keep,,Where does child's father live?,"1=Living in household, 2=Abroad, 3=Died, 4=Lives outside of household but nearby, 5=Whereabouts unknown",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.437890166,YES
537,F7_DATE,f7_date,vida_enrl.csv,keep,,,,,,date?,NA,GEMS,date,5/12/2015,.,12/31/2016,. to 12/31/16,885,0.437890166,YES
738,F7_DPT_TYPE,f7_dpt_type,vida_enrl.csv,keep,,Which vaccine was given,"1=DPT, 2=Pentavalent, 3=Don't know",,,NA,NA,,chr,2,n/a,n/a,"., 1, 2, 3",4,0.46593685,YES
723,F7_DPT1,f7_dpt1,vida_enrl.csv,keep,,DPT/Pentavalent 1,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1, 9",4,0.459784674,YES
724,F7_DPT1_DATE,f7_dpt1_date,vida_enrl.csv,keep,,DPT/Pentavalent 1 date,,,,date?,NA,,date,2/2/2015,.,12/31/2015,. to 12/31/15,1456,0.466570162,YES
726,F7_DPT1_DK,f7_dpt1_dk,vida_enrl.csv,keep,,DPT/Pentavalent 1 don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.983262463,YES
725,F7_DPT1_HC,f7_dpt1_hc,vida_enrl.csv,keep,,DPT/Pentavalent 1 health center name,,,,NA,NA,,chr,BASSE,n/a,n/a,>10 unique values,686,0.466570162,YES
727,F7_DPT1_HCID,f7_dpt1_hcid,vida_enrl.csv,keep,,DPT/Pentavalent 1 health center code,,,,NA,NA,,chr,101,n/a,n/a,>10 unique values,74,0.484664797,YES
728,F7_DPT2,f7_dpt2,vida_enrl.csv,keep,,DPT/Pentavalent 2,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1, 9",4,0.46593685,YES
731,F7_DPT2_DK,f7_dpt2_dk,vida_enrl.csv,keep,,DPT/Pentavalent 2 don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.983352936,YES
730,F7_DPT2_HC,f7_dpt2_hc,vida_enrl.csv,keep,,DPT/Pentavalent 2 health center name,,,,NA,NA,,chr,BASSE,n/a,n/a,>10 unique values,683,0.478874514,YES
732,F7_DPT2_HCID,f7_dpt2_hcid,vida_enrl.csv,keep,,DPT/Pentavalent 2 health center code,,,,NA,NA,,chr,101,n/a,n/a,>10 unique values,74,0.496878675,YES
733,F7_DPT3,f7_dpt3,vida_enrl.csv,keep,,DPT/Pentavalent 3,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1, 9",4,0.477969782,YES
734,F7_DPT3_DATE,f7_dpt3_date,vida_enrl.csv,keep,,DPT/Pentavalent 3 date,,,,date?,NA,,date,5/4/2015,.,12/31/2015,. to 12/31/15,1418,0.505925993,YES
736,F7_DPT3_DK,f7_dpt3_dk,vida_enrl.csv,keep,,DPT/Pentavalent 3 don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.984710033,YES
