overallOrder,variable,dataSet,dataFile,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,flag,variable_dataFile,Question,VIDA Coding,CRF,Q. no
659,f7_med_cotrv,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.98498417,NA,F7_MED_COTRV,Verified cotrimoxazole,"1 = Selected, 0 = Not selected",F12,
660,f7_med_sele,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999638173,NA,F7_MED_SELE,Receiving Selexid,"1 = Selected, 0 = Not selected",F15,
661,f7_med_selev,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999638173,NA,F7_MED_SELEV,Verified Selexid,"1 = Selected, 0 = Not selected",F15,
662,f7_med_gent,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999909543,NA,F7_MED_GENT,Receiving gentamycin,"1 = Selected, 0 = Not selected",F12,
663,f7_med_gentv,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999909543,NA,F7_MED_GENTV,Verified Gentamycin,"1 = Selected, 0 = Not selected",F12,
664,f7_med_flag,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.998824062,NA,F7_MED_FLAG,Receiving Metronidazole,"1 = Selected, 0 = Not selected",F12,
665,f7_med_flagv,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.998824062,NA,F7_MED_FLAGV,Verified Metronidazole,"1 = Selected, 0 = Not selected",F12,
666,f7_med_chlor,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999819086,NA,F7_MED_CHLOR,Receiving chloramphenicol,"1 = Selected, 0 = Not selected",F12,
667,f7_med_chlorv,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999819086,NA,F7_MED_CHLORV,Verified chloramphenicol,"1 = Selected, 0 = Not selected",F12,
668,f7_med_govfluid,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F7_MED_GOVFLUID,Receiving homemade fluid,"1 = Selected, 0 = Not selected",F12,
669,f7_med_govfluidv,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F7_MED_GOVFLUIDV,Verified homemade fluid,"1 = Selected, 0 = Not selected",F12,
670,f7_med_eryth,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.998824062,NA,F7_MED_ERYTH,Receiving erythromycin,"1 = Selected, 0 = Not selected",F12,
671,f7_med_erythv,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.998824062,NA,F7_MED_ERYTHV,Verified erythromycin,"1 = Selected, 0 = Not selected",F12,
672,f7_med_antimal,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.995296246,NA,F7_MED_ANTIMAL,Antimalarial drug,"1 = Selected, 0 = Not selected",F11,
673,f7_med_antimalv,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.995296246,NA,F7_MED_ANTIMALV,Verified Antimalarial,"1 = Selected, 0 = Not selected",F12,
674,f7_med_azith,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.99972863,NA,F7_MED_AZITH,Receiving azithromycin,"1 = Selected, 0 = Not selected",F12,
675,f7_med_azithv,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.99972863,NA,F7_MED_AZITHV,Verified azithromycin,"1 = Selected, 0 = Not selected",F12,
676,f7_med_otherant,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.994843962,NA,F7_MED_OTHERANT,Receiving other antibiotic,"1 = Selected, 0 = Not selected",F15,
677,f7_med_otherantv,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.994843962,NA,F7_MED_OTHERANTV,Verified other antibiotic,"1 = Selected, 0 = Not selected",F15,
678,f7_med_omacr,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F7_MED_OMACR,Receiving other macrolides,"1 = Selected, 0 = Not selected",F15,
679,f7_med_omacrv,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F7_MED_OMACRV,Verified other macrolides,"1 = Selected, 0 = Not selected",F15,
680,f7_med_other1,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.977114428,NA,F7_MED_OTHER1,Other 1 medicine,"1 = Selected, 0 = Not selected",F15,
681,f7_med_other1v,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.977114428,NA,F7_MED_OTHER1V,Verified other 1 medicine,"1 = Selected, 0 = Not selected",F15,
682,f7_med_peni,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F7_MED_PENI,Receiving penicillin,"1 = Selected, 0 = Not selected",F15,
683,f7_med_peniv,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F7_MED_PENIV,Verified penicillin,"1 = Selected, 0 = Not selected",F15,
684,f7_med_other2,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.992672999,NA,F7_MED_OTHER2,Other 2 medicine,"1 = Selected, 0 = Not selected",F15,
685,f7_med_other2v,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.992672999,NA,F7_MED_OTHER2V,Verified other 2 medicine,"1 = Selected, 0 = Not selected",F15,
686,f7_med_amoxy,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.992220715,NA,F7_MED_AMOXY,Receiving Amoxycillin,"1 = Selected, 0 = Not selected",F11,12.b
687,f7_med_amoxyv,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.992220715,NA,F7_MED_AMOXYV,Verified Amoxycillin,"1 = Selected, 0 = Not selected",F11,
688,f7_med_other3,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.997557666,NA,F7_MED_OTHER3,Other 3 medicine,"1 = Selected, 0 = Not selected",F15,
689,f7_med_other3v,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.997557666,NA,F7_MED_OTHER3V,Verified other3 medicine,"1 = Selected, 0 = Not selected",F15,
690,f7_med_ceft,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F7_MED_CEFT,Receiving Ceftriaxone,"1 = Selected, 0 = Not selected",F12,
691,f7_med_ceftv,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F7_MED_CEFTV,Verified Ceftriaxone,"1 = Selected, 0 = Not selected",F12,
692,f7_med_none,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999909543,NA,F7_MED_NONE,None prescribed,"1 = Selected, 0 = Not selected",F12,
693,f7_med_nonev,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999909543,NA,F7_MED_NONEV,Verified none prescribed,"1 = Selected, 0 = Not selected",F12,
694,f7_med_cepa,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999909543,NA,F7_MED_CEPA,1st or 2nd gen cephalosporin,"1 = Selected, 0 = Not selected",F12,
695,f7_med_cepav,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.999909543,NA,F7_MED_CEPAV,Verified cephalosporin,"1 = Selected, 0 = Not selected",F12,
696,f7_med_ant_spec,VIDA,vida_enrl.csv,chr,PYNEGO PARACETAMOL ORAL,NA,NA,n/a,n/a,>10 unique values,38,0.994843962,NA,F7_MED_ANT_SPEC,Specify other antibiotic,string,F11,
697,f7_med_oth1_spec,VIDA,vida_enrl.csv,chr,PARACETAMOL,NA,NA,n/a,n/a,>10 unique values,127,0.977114428,NA,F7_MED_OTH1_SPEC,Specify other 1 medicine,string,F15,
698,f7_med_oth2_spec,VIDA,vida_enrl.csv,chr,MULTI VITAMINS,NA,NA,n/a,n/a,>10 unique values,53,0.992672999,NA,F7_MED_OTH2_SPEC,Specify other 2 medicine,string,F15,
699,f7_med_oth3_spec,VIDA,vida_enrl.csv,chr,IBUPROFEN SYRUP 40MG/ML,NA,NA,n/a,n/a,>10 unique values,24,0.997557666,NA,F7_MED_OTH3_SPEC,Specify other 3 medicine,string,F15,
700,f7_seekcare,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 2",4,0.437901402,NA,F7_SEEKCARE,"The last time the child had diarrhea, did you seek care for him/her outside your Household has?","0 = ""No"", 
1 = ""Yes"", 
2 = ""Never had diarrhea""",F19,
701,f7_seek_pharm,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.636182723,NA,F7_SEEK_PHARM,Sought care from pharmacy,"1 = Selected, 0 = Not selected",F18,
702,f7_seek_friend,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.636182723,NA,F7_SEEK_FRIEND,Sought care from friend,"1 = Selected, 0 = Not selected",F18,
703,f7_seek_healer,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.636182723,NA,F7_SEEK_HEALER,Care from traditional healer,"1 = Selected, 0 = Not selected",F18,
704,f7_seek_doc,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.636182723,NA,F7_SEEK_DOC,Care from an unlicensed practitioner,"1 = Selected, 0 = Not selected",F18,
705,f7_seek_privdoc,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.636182723,NA,F7_SEEK_PRIVDOC,Care of primary doctor,"1 = Selected, 0 = Not selected",F18,
706,f7_seek_ctr1,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.636182723,NA,F7_SEEK_CTR1,Center sought care of 1st choice,"1 = Selected, 0 = Not selected",F17,
707,f7_seek_ctr1_code,VIDA,vida_enrl.csv,chr,101,NA,NA,n/a,n/a,>10 unique values,80,0.76318408,NA,F7_SEEK_CTR1_CODE,Center 1 code,numeric,F17,
708,f7_seek_ctr2,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.636182723,NA,F7_SEEK_CTR2,Center sought care of 2nd choice,"1 = Selected, 0 = Not selected",F18,
709,f7_seek_ctr2_code,VIDA,vida_enrl.csv,chr,105,NA,NA,n/a,n/a,>10 unique values,18,0.994572592,NA,F7_SEEK_CTR2_CODE,Center 2 code,numeric,F18,
710,f7_seek_ctr3,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.636182723,NA,F7_SEEK_CTR3,Center sought care of 3rd choice,"1 = Selected, 0 = Not selected",F18,
711,f7_seek_ctr3_code,VIDA,vida_enrl.csv,chr,206,NA,NA,n/a,n/a,", 10, 206",2,0.999819086,NA,F7_SEEK_CTR3_CODE,Center 3 code,numeric,F18,
712,f7_seek_remdy,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.636182723,NA,F7_SEEK_REMDY,Remedy medicine from shop,"1 = Selected, 0 = Not selected",F18,
713,f7_seek_othr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.636182723,NA,F7_SEEK_OTHR,Sought other hospital/health center,"1 = Selected, 0 = Not selected",F18,
714,f7_seek_remdy_spec,VIDA,vida_enrl.csv,chr,ORS,NA,NA,n/a,n/a,>10 unique values,28,0.993939394,NA,F7_SEEK_REMDY_SPEC,Specify remedy,string,F18,
715,f7_seek_othr_spec,VIDA,vida_enrl.csv,chr,BAKADAGY HEALTH CENTER,NA,NA,n/a,n/a,>10 unique values,174,0.978923564,NA,F7_SEEK_OTHR_SPEC,Other hospital specify,string,F18,
716,f7_offr_drink,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.528086839,NA,F7_OFFR_DRINK,"The last time the child had diarrhea, how much did you offer the child to drink?","1 = ""More than usual"", 
2 = ""Usual"", 
3 = ""Somewhat less than usual"", 
4 = ""Much less than usual"", 
5 = ""Nothing to drink""",F16,
717,f7_offr_eat,VIDA,vida_enrl.csv,chr,5,NA,NA,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.528086839,NA,F7_OFFR_EAT,"The last time the child had diarrhea, how much did you offer the child to eat?","1 = ""More than usual"", 
2 = ""Usual"", 
3 = ""Somewhat less than usual"", 
4 = ""Much less than usual"", 
5 = ""Nothing to eat""",F16,
718,f7_wt_child,VIDA,vida_enrl.csv,chr,69.1,NA,NA,n/a,n/a,>10 unique values,606,0.616282225,NA,F7_WT_CHILD,Caretaker + child weight,numeric,Derived,Derived
719,f7_wt_care,VIDA,vida_enrl.csv,chr,61.5,NA,NA,n/a,n/a,>10 unique values,593,0.616282225,NA,F7_WT_CARE,Caretaker weight,numeric,Derived,Derived
720,f7_wtna,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,.,1,1,no data,F7_WTNA,0-23 month weight N/A,1 = Selected,Derived,Derived
721,f7_wt,VIDA,vida_enrl.csv,chr,13.2,NA,NA,n/a,n/a,>10 unique values,114,0.821709634,NA,F7_WT,Child weight alone,numeric,Derived,Derived
722,f7_ht1,VIDA,vida_enrl.csv,chr,68.4,NA,NA,n/a,n/a,>10 unique values,536,0.437901402,NA,F7_HT1,Height 1st,numeric,F11,4
723,f7_ht2,VIDA,vida_enrl.csv,chr,68.5,NA,NA,n/a,n/a,>10 unique values,533,0.437901402,NA,F7_HT2,Height 2nd,numeric,F11,4
724,f7_ht3,VIDA,vida_enrl.csv,chr,68.8,NA,NA,n/a,n/a,>10 unique values,530,0.437901402,NA,F7_HT3,Height 3rd,numeric,F11,4
725,f7_muac1,VIDA,vida_enrl.csv,chr,15.5,NA,NA,n/a,n/a,>10 unique values,92,0.437991859,NA,F7_MUAC1,MUAC 1st,numeric,F15,
726,f7_muac2,VIDA,vida_enrl.csv,chr,15.8,NA,NA,n/a,n/a,>10 unique values,95,0.437991859,NA,F7_MUAC2,MUAC 2nd,numeric,F16,
727,f7_muac3,VIDA,vida_enrl.csv,chr,15.8,NA,NA,n/a,n/a,>10 unique values,96,0.437991859,NA,F7_MUAC3,MUAC 3rd,numeric,F16,
728,f7_temp,VIDA,vida_enrl.csv,chr,35.7,NA,NA,n/a,n/a,>10 unique values,44,0.437901402,NA,F7_TEMP,Axillary temperature,numeric,F19,
729,f7_resp1,VIDA,vida_enrl.csv,chr,45,NA,NA,n/a,n/a,>10 unique values,46,0.437901402,NA,F7_RESP1,Respiratory rate 1st,numeric,F17,
730,f7_resp2,VIDA,vida_enrl.csv,chr,46,NA,NA,n/a,n/a,>10 unique values,45,0.437901402,NA,F7_RESP2,Respiratory rate 2nd,numeric,F17,
731,f7_bipedal,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.437901402,NA,F7_BIPEDAL,Bipedal edema,"0 = 'Absent', 1 = 'Present'",F7,33.c
732,f7_abn_hair,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.437901402,NA,F7_ABN_HAIR,"Abnormal hair: sparse, loose, straight:","0 = 'Absent', 1 = 'Present'",F7,33.b
733,f7_under_nutr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.437901402,NA,F7_UNDER_NUTR,Undernutrition: wasted/very thin:,"0 = 'Absent', 1 = 'Present'",Derived,Derived
734,f7_skin_flaky,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.437901402,NA,F7_SKIN_FLAKY,Skin has 'flaky paint' appearance:,"0 = 'Absent', 1 = 'Present'",F19,
735,f7_rec_vax,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.515694256,NA,F7_REC_VAX,31. Has your child ever had any vaccinations?,"0 = No, 1=yes",F17,
736,f7_vax_card,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.439167797,NA,F7_VAX_CARD,32. Immunization card:,"0 = No, 1=yes",Derived,Derived
737,f7_vax_source,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 0, 1, 2, 3",5,0.969516056,NA,F7_VAX_SOURCE,"32a. If immunization card was not available, was vaccine data available from another source?","0=No, 1=Yes, DSS, 2=Yes, RVS, 3=Yes, other ",Derived,Derived
738,f7_vax_soth,VIDA,vida_enrl.csv,chr,RVS,NA,NA,n/a,n/a,>10 unique values,12,0.998733605,NA,F7_VAX_SOTH,"Other, Specify:",string,Derived,Derived
739,f7_dpt1,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.459882406,NA,F7_DPT1,DPT/Pentavalent 1,"0=No, 1=Yes, 9=Don't know",F7,33.d
740,f7_dpt1_date,VIDA,vida_enrl.csv,date,2/2/2015,date?,NA,.,12/31/2015,. to 12/31/15,1456,0.466757123,NA,F7_DPT1_DATE,DPT/Pentavalent 1 date,date,F7,33.d
741,f7_dpt1_hc,VIDA,vida_enrl.csv,chr,BASSE,NA,NA,n/a,n/a,>10 unique values,686,0.466757123,NA,F7_DPT1_HC,DPT/Pentavalent 1 health center name,string,F7,33.d
742,f7_dpt1_dk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.983265491,NA,F7_DPT1_DK,DPT/Pentavalent 1 don't know,1 = selected,F7,33.d
743,f7_dpt1_hcid,VIDA,vida_enrl.csv,chr,101,NA,NA,n/a,n/a,>10 unique values,74,0.484848485,NA,F7_DPT1_HCID,DPT/Pentavalent 1 health center code,numeric,F7,33.d
744,f7_dpt2,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.466033469,NA,F7_DPT2,DPT/Pentavalent 2,"0=No, 1=Yes, 9=Don't know",F7,33.d
745,f7_dpt2_date,VIDA,vida_enrl.csv,date,5/4/2015,date?,NA,.,12/31/2015,. to 12/31/15,1432,0.478968792,NA,F7_DPT2_DATE,DPT/Pentavalent 2 date,date,F7,33.d
746,f7_dpt2_hc,VIDA,vida_enrl.csv,chr,BASSE,NA,NA,n/a,n/a,>10 unique values,683,0.478968792,NA,F7_DPT2_HC,DPT/Pentavalent 2 health center name,string,F7,33.d
747,f7_dpt2_dk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.983355948,NA,F7_DPT2_DK,DPT/Pentavalent 2 don't know,1 = selected,F7,33.d
748,f7_dpt2_hcid,VIDA,vida_enrl.csv,chr,101,NA,NA,n/a,n/a,>10 unique values,74,0.496969697,NA,F7_DPT2_HCID,DPT/Pentavalent 2 health center code,numeric,F7,33.d
749,f7_dpt3,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.478154681,NA,F7_DPT3,DPT/Pentavalent 3,"0=No, 1=Yes, 9=Don't know",F7,33.d
750,f7_dpt3_date,VIDA,vida_enrl.csv,date,5/4/2015,date?,NA,.,12/31/2015,. to 12/31/15,1418,0.506015378,NA,F7_DPT3_DATE,DPT/Pentavalent 3 date,date,F7,33.d
751,f7_dpt3_hc,VIDA,vida_enrl.csv,chr,BASSE H/C,NA,NA,n/a,n/a,>10 unique values,662,0.506015378,NA,F7_DPT3_HC,DPT/Pentavalent 3 health center name,string,F7,
752,f7_dpt3_dk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.9847128,NA,F7_DPT3_DK,DPT/Pentavalent 3 don't know,1 = selected,F7,34
753,f7_dpt3_hcid,VIDA,vida_enrl.csv,chr,101,NA,NA,n/a,n/a,>10 unique values,75,0.522840344,NA,F7_DPT3_HCID,DPT/Pentavalent 3 health center code,numeric,F7,
754,f7_dpt_type,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 1, 2, 3",4,0.466033469,NA,F7_DPT_TYPE,Which vaccine was given,"1 = 'DPT', 2 = 'Pentavalent', 3 = 'Don't know'",F7,33.d
755,f7_rot1,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.46006332,NA,F7_ROT1,Rotavirus vaccine 1,"0=No, 1=Yes, 9=Don't know",F17,
756,f7_rot1_date,VIDA,vida_enrl.csv,date,2/2/2015,date?,NA,.,12/31/2015,. to 12/31/15,1099,0.536408865,NA,F7_ROT1_DATE,Rotavirus vaccine 1 date,date,F17,
757,f7_rot1_hc,VIDA,vida_enrl.csv,chr,BASSE,NA,NA,n/a,n/a,>10 unique values,601,0.536408865,NA,F7_ROT1_HC,Rota 1 health center name,string,F17,
758,f7_rot1_dk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.987064677,NA,F7_ROT1_DK,Rotavirus vaccine don't know,1 = selected,F17,
759,f7_rot1_hcid,VIDA,vida_enrl.csv,chr,101,NA,NA,n/a,n/a,>10 unique values,74,0.550067843,NA,F7_ROT1_HCID,Rota 1 health center code,numeric,F17,
760,f7_rot2,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.533514247,NA,F7_ROT2,Rotavirus vaccine 2,"0=No, 1=Yes, 9=Don't know",F17,
761,f7_rot2_date,VIDA,vida_enrl.csv,date,5/4/2015,date?,NA,.,12/31/2015,. to 12/31/15,1063,0.556218905,NA,F7_ROT2_DATE,Rotavirus vaccine 1 date,date,F17,
762,f7_rot2_hc,VIDA,vida_enrl.csv,chr,BASSE,NA,NA,n/a,n/a,>10 unique values,591,0.556218905,NA,F7_ROT2_HC,Rota 2 health center name,string,F17,
763,f7_rot2_dk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.988150158,NA,F7_ROT2_DK,Rotavirus vaccine don't know,1 = selected,F17,
764,f7_rot2_hcid,VIDA,vida_enrl.csv,chr,101,NA,NA,n/a,n/a,>10 unique values,75,0.568792402,NA,F7_ROT2_HCID,Rota 2 health center code,numeric,F17,
765,f7_rot3,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.556580733,NA,F7_ROT3,Rotavirus vaccine 3,"0=No, 1=Yes, 9=Don't know",F17,
766,f7_rot3_date,VIDA,vida_enrl.csv,date,5/4/2015,date?,NA,.,12/31/2015,. to 12/31/15,909,0.722026232,NA,F7_ROT3_DATE,Rotavirus vaccine 3 date,date,F17,
767,f7_rot3_hc,VIDA,vida_enrl.csv,chr,BASSE H/C,NA,NA,n/a,n/a,>10 unique values,264,0.722026232,NA,F7_ROT3_HC,Rotavirus vaccine 3 health center name,string,F17,
768,f7_rot3_dk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.99972863,NA,F7_ROT3_DK,Rotavirus vaccine 3 don't know,1 = selected,F17,
769,f7_rot3_hcid,VIDA,vida_enrl.csv,chr,101,NA,NA,n/a,n/a,>10 unique values,30,0.722116689,NA,F7_ROT3_HCID,Rotavirus vaccine 3 health center code,numeric,F17,
770,f7_opv1,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.459972863,NA,F7_OPV1,Oral polio vaccine 1,"0=No, 1=Yes, 9=Don't know",F16,
771,f7_opv1_date,VIDA,vida_enrl.csv,date,2/2/2015,date?,NA,.,12/31/2015,. to 12/31/15,1456,0.468204432,NA,F7_OPV1_DATE,Oral polio vaccine 1 date,date,F16,
772,f7_opv1_hc,VIDA,vida_enrl.csv,chr,BASSE,NA,NA,n/a,n/a,>10 unique values,686,0.467933062,NA,F7_OPV1_HC,Oral polio vaccine 1 health center name,string,F16,
773,f7_opv1_dk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.983265491,NA,F7_OPV1_DK,Oral polio vaccine 1 don't know,1 = selected,F16,
774,f7_opv1_hcid,VIDA,vida_enrl.csv,chr,101,NA,NA,n/a,n/a,>10 unique values,76,0.486024423,NA,F7_OPV1_HCID,Oral polio vaccine 1 health center code,numeric,F16,
775,f7_opv2,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.467118951,NA,F7_OPV2,Oral polio vaccine 2,"0=No, 1=Yes, 9=Don't know",F16,
776,f7_opv2_date,VIDA,vida_enrl.csv,date,5/4/2015,date?,NA,.,12/31/2015,. to 12/31/15,1433,0.480777929,NA,F7_OPV2_DATE,Oral polio vaccine 2 date,date,F16,
777,f7_opv2_hc,VIDA,vida_enrl.csv,chr,BASSE,NA,NA,n/a,n/a,>10 unique values,679,0.480687472,NA,F7_OPV2_HC,Oral polio vaccine 2 health center name,string,F16,
778,f7_opv2_dk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.983536861,NA,F7_OPV2_DK,Oral polio vaccine 2 don't know,1 = selected,F16,
779,f7_opv2_hcid,VIDA,vida_enrl.csv,chr,101,NA,NA,n/a,n/a,>10 unique values,75,0.498507463,NA,F7_OPV2_HCID,Oral polio vaccine 2 health center code,numeric,F16,
780,f7_opv3,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.47987336,NA,F7_OPV3,Oral polio vaccine 3,"0=No, 1=Yes, 9=Don't know",F16,
781,f7_opv3_date,VIDA,vida_enrl.csv,date,5/4/2015,date?,NA,.,12/31/2015,. to 12/31/15,1417,0.50936228,NA,F7_OPV3_DATE,Oral polio vaccine 3 date,date,F16,
782,f7_opv3_hc,VIDA,vida_enrl.csv,chr,BASSE H/C,NA,NA,n/a,n/a,>10 unique values,668,0.50936228,NA,F7_OPV3_HC,Oral polio vaccine 3 health center name,string,F16,
783,f7_opv3_dk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.9847128,NA,F7_OPV3_DK,Oral polio vaccine 3 don't know,1 = selected,F16,
784,f7_opv3_hcid,VIDA,vida_enrl.csv,chr,101,NA,NA,n/a,n/a,>10 unique values,75,0.526006332,NA,F7_OPV3_HCID,Oral polio vaccine 3 health center code,numeric,F16,
785,f7_ipv1,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.461510629,NA,F7_IPV1,Inactivated polio vaccine 1,"0=No, 1=Yes, 9=Don't know",F11,4
786,f7_ipv1_date,VIDA,vida_enrl.csv,date,6/23/2015,date?,NA,.,12/29/2016,. to 12/29/16,631,0.829579376,NA,F7_IPV1_DATE,Inactivated polio vaccine 1 date,date,F11,4
787,f7_ipv1_hc,VIDA,vida_enrl.csv,chr,BASSE H/C,NA,NA,n/a,n/a,>10 unique values,291,0.829579376,NA,F7_IPV1_HC,Inactivated polio vaccine 1 health center name,string,F11,4
788,f7_ipv1_dk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.997195839,NA,F7_IPV1_DK,Inactivated polio vaccine 1 don't know,1 = selected,F11,4
789,f7_ipv1_hcid,VIDA,vida_enrl.csv,chr,101,NA,NA,n/a,n/a,>10 unique values,60,0.832383537,NA,F7_IPV1_HCID,Inactivated polio vaccine 1 health center code,numeric,F11,4
