"colOrder","variable","dataFile","IRI","label","definition","category","parentIRI","parentLabel","codebookDescription","codebookValues","termType","notesForOnt","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType"
"33","raw_fida_birth_registration::sbr_num_female","raw_fida_birth_registration","","Female infant count","","Participant","EUPATH_0042002","Obstetrics","Number of girls","0","variable","","","","","BetterBirth","","","","","","","","",""
"35","raw_fida_birth_registration::sbr_birth_outc_num_alive","raw_fida_birth_registration","","Live infant count","","Participant","EUPATH_0042002","Obstetrics","Number alive at discharge","0","variable","","","","","BetterBirth","","","","","","","","",""
"36","raw_fida_birth_registration::sbr_birth_outc_num_stillborn","raw_fida_birth_registration","","Stillborn infant count","","Participant","EUPATH_0042002","Obstetrics","Number still born:","0","variable","","","","","BetterBirth","","","","","","","","",""
"37","raw_fida_birth_registration::sbr_birth_outc_num_dead_after","raw_fida_birth_registration","","Died after delivery infant count","","Participant","EUPATH_0042002","Obstetrics","Number dead after delivery:","0","variable","","","","","BetterBirth","","","","","","","","",""
"38","raw_fida_birth_registration::sbr_maternal_death","raw_fida_birth_registration","EUPATH_0000667","Died","","Participant","","","Maternal Death","1","variable","","","","","BetterBirth","","","","","","","","",""
"39","raw_fida_birth_registration::sbr_attended_doctor","raw_fida_birth_registration","","Doctor","","Participant","","Healthcare provider for delivery","Who attended the birth (check all that apply) -> Doctor","0","value","","","","","BetterBirth","","","","","","","","",""
"40","raw_fida_birth_registration::sbr_attended_nurse","raw_fida_birth_registration","","Nurse","","Participant","","","Who attended the birth (check all that apply) -> Nurse","0","value","","","","","BetterBirth","","","","","","","","",""
"41","raw_fida_birth_registration::sbr_attended_anm","raw_fida_birth_registration","","Auxiliary nurse midwife","","Participant","","","Who attended the birth (check all that apply) -> ANM","0","value","","","","","BetterBirth","","","","","","","","",""
"42","raw_fida_birth_registration::sbr_attended_others","raw_fida_birth_registration","","Other","","Participant","","","Who attended the birth (check all that apply) -> Others","0","value","","","","","BetterBirth","","","","","","","","",""
"43","raw_fida_birth_registration::sbr_attended_unknown","raw_fida_birth_registration","","Unknown","","Participant","","","Who attended the birth (check all that apply) -> Unknown","0","value","","","","","BetterBirth","","","","","","","","",""
"51","raw_fida_birth_registration::arm_name","raw_fida_birth_registration","EUPATH_0044124","Cluster study arm","","Community","","","which arm the site is in (control; intervention)","0","variable","","","","","BetterBirth","","","","","","","","",""
"52","raw_fida_birth_registration::pair_name","raw_fida_birth_registration","","Health center matched pair","","Community","EUPATH_0051003","Health center level information","pair to which the site belongs","","variable","","","","","BetterBirth","","","","","","","","",""
"4","raw_fida_follow_up::fida_started_visit","raw_fida_follow_up","EUPATH_0015469","Interview status","","Participant","","","Able to start home visit?","1","variable","","","","","BetterBirth","","","","","","","","",""
"5","raw_fida_follow_up::fida_not_started_visit_reason","raw_fida_follow_up","EUPATH_0015711","Reason interview not conducted","","Participant","","","Reason for not starting visit:","1","variable","","","","","BetterBirth","","","","","","","","",""
"7","raw_fida_follow_up::fida_response_person","raw_fida_follow_up","EUPATH_0010123","Interviewee's relationship to participant","","Participant","","","Responses received from:","1","variable","","","","","BetterBirth","","","","","","","","",""
"9","raw_fida_follow_up::fida_delivery_type","raw_fida_follow_up","EUPATH_0000581","Delivery mode","","Participant","","","Type of Delivery","1","variable","","","","","BetterBirth","","","","","","","","",""
"10","raw_fida_follow_up::fida_delivery_date","raw_fida_follow_up","EUPATH_0042043","Delivery date","","Participant","","","Date of Delivery","0","variable","","","","","BetterBirth","","","","","","","","",""
"11","raw_fida_follow_up::fida_num_of_births","raw_fida_follow_up","EUPATH_0042087","Infant count","","Participant","","","How many babies were born during this delivery (including those who were not born alive)?","0","variable","","","","","BetterBirth","","","","","","","","",""
"12","raw_fida_follow_up::fida_baby_alive_at_discharge","raw_fida_follow_up","","Infant alive at discharge","","Participant","EUPATH_0042001","Labor and delivery","Baby alive leaving facility or referral facility?","1","variable","","","","","BetterBirth","","","","","","","","",""
"13","raw_fida_follow_up::fida_num_stillborn_dead_babies","raw_fida_follow_up","","Dead infant count","","Participant","EUPATH_0042001","Labor and delivery","Number Babies Dead at facility or referral facility","1","variable","","","","","BetterBirth","","","","","","","","",""
"14","raw_fida_follow_up::fida_maternal_death_occurred","raw_fida_follow_up","EUPATH_0038398","Vital status","","Participant","","","How is the mother's health?","","variable","","","","","BetterBirth","","","","","","","","",""
"15","raw_fida_follow_up::fida_maternal_death_7days","raw_fida_follow_up","","Died within 7 days of delivery","","Participant","EUPATH_0000671","Death information","Did the death occur within 7 days after delivery?","","variable","","","","","BetterBirth","","","","","","","","",""
"16","raw_fida_follow_up::fida_baby1_death","raw_fida_follow_up","EUPATH_0049850","Child vital status","","Participant","EUPATH_0042396","Child observation details","How is the baby's health?","","variable","","","","","BetterBirth","","","","","","","","",""
"17","raw_fida_follow_up::fida_baby1_death_7days","raw_fida_follow_up","","Child died within 7 days of delivery","","Participant","EUPATH_0042389","Child death information","Did the death occur within 7 days after delivery?","","variable","","","","","BetterBirth","","","","","","","","",""
"18","raw_fida_follow_up::fida_baby2_death","raw_fida_follow_up","","Child 2 vital status","","Participant","EUPATH_0042396","Child observation details","How is the baby's health (Baby 2)?","","variable","","","","","BetterBirth","","","","","","","","",""
"19","raw_fida_follow_up::fida_baby2_death_7days","raw_fida_follow_up","","Child 2 died within 7 days of delivery","","Participant","EUPATH_0042389","Child death information","Did the death occur within 7 days after delivery (Baby 2)?","","variable","","","","","BetterBirth","","","","","","","","",""
"20","raw_fida_follow_up::fida_baby3_death","raw_fida_follow_up","","Child 3 vital status","","Participant","EUPATH_0042396","Child observation details","How is the baby's health (Baby 3)?","","variable","","","","","BetterBirth","","","","","","","","",""
"21","raw_fida_follow_up::fida_baby3_death_7days","raw_fida_follow_up","","Child 3 died within 7 days of delivery","","Participant","EUPATH_0042389","Child death information","Did the death occur within 7 days after delivery (Baby 3)?","","variable","","","","","BetterBirth","","","","","","","","",""
"22","raw_fida_follow_up::fida_fits","raw_fida_follow_up","SYMP_0000124","Seizures","","Participant","EUPATH_0021002","Symptoms","Fits/Seizure during or after delivery at any time up until now","1","value","","","","","BetterBirth","","","","","","","","",""
"23","raw_fida_follow_up::fida_fits_7days","raw_fida_follow_up","","Seizures","","Participant","","Symptoms in 7 days after delivery","Did the seizure occur within 7 days after delivery?","1","value","","","","","BetterBirth","","","","","","","","",""
"24","raw_fida_follow_up::fida_loss_consciousness","raw_fida_follow_up","","Loss of consciousness","","Participant","EUPATH_0021002","Symptoms","Loss of consciousness for > 1 hours during or after delivery at any time up until now?","1","value","","","","","BetterBirth","","","","","","","","",""
"25","raw_fida_follow_up::fida_loss_consciousness_7days","raw_fida_follow_up","","Loss of consciousness","","Participant","","Symptoms in 7 days after delivery","Did this unconsciousness occur within 7 days after delivery?","1","value","","","","","BetterBirth","","","","","","","","",""
"26","raw_fida_follow_up::fida_loss_consciousness_conf","raw_fida_follow_up","","Unconscious for >1 hour","Confirmation that any loss of consciousness was for >1 hour","Participant","EUPATH_0000309","Signs and symptoms","Reconfirm that unconsciousness was for at least an hour","1","variable","","","","","BetterBirth","","","","","","","","",""
"27","raw_fida_follow_up::fida_fever","raw_fida_follow_up","EUPATH_0000100","Subjective fever","","Participant","EUPATH_0021002","Symptoms","Fever during or after delivery at any time up until now?","1","value","","","","","BetterBirth","","","","","","","","",""
"28","raw_fida_follow_up::fida_fever_smelly_discharge","raw_fida_follow_up","","Smelly vaginal discharge ","","Participant","EUPATH_0021002","Symptoms","Did this fever come with a smelly vaginal discharge?","1","value","","","","","BetterBirth","","","","","","","","",""
"29","raw_fida_follow_up::fida_fever_7days","raw_fida_follow_up","","Subjective fever","","Participant","","Symptoms in 7 days after delivery","Did the fever occur within 7 days after delivery?","1","value","","","","","BetterBirth","","","","","","","","",""
"30","raw_fida_follow_up::fida_transfusion","raw_fida_follow_up","EUPATH_0021160","Blood transfusion","Participant received a blood transfusion during or after delivery at any time up until the follow-up interview","Participant","","","Receive a blood transfusion during or after delivery at any time up until now?","1","variable","","","","","BetterBirth","","","","","","","","",""
"31","raw_fida_follow_up::fida_transfusion_7days","raw_fida_follow_up","","Blood transfusion in 7 days after delivery","Participant received a blood transfusion within 7 days after delivery","Participant","OGMS_0000090","Treatment","Did the blood transfusion occur within 7 days after delivery?","1","variable","","","","","BetterBirth","","","","","","","","",""
"32","raw_fida_follow_up::fida_hysterectomy","raw_fida_follow_up","","Hysterectomy","Participant had an operation to remove her uterus or womb at any time after delivery up until the follow-up interview","Participant","OGMS_0000090","Treatment","Have an operation to remove her uterus or womb at any time after delivery up until now?","1","variable","","","","","BetterBirth","","","","","","","","",""
"33","raw_fida_follow_up::fida_hysterectomy_7days","raw_fida_follow_up","","Hysterectomy in 7 days after delivery","Participant had an operation to remove her uterus or womb within 7 days after delivery","Participant","OGMS_0000090","Treatment","Did the operation occur within 7 days after delivery?","1","variable","","","","","BetterBirth","","","","","","","","",""
