colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL
1118,1118,,mskgrade::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Musculoskeletal condition grade,musculoskeletal grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,MSK Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
290,290,,mstatus::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,Was the participant diagnosed with malaria,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria status,"0=No Malaria diagnosed today,
1=Uncomplicated malaria treated with AL,
2=Complicated malaria treated with quinine",variable,,,
593,593,,mstatus::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria status,"0=No malaria,
1=Uncomplicated(AL),
2=Complicated malaria(Quinine),
3=AL treatment failure,
4=Quinine/artesunate treatment failure",variable,,,
856,856,,mstatus::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria status,"0=No malaria
1=Uncomplicated(AL)
2=Complicated malaria(Quinine)
3=AL treatment failure
4=Quinine/artesunate treatment failure",variable,,,
349,349,,mstatus::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria status,"0=No malaria,1=Uncomplicated(AL),2=Complicated malaria(Quinine),3=AL treatment failure,4=Quinine/artesunate treatment failure",variable,,,
1179,1179,,mstatus::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria status,"0=No Malaria diagnosed today,
1=Uncomplicated malaria treated with AL,
2=Complicated malaria treated with quinine",variable,,,
449,449,,mstatus::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria status,"0=No malaria,1=Uncomplicated(AL),2=Complicated malaria(Quinine),3=AL treatment failure,4=Quinine/artesunate treatment failure",variable,,,
63,63,,multigest::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Multiple gestation in family,Does any one in the participant's family have a history of multiple gestation,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,Multiple gestation,"0 = No,
1=Yes",variable,,,
291,291,,mwithin1d::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Within 1 day before or after 16 to 20 weeks gestational age,Is the mother within 1 day before or after 16 or 20 weeks gestational age?,Participant,Eligibility criteria,http://purl.obolibrary.org/obo/EUPATH_0010036,Is the mother within 1 day before or after 16 or 20 weeks gestational age?,"0 = No,
1=Yes",variable,,,
327,327,,N::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,,Total days of observation,,Participant,Participant study details,,total days of observation,,variable,,,
392,392,,n::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000191,Days since enrollment,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,day of observation,,variable,,,
393,393,,N::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,,Total observation days,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,total days of observation,,variable,,,
4,4,,namehosp::BC-3 childs hospitalizations FINAL,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000318,Admitting hospital,Which Hospital the participant was hospitalized,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospital,"1=Masafu General Hospital,
2=Tororo General District Hospital ,  
3=Mbale Regional Referral Hospital,
4=Mulago National Referral Hospital,
5=Cure Children’s Hospital,
6=Other",variable,,,
192,192,,nausdur::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Nausea duration (days),Nausea Duration,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Nausea Duration,,variable,,,
515,515,,nausdur::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Nausea duration (days),Nausea Duration,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Nausea Duration,,variable,,,
191,191,,nausgrade::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/HP_0002018,Nausea grade,"Nausea Grade: Rank on a scale of 0-4, absent = 0, mild, = 1, moderate = 2, severe = 3 life-threatening = 4, N/A = unable to assess",Observation,Signs and Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,"Nausea Grade: Rank on a scale of 0-4, absent = 0, mild, = 1, moderate = 2, severe = 3 life-threatening = 4, N/A = unable to assess","0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
514,514,,nausgrade::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/HP_0002018,Nausea grade,Severity of nausea exerienced reported in an ordinal category,Observation,Signs and Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,"Nausea Grade: Rank on a scale of 0-4, absent = 0, mild, = 1, moderate = 2, severe = 3 life-threatening = 4, N/A = unable to assess","0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
862,862,,ndiag1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,New diagnosis during delivery visit,,Observation,Labor and delivery,,Diagnosis1,,variable,,Flagged as within visit longitudinal,
863,863,,ndiag2::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,New diagnosis during delivery visit,,Observation,Labor and delivery,,Diagnosis2,,variable,,Flagged as within visit longitudinal,
864,864,,ndiag3::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,New diagnosis during delivery visit,,Observation,Labor and delivery,,Diagnosis3,,variable,,Flagged as within visit longitudinal,
865,865,,ndiag4::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,New diagnosis during delivery visit,,Observation,Labor and delivery,,Diagnosis4,,variable,,Flagged as within visit longitudinal,
866,866,,ndiag5::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,New diagnosis during delivery visit,,Observation,Labor and delivery,,Diagnosis5,,variable,,Flagged as within visit longitudinal,
893,893,,neonataldeath::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Neonatal death,,Observation,Delivery,,Death of live infant by 28 days,"0,1",variable,,,
174,174,,netlastnight::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0025013,Bednet last night,3. Did you sleep under a bednet last night?,Observation,Personal vector intervention,http://purl.obolibrary.org/obo/EUPATH_0021097,Did you sleep under a bednet last night?,"0=No,
1=Yes,99=N/A",variable,,,
173,173,,nettreated::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0025153,Treated bednet,2. Is the bednet insectcide treated?,Observation,Personal vector intervention,http://purl.obolibrary.org/obo/EUPATH_0021097,Is the bednet insectcide treated?,"0=No,
1=Yes,
9=Unknown,99=N/A",variable,,,
208,208,,neuro::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Neurological condition,Neuro,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Neuro,,variable,,,
531,531,,neuro::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Neurological condition,Neuro,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Neuro,,variable,,,
1114,1114,,neuro::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Neurological condition,Neuro,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Neuro,,variable,,define,
210,210,,neurodur::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Neurological duration (days),Neuro Duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Neuro Duration,,variable,,,
533,533,,neurodur::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Neurological duration (days),Neuro Duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Neuro Duration,,variable,,,
1116,1116,,neurodur::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Neurological duration (days),Neuro Duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Neuro Duration,,variable,,define,
209,209,,neurograde::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Neurological condition grade,Neuro Grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Neuro Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
532,532,,neurograde::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Neurological condition grade,Neuro Grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Neuro Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
1115,1115,,neurograde::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Neurological condition grade,Neuro Grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Neuro Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,define,
268,268,,neutro::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Neutrophil result (/mm3),Neutrophils results,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Neutrophils,,variable,,,
343,343,,neutro::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,,Neutrophil result (/mm3),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Neutrophils result,,variable,,,
439,439,,neutro::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,,Neutrophil result (/mm3),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Neutrophils result,,variable,,,
1153,1153,,neutro::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Neutrophil result (/mm3),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Neutrophils result,,variable,,define,
269,269,,neutrograde::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Neutrophil result grade,The grade of the neutrophils results,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Neutrophils grade,"0 = no grade,
1 = grade 1,
2 = grade 2,
3 = grade 3,
4 = grade 4
",variable,,,
575,575,,neutrograde::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Neutrophil result grade,The grade of the neutrophils results,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,neutropils grade,"0 = no grade,
1 = grade 1,
2 = grade 2,
3 = grade 3,
4 = grade 4
",variable,,,
833,833,,neutrograde::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Neutrophil result grade,The grade of the neutrophils results,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Neutrophils grade,"0 = no grade,
1 = grade 1,
2 = grade 2,
3 = grade 3,
4 = grade 4
",variable,,,
1154,1154,,neutrograde::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Neutrophil result grade,The grade of the neutrophils results,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,neutropils grade,"0 = no grade,
1 = grade 1,
2 = grade 2,
3 = grade 3,
4 = grade 4
",variable,,define,
252,252,,nmed1::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021103,Medication provided,The 1st medication given to the participant at the visit,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Medication Code,,variable,,Repeated measure,
606,606,,nmed1::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021103,Medication provided,The 1st medication given to the participant at the visit,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,new medication1,,variable,,Repeated measure,
867,867,,nmed1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021103,Medication provided,The 1st medication given to the participant at the visit,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Medication at discharge1,,variable,,Repeated measure,
1197,1197,,nmed1::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021103,Medication provided,The 1st medication given to the participant at the visit,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,new medication1,,variable,,Medication vs. treatment? Check,
460,460,,nmed1::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021103,Medication provided,The 1st medication given to the participant at the visit,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,new medication1,,variable,,,
253,253,,nmed2::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0021103,Medication provided 2,The 2nd medication given to the participant at the visit,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Medication Code,,variable,,Repeated measure,
