"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI"
"http://purl.obolibrary.org/obo/EUPATH_0032504","Enterobacter asburiae, by culture result","31","_easb_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Enterobacter Asburiae induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032505","Enterobacter cloacae, by culture result","32","_eclo_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Enterobacter Cloacae induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032506","Enterobacter, by culture result","30","_espe_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Enterobacter Species induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032507","Enterococcus, by culture result","33","_entc_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Enterococcus Species induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032508","Escherichia coli, by culture result","34","_ecol_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Escherichia Coli induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032509","Gram-negative cocci result","4","lrsgnc","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Gram-negative cocci","0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032510","Gram-negative coccobacilli result","5","lrsgncb","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Gram-neg coccobacilli","0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032511","Gram-negative diplococci result","6","lrsgndc","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Gram-neg diplococci","0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032512","Gram-negative rods result","7","lrsgnr","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Gram-negative rods","0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032513","Gram-positive cocci in chains result","9","lrsgpcch","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Gram-pos cocci in chains","0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032514","Gram-positive cocci in cluster result","10","lrsgpccl","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Gram-pos cocci in cluster","0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032515","Gram-positive cocci single result","8","lrsgpcsi","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Gram-pos cocci single","0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032516","Gram-positive diplococci result","11","lrsgpdc","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Gram-pos diplococci","0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032517","Gram-positive rods result","12","lrsgpr","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Gram-positive rods","0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032518","Haemophilus haemolyticus, by culture result","36","_hhae_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Haemophilus Haemolyticus induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032519","Haemophilus influenzae (copies/mL), by multiplexed qPCR result","39","hinf_sqty_ispcr","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","H.inf IS PCR standardized quantity (copies/ml)","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032520","Haemophilus influenzae Ct value, by multiplexed qPCR result","38","hinf_ct_ispcr","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","H.inf IS PCR Ct value","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033452","Haemophilus influenzae serotype, by culture result","1","lrt5seri_is","lrt","Serotype determined by induced sputum culture.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032521","Haemophilus influenzae type B (copies/mL), by multiplexed qPCR result","42","hib_sqty_ispcr","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","HiB IS PCR standardized quantity (copies/ml)","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032522","Haemophilus influenzae type B Ct value, by multiplexed qPCR result","41","hib_ct_ispcr","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","HiB IS PCR Ct value","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032523","Haemophilus influenzae type B, by culture result","40","_hinb_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Haemophilus Influenzae Type B induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032524","Haemophilus influenzae, by culture result","37","_hinf_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Haemophilus Influenzae induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032525","Haemophilus parahaemolyticus, by culture result","43","_hpha_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Haemophilus Parahaemolyticus induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032526","Haemophilus parainfluenzae, by culture result","44","_hpar_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Haemophilus Parainfluenzae induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032527","Haemophilus, by culture result","35","_haem_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Haemophilus Species induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032528","Kingella, by culture result","45","_kisp_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Kingella Species induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032529","Klebsiella aerogenes (Enterobacter aerogenes), by culture result","47","_eaer_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Enterobacter Aerogenes induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032530","Klebsiella oxytoca, by culture result","48","_koxy_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Klebsiella Oxytoca induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032531","Klebsiella pneumoniae, by culture result","49","_kpne_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Klebsiella Pneumoniae induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032532","Klebsiella, by culture result","46","_kspe_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Klebsiella Species induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032533","Legionella (copies/mL), by multiplexed qPCR result","51","legs_sqty_ispcr","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Legio IS PCR standardized quantity (copies/ml)","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032534","Legionella Ct value, by multiplexed qPCR result","50","legs_ct_ispcr","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Legio IS PCR Ct value","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032535","Mixed gram-negative rods, by culture result","13","_mgnr_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Mixed Gram Negative Rods induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032536","Moraxella catarrhalis (Branhamella catarrhalis) (copies/mL), by multiplexed qPCR result","55","mcat_sqty_ispcr","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Moraxella Catarrhalis IS PCR standardized quantity (copies/ml)","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032537","Moraxella catarrhalis (Branhamella catarrhalis) Ct value, by multiplexed qPCR result","54","mcat_ct_ispcr","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Moraxella Catarrhalis IS PCR Ct value","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032538","Moraxella catarrhalis (Branhamella catarrhalis), by culture result","53","_mcat_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Morexella (Branhamella) Catarrhalis induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032539","Moraxella nonliquefaciens, by culture result","56","_monl_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Moraxella Nonliquefaciens induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032540","Moraxella, by culture result","52","_mora_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Moraxella Species induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032541","Mycoplasma pneumoniae (copies/mL), by multiplexed qPCR result","58","m_pneu_sqty_ispcr","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","M.pneu IS PCR standardized quantity (copies/ml)","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032542","Mycoplasma pneumoniae Ct value, by multiplexed qPCR result","57","m_pneu_ct_ispcr","_lab_rev_de","","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","M.pneu IS PCR Ct value","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032543","Neisseria meningitidis, by culture result","59","_nmen_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Neisseria Meningitidis induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032544","Proteus mirabilis, by culture result","60","_prmi_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Proteus Mirabilis induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032545","Pseudomonas aeruginosa, by culture result","62","_paer_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Pseudomonas Aeruginosa induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032546","Pseudomonas fluorescens, by culture result","63","_pflu_iscxq","_lab_rev_de","Relative number of microorganisms per representative high-powered field.","Sample","Raw bacteria data for induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032006","Pseudomonas Fluorescens induced sputum culture quantity","0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty","variable","","",""
