variable	IRI	values	mappedTerm
BC3_Household_Survey_Data.dta::brand7	BC3_Household_Survey_Data.dta::brand7	33	century
BC3_Household_Survey_Data.dta::brand7	BC3_Household_Survey_Data.dta::brand7	34	lucky net
BC3_Household_Survey_Data.dta::brand7	BC3_Household_Survey_Data.dta::brand7	35	victoria
BC3_Household_Survey_Data.dta::brand7	BC3_Household_Survey_Data.dta::brand7	41	homemade net
BC3_Household_Survey_Data.dta::brand7	BC3_Household_Survey_Data.dta::brand7	96	other
BC3_Household_Survey_Data.dta::brand7	BC3_Household_Survey_Data.dta::brand7	98	Don't know brand
BC3_Household_Survey_Data.dta::brand7	BC3_Household_Survey_Data.dta::brand7	99	Refused to answer
BC3_Household_Survey_Data.dta::smnet7	BC3_Household_Survey_Data.dta::smnet7	-9	skipped
BC3_Household_Survey_Data.dta::smnet7	BC3_Household_Survey_Data.dta::smnet7	1	Yes
BC3_Household_Survey_Data.dta::smnet7	BC3_Household_Survey_Data.dta::smnet7	2	No
BC3_Household_Survey_Data.dta::smnet7	BC3_Household_Survey_Data.dta::smnet7	8	Not sure
BC3_Household_Survey_Data.dta::smnet7	BC3_Household_Survey_Data.dta::smnet7	9	Refused to answer
BC3_Household_Survey_Data.dta::slpnet7	BC3_Household_Survey_Data.dta::slpnet7	-9	skipped
BC3_Household_Survey_Data.dta::slpnet7	BC3_Household_Survey_Data.dta::slpnet7	1	Yes
BC3_Household_Survey_Data.dta::slpnet7	BC3_Household_Survey_Data.dta::slpnet7	2	No
BC3_Household_Survey_Data.dta::slpnet7	BC3_Household_Survey_Data.dta::slpnet7	8	Not sure
BC3_Household_Survey_Data.dta::slpnet7	BC3_Household_Survey_Data.dta::slpnet7	9	Refused to answer
BC3_Household_Survey_Data.dta::nuseda7	BC3_Household_Survey_Data.dta::nuseda7	-9	skipped
BC3_Household_Survey_Data.dta::nuseda7	BC3_Household_Survey_Data.dta::nuseda7	1	Yes
BC3_Household_Survey_Data.dta::nuseda7	BC3_Household_Survey_Data.dta::nuseda7	2	No
BC3_Household_Survey_Data.dta::nuseda7	BC3_Household_Survey_Data.dta::nuseda7	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedb7	BC3_Household_Survey_Data.dta::nusedb7	-9	skipped
BC3_Household_Survey_Data.dta::nusedb7	BC3_Household_Survey_Data.dta::nusedb7	1	Yes
BC3_Household_Survey_Data.dta::nusedb7	BC3_Household_Survey_Data.dta::nusedb7	2	No
BC3_Household_Survey_Data.dta::nusedb7	BC3_Household_Survey_Data.dta::nusedb7	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedc7	BC3_Household_Survey_Data.dta::nusedc7	-9	skipped
BC3_Household_Survey_Data.dta::nusedc7	BC3_Household_Survey_Data.dta::nusedc7	1	Yes
BC3_Household_Survey_Data.dta::nusedc7	BC3_Household_Survey_Data.dta::nusedc7	2	No
BC3_Household_Survey_Data.dta::nusedc7	BC3_Household_Survey_Data.dta::nusedc7	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedd7	BC3_Household_Survey_Data.dta::nusedd7	-9	skipped
BC3_Household_Survey_Data.dta::nusedd7	BC3_Household_Survey_Data.dta::nusedd7	1	Yes
BC3_Household_Survey_Data.dta::nusedd7	BC3_Household_Survey_Data.dta::nusedd7	2	No
BC3_Household_Survey_Data.dta::nusedd7	BC3_Household_Survey_Data.dta::nusedd7	99	Refused to answer
BC3_Household_Survey_Data.dta::nusede7	BC3_Household_Survey_Data.dta::nusede7	-9	skipped
BC3_Household_Survey_Data.dta::nusede7	BC3_Household_Survey_Data.dta::nusede7	1	Yes
BC3_Household_Survey_Data.dta::nusede7	BC3_Household_Survey_Data.dta::nusede7	2	No
BC3_Household_Survey_Data.dta::nusede7	BC3_Household_Survey_Data.dta::nusede7	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedf7	BC3_Household_Survey_Data.dta::nusedf7	-9	skipped
BC3_Household_Survey_Data.dta::nusedf7	BC3_Household_Survey_Data.dta::nusedf7	1	Yes
BC3_Household_Survey_Data.dta::nusedf7	BC3_Household_Survey_Data.dta::nusedf7	2	No
BC3_Household_Survey_Data.dta::nusedf7	BC3_Household_Survey_Data.dta::nusedf7	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedg7	BC3_Household_Survey_Data.dta::nusedg7	-9	skipped
BC3_Household_Survey_Data.dta::nusedg7	BC3_Household_Survey_Data.dta::nusedg7	1	Yes
BC3_Household_Survey_Data.dta::nusedg7	BC3_Household_Survey_Data.dta::nusedg7	2	No
BC3_Household_Survey_Data.dta::nusedg7	BC3_Household_Survey_Data.dta::nusedg7	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedh7	BC3_Household_Survey_Data.dta::nusedh7	-9	skipped
BC3_Household_Survey_Data.dta::nusedh7	BC3_Household_Survey_Data.dta::nusedh7	1	Yes
BC3_Household_Survey_Data.dta::nusedh7	BC3_Household_Survey_Data.dta::nusedh7	2	No
BC3_Household_Survey_Data.dta::nusedh7	BC3_Household_Survey_Data.dta::nusedh7	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedi7	BC3_Household_Survey_Data.dta::nusedi7	-9	skipped
BC3_Household_Survey_Data.dta::nusedi7	BC3_Household_Survey_Data.dta::nusedi7	1	Yes
BC3_Household_Survey_Data.dta::nusedi7	BC3_Household_Survey_Data.dta::nusedi7	2	No
BC3_Household_Survey_Data.dta::nusedi7	BC3_Household_Survey_Data.dta::nusedi7	99	Refused to answer
BC3_Household_Survey_Data.dta::nthung7	BC3_Household_Survey_Data.dta::nthung7	-9	skipped
BC3_Household_Survey_Data.dta::nthung7	BC3_Household_Survey_Data.dta::nthung7	1	Nowhere to hang
BC3_Household_Survey_Data.dta::nthung7	BC3_Household_Survey_Data.dta::nthung7	2	Don't know how to hang net
BC3_Household_Survey_Data.dta::nthung7	BC3_Household_Survey_Data.dta::nthung7	3	No tools to hang net
BC3_Household_Survey_Data.dta::nthung7	BC3_Household_Survey_Data.dta::nthung7	4	Shape did not fit
BC3_Household_Survey_Data.dta::nthung7	BC3_Household_Survey_Data.dta::nthung7	5	Size did not fit
BC3_Household_Survey_Data.dta::nthung7	BC3_Household_Survey_Data.dta::nthung7	6	Don't want to hang
BC3_Household_Survey_Data.dta::nthung7	BC3_Household_Survey_Data.dta::nthung7	7	Extra net/Used for Visitor/ Owner not home
BC3_Household_Survey_Data.dta::nthung7	BC3_Household_Survey_Data.dta::nthung7	96	other
BC3_Household_Survey_Data.dta::nthung7	BC3_Household_Survey_Data.dta::nthung7	98	not sure
BC3_Household_Survey_Data.dta::nthung7	BC3_Household_Survey_Data.dta::nthung7	99	Refused to answer
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	-9	skipped
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	1	Gov't hospital
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	2	Gov't health center
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	3	Private hospital/clinic
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	4	Private pharmacy
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	5	Shop
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	6	Open market
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	7	Hawker
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	8	 Project/ngo
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	9	Campaign/VHT
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	10	Church
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	11	Friend/Relative
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	12	Village Leader
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	96	Other
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	98	Does not know
BC3_Household_Survey_Data.dta::wheren8	BC3_Household_Survey_Data.dta::wheren8	99	Refused to answer
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	-9	skipped
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	11	permanet
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	12	duranet
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	13	interceptor
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	14	netprotect
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	15	olyset
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	21	ko net
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	22	kooper net
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	23	iconet
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	24	safi net
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	31	B52
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	32	bamboo hut
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	33	century
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	34	lucky net
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	35	victoria
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	41	homemade net
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	96	other
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	98	Don't know brand
BC3_Household_Survey_Data.dta::brand8	BC3_Household_Survey_Data.dta::brand8	99	Refused to answer
BC3_Household_Survey_Data.dta::smnet8	BC3_Household_Survey_Data.dta::smnet8	-9	skipped
BC3_Household_Survey_Data.dta::smnet8	BC3_Household_Survey_Data.dta::smnet8	1	Yes
BC3_Household_Survey_Data.dta::smnet8	BC3_Household_Survey_Data.dta::smnet8	2	No
BC3_Household_Survey_Data.dta::smnet8	BC3_Household_Survey_Data.dta::smnet8	8	Not sure
BC3_Household_Survey_Data.dta::smnet8	BC3_Household_Survey_Data.dta::smnet8	9	Refused to answer
BC3_Household_Survey_Data.dta::slpnet8	BC3_Household_Survey_Data.dta::slpnet8	-9	skipped
BC3_Household_Survey_Data.dta::slpnet8	BC3_Household_Survey_Data.dta::slpnet8	1	Yes
BC3_Household_Survey_Data.dta::slpnet8	BC3_Household_Survey_Data.dta::slpnet8	2	No
BC3_Household_Survey_Data.dta::slpnet8	BC3_Household_Survey_Data.dta::slpnet8	8	Not sure
BC3_Household_Survey_Data.dta::slpnet8	BC3_Household_Survey_Data.dta::slpnet8	9	Refused to answer
BC3_Household_Survey_Data.dta::nuseda8	BC3_Household_Survey_Data.dta::nuseda8	-9	skipped
BC3_Household_Survey_Data.dta::nuseda8	BC3_Household_Survey_Data.dta::nuseda8	1	Yes
BC3_Household_Survey_Data.dta::nuseda8	BC3_Household_Survey_Data.dta::nuseda8	2	No
BC3_Household_Survey_Data.dta::nuseda8	BC3_Household_Survey_Data.dta::nuseda8	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedb8	BC3_Household_Survey_Data.dta::nusedb8	-9	skipped
BC3_Household_Survey_Data.dta::nusedb8	BC3_Household_Survey_Data.dta::nusedb8	1	Yes
BC3_Household_Survey_Data.dta::nusedb8	BC3_Household_Survey_Data.dta::nusedb8	2	No
BC3_Household_Survey_Data.dta::nusedb8	BC3_Household_Survey_Data.dta::nusedb8	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedc8	BC3_Household_Survey_Data.dta::nusedc8	-9	skipped
BC3_Household_Survey_Data.dta::nusedc8	BC3_Household_Survey_Data.dta::nusedc8	1	Yes
BC3_Household_Survey_Data.dta::nusedc8	BC3_Household_Survey_Data.dta::nusedc8	2	No
BC3_Household_Survey_Data.dta::nusedc8	BC3_Household_Survey_Data.dta::nusedc8	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedd8	BC3_Household_Survey_Data.dta::nusedd8	-9	skipped
BC3_Household_Survey_Data.dta::nusedd8	BC3_Household_Survey_Data.dta::nusedd8	1	Yes
BC3_Household_Survey_Data.dta::nusedd8	BC3_Household_Survey_Data.dta::nusedd8	2	No
BC3_Household_Survey_Data.dta::nusedd8	BC3_Household_Survey_Data.dta::nusedd8	99	Refused to answer
BC3_Household_Survey_Data.dta::nusede8	BC3_Household_Survey_Data.dta::nusede8	-9	skipped
BC3_Household_Survey_Data.dta::nusede8	BC3_Household_Survey_Data.dta::nusede8	1	Yes
BC3_Household_Survey_Data.dta::nusede8	BC3_Household_Survey_Data.dta::nusede8	2	No
BC3_Household_Survey_Data.dta::nusede8	BC3_Household_Survey_Data.dta::nusede8	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedf8	BC3_Household_Survey_Data.dta::nusedf8	-9	skipped
BC3_Household_Survey_Data.dta::nusedf8	BC3_Household_Survey_Data.dta::nusedf8	1	Yes
BC3_Household_Survey_Data.dta::nusedf8	BC3_Household_Survey_Data.dta::nusedf8	2	No
BC3_Household_Survey_Data.dta::nusedf8	BC3_Household_Survey_Data.dta::nusedf8	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedg8	BC3_Household_Survey_Data.dta::nusedg8	-9	skipped
BC3_Household_Survey_Data.dta::nusedg8	BC3_Household_Survey_Data.dta::nusedg8	1	Yes
BC3_Household_Survey_Data.dta::nusedg8	BC3_Household_Survey_Data.dta::nusedg8	2	No
BC3_Household_Survey_Data.dta::nusedg8	BC3_Household_Survey_Data.dta::nusedg8	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedh8	BC3_Household_Survey_Data.dta::nusedh8	-9	skipped
BC3_Household_Survey_Data.dta::nusedh8	BC3_Household_Survey_Data.dta::nusedh8	1	Yes
BC3_Household_Survey_Data.dta::nusedh8	BC3_Household_Survey_Data.dta::nusedh8	2	No
BC3_Household_Survey_Data.dta::nusedh8	BC3_Household_Survey_Data.dta::nusedh8	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedi8	BC3_Household_Survey_Data.dta::nusedi8	-9	skipped
BC3_Household_Survey_Data.dta::nusedi8	BC3_Household_Survey_Data.dta::nusedi8	1	Yes
BC3_Household_Survey_Data.dta::nusedi8	BC3_Household_Survey_Data.dta::nusedi8	2	No
BC3_Household_Survey_Data.dta::nusedi8	BC3_Household_Survey_Data.dta::nusedi8	99	Refused to answer
BC3_Household_Survey_Data.dta::nthung8	BC3_Household_Survey_Data.dta::nthung8	-9	skipped
BC3_Household_Survey_Data.dta::nthung8	BC3_Household_Survey_Data.dta::nthung8	1	Nowhere to hang
BC3_Household_Survey_Data.dta::nthung8	BC3_Household_Survey_Data.dta::nthung8	2	Don't know how to hang net
BC3_Household_Survey_Data.dta::nthung8	BC3_Household_Survey_Data.dta::nthung8	3	No tools to hang net
BC3_Household_Survey_Data.dta::nthung8	BC3_Household_Survey_Data.dta::nthung8	4	Shape did not fit
BC3_Household_Survey_Data.dta::nthung8	BC3_Household_Survey_Data.dta::nthung8	5	Size did not fit
BC3_Household_Survey_Data.dta::nthung8	BC3_Household_Survey_Data.dta::nthung8	6	Don't want to hang
BC3_Household_Survey_Data.dta::nthung8	BC3_Household_Survey_Data.dta::nthung8	7	Extra net/Used for Visitor/ Owner not home
BC3_Household_Survey_Data.dta::nthung8	BC3_Household_Survey_Data.dta::nthung8	96	other
BC3_Household_Survey_Data.dta::nthung8	BC3_Household_Survey_Data.dta::nthung8	98	not sure
BC3_Household_Survey_Data.dta::nthung8	BC3_Household_Survey_Data.dta::nthung8	99	Refused to answer
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	-9	skipped
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	1	Gov't hospital
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	2	Gov't health center
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	3	Private hospital/clinic
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	4	Private pharmacy
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	5	Shop
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	6	Open market
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	7	Hawker
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	8	 Project/ngo
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	9	Campaign/VHT
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	10	Church
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	11	Friend/Relative
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	12	Village Leader
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	96	Other
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	98	Does not know
BC3_Household_Survey_Data.dta::wheren9	BC3_Household_Survey_Data.dta::wheren9	99	Refused to answer
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	-9	skipped
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	11	permanet
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	12	duranet
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	13	interceptor
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	14	netprotect
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	15	olyset
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	21	ko net
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	22	kooper net
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	23	iconet
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	24	safi net
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	31	B52
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	32	bamboo hut
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	33	century
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	34	lucky net
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	35	victoria
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	41	homemade net
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	96	other
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	98	Don't know brand
BC3_Household_Survey_Data.dta::brand9	BC3_Household_Survey_Data.dta::brand9	99	Refused to answer
BC3_Household_Survey_Data.dta::smnet9	BC3_Household_Survey_Data.dta::smnet9	-9	skipped
BC3_Household_Survey_Data.dta::smnet9	BC3_Household_Survey_Data.dta::smnet9	1	Yes
BC3_Household_Survey_Data.dta::smnet9	BC3_Household_Survey_Data.dta::smnet9	2	No
BC3_Household_Survey_Data.dta::smnet9	BC3_Household_Survey_Data.dta::smnet9	8	Not sure
BC3_Household_Survey_Data.dta::smnet9	BC3_Household_Survey_Data.dta::smnet9	9	Refused to answer
BC3_Household_Survey_Data.dta::slpnet9	BC3_Household_Survey_Data.dta::slpnet9	-9	skipped
BC3_Household_Survey_Data.dta::slpnet9	BC3_Household_Survey_Data.dta::slpnet9	1	Yes
BC3_Household_Survey_Data.dta::slpnet9	BC3_Household_Survey_Data.dta::slpnet9	2	No
BC3_Household_Survey_Data.dta::slpnet9	BC3_Household_Survey_Data.dta::slpnet9	8	Not sure
BC3_Household_Survey_Data.dta::slpnet9	BC3_Household_Survey_Data.dta::slpnet9	9	Refused to answer
BC3_Household_Survey_Data.dta::nuseda9	BC3_Household_Survey_Data.dta::nuseda9	-9	skipped
BC3_Household_Survey_Data.dta::nuseda9	BC3_Household_Survey_Data.dta::nuseda9	1	Yes
BC3_Household_Survey_Data.dta::nuseda9	BC3_Household_Survey_Data.dta::nuseda9	2	No
BC3_Household_Survey_Data.dta::nuseda9	BC3_Household_Survey_Data.dta::nuseda9	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedb9	BC3_Household_Survey_Data.dta::nusedb9	-9	skipped
BC3_Household_Survey_Data.dta::nusedb9	BC3_Household_Survey_Data.dta::nusedb9	1	Yes
BC3_Household_Survey_Data.dta::nusedb9	BC3_Household_Survey_Data.dta::nusedb9	2	No
BC3_Household_Survey_Data.dta::nusedb9	BC3_Household_Survey_Data.dta::nusedb9	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedc9	BC3_Household_Survey_Data.dta::nusedc9	-9	skipped
BC3_Household_Survey_Data.dta::nusedc9	BC3_Household_Survey_Data.dta::nusedc9	1	Yes
BC3_Household_Survey_Data.dta::nusedc9	BC3_Household_Survey_Data.dta::nusedc9	2	No
BC3_Household_Survey_Data.dta::nusedc9	BC3_Household_Survey_Data.dta::nusedc9	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedd9	BC3_Household_Survey_Data.dta::nusedd9	-9	skipped
BC3_Household_Survey_Data.dta::nusedd9	BC3_Household_Survey_Data.dta::nusedd9	1	Yes
BC3_Household_Survey_Data.dta::nusedd9	BC3_Household_Survey_Data.dta::nusedd9	2	No
BC3_Household_Survey_Data.dta::nusedd9	BC3_Household_Survey_Data.dta::nusedd9	99	Refused to answer
BC3_Household_Survey_Data.dta::nusede9	BC3_Household_Survey_Data.dta::nusede9	-9	skipped
BC3_Household_Survey_Data.dta::nusede9	BC3_Household_Survey_Data.dta::nusede9	1	Yes
BC3_Household_Survey_Data.dta::nusede9	BC3_Household_Survey_Data.dta::nusede9	2	No
BC3_Household_Survey_Data.dta::nusede9	BC3_Household_Survey_Data.dta::nusede9	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedf9	BC3_Household_Survey_Data.dta::nusedf9	-9	skipped
BC3_Household_Survey_Data.dta::nusedf9	BC3_Household_Survey_Data.dta::nusedf9	1	Yes
BC3_Household_Survey_Data.dta::nusedf9	BC3_Household_Survey_Data.dta::nusedf9	2	No
BC3_Household_Survey_Data.dta::nusedf9	BC3_Household_Survey_Data.dta::nusedf9	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedg9	BC3_Household_Survey_Data.dta::nusedg9	-9	skipped
BC3_Household_Survey_Data.dta::nusedg9	BC3_Household_Survey_Data.dta::nusedg9	1	Yes
BC3_Household_Survey_Data.dta::nusedg9	BC3_Household_Survey_Data.dta::nusedg9	2	No
