colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,notesforOnt
641,,6,F7_WATER_PROSPRING,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015038,Protected spring,,Observation,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Protected spring?",0,GEMS1
642,,8,F7_WATER_UNSPRING,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015040,Unprotected spring,,Observation,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Unprotected Spring?",0,GEMS1
643,,10,F7_WATER_RIVER,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015042,River or stream,,Observation,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? River or stream?",0,GEMS1
644,,12,F7_WATER_DAM,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015044,Dam or earth pan,,Observation,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Dam or earth pan?",0,GEMS1
645,,14,F7_WATER_RAIN,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015046,Rainwater,,Observation,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Rainwater?",0,GEMS1
646,,16,F7_WATER_BOUGHT,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015048,"Bought (tank, bottle, etc.)",,Observation,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Bought, tank, bottles, etc?",0,GEMS1
647,,17,F7_WATER_BORE,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015050,Bore hole,,Observation,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Bore hole?",0,GEMS1
648,,18,F7_WATER_OTHR,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015049,Other water source,,Observation,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Other?",0,GEMS1
650,,2,F7_MS_WATER,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010099,Main drinking water source,,Observation,Water information,http://purl.obolibrary.org/obo/EUPATH_0000731,"During the last two weeks, what was the main source of drinking water for members of your household?",1,GEMS1
652,,4,F7_TIME_WATER,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000726,Time to retrieve drinking water,,Observation,Water information,http://purl.obolibrary.org/obo/EUPATH_0000731,"How long does it take to go there, get water and come back?",0,GEMS1
653,,5,F7_FETCH_WATER,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010234,Fetch drinking water everyday,,Observation,Water information,http://purl.obolibrary.org/obo/EUPATH_0000731,Do you or other members from your household go and fetch drinking water fro the household every day?,0,GEMS1
654,,6,F7_TRIP_DAY,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010135,Water trips daily,,Observation,Water information,http://purl.obolibrary.org/obo/EUPATH_0000731,"On average, how many trips do you and members of your household make to fetch water each day?",Num,GEMS1
655,,7,F7_TRIP_WEEK,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010137,Water trips weekly,,Observation,Water information,http://purl.obolibrary.org/obo/EUPATH_0000731,"On average, how many trips do you and members from your household make to fetch water each week?",Num,GEMS1
656,,3,F7_WATER_AVAIL,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000730,Water availability,,Observation,Water information,http://purl.obolibrary.org/obo/EUPATH_0000731,"In the last two weeks, how often has water been available from this main source?",1,GEMS1
657,,2,F7_STORE_WATER,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010141,Child given stored water for drinking,,Participant,Feeding,http://purl.obolibrary.org/obo/EUPATH_0000678,"In the last two weeks, did you give Child stored water for drinking?",0,GEMS1
658,,11,F7_TRT_WATER,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010108,Drinking water treatment,,Observation,Water information,http://purl.obolibrary.org/obo/EUPATH_0000731,Do you usually treat drinking water at home?,0,GEMS1
659,,1,F7_TRT_METHOD,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000700,Drinking water treatment method,,Observation,Drinking water treatment,http://purl.obolibrary.org/obo/EUPATH_0010108,Which method do you use the most to treat drinking water at home?,0,GEMS1
661,,4,F7_CHLORINE,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010147,Chlorine treatment brand,,Observation,Drinking water treatment,http://purl.obolibrary.org/obo/EUPATH_0010108,"If you use chlorine liquid, powder or tablets, which type do you most commonly use?",0,GEMS1
663,,3,F7_NOTRT_WATER,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010151,Child given untreated water,,Participant,Feeding,http://purl.obolibrary.org/obo/EUPATH_0000678,In the last two weeks did you give Child water which was not treated?,0,GEMS1
664,,2,F7_DISP_FECES,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000722,Child waste disposal,,Observation,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,How do you usually dispose of Childs feces?,1,GEMS1
666,,1,F7_FAC_WASTE,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000335,Human waste facilities,,Observation,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,What kind of facility does your household most commonly use to dispose of human fecal waste?,1,GEMS1
668,,7,F7_SHARE_FAC,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010236,Households sharing human waste disposal facility,,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,How many households (other than your own) share this facility?,Num,GEMS1
669,,1,F7_WASH_EAT,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015051,Washes hands before eating,,Observation,When wash hand,http://purl.obolibrary.org/obo/EUPATH_0010381,When do you usually wash your hands? Before eating?,0,GEMS1
670,,2,F7_WASH_COOK,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015052,Washes hands before cooking,,Observation,When wash hand,http://purl.obolibrary.org/obo/EUPATH_0010381,When do you usually wash your hands? Before cooking?,0,GEMS1
671,,3,F7_WASH_NURSE,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015053,Washes hands before nursing or preparing baby's food,,Observation,When wash hand,http://purl.obolibrary.org/obo/EUPATH_0010381,When do you usually wash your hands? Before you nurse or prepare baby's food?,0,GEMS1
672,,4,F7_WASH_DEF,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015054,Washes hands after defecatation,,Observation,When wash hand,http://purl.obolibrary.org/obo/EUPATH_0010381,When do you usually wash your hands? After you defecate?,0,GEMS1
673,,5,F7_WASH_ANIMAL,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015055,Washes hands after handling domestic animals,,Observation,When wash hand,http://purl.obolibrary.org/obo/EUPATH_0010381,When do you usually wash your hands? After handling domestic animals?,0,GEMS1
674,,6,F7_WASH_CHILD,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015056,Washes hands after cleaning child who defecated,,Observation,When wash hand,http://purl.obolibrary.org/obo/EUPATH_0010381,When do you usually wash your hands? After cleaning child who defecated?,0,GEMS1
675,,8,F7_WASH_NEVER,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015057,Never washes hands,,Observation,When wash hand,http://purl.obolibrary.org/obo/EUPATH_0010381,When do you usually wash your hands? Never?,0,GEMS1
676,,7,F7_WASH_OTHR,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015058,Washes hands other times,,Observation,When wash hand,http://purl.obolibrary.org/obo/EUPATH_0010381,"When do you usually wash your hands? Other, specify?",0,GEMS1
678,,1,F7_WASH_USE,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000681,Usual hand washing,,Observation,Hygiene,http://purl.obolibrary.org/obo/EUPATH_0000686,"When you wash your hands, what do you usually use?",1,GEMS1
679,,,F7_EVERBREASTFED,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015427,Ever breastfed,,Participant,,,Was the child ever breastfed?,0/1,
680,,1,F7_BREASTFED,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010371,Breastfed,,Participant,Feeding,http://purl.obolibrary.org/obo/EUPATH_0000678,Is Child currently breastfed?,0,GEMS1
681,,1,F7_BLOOD,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015184,Blood in stools during last 7 days,,Observation,Symptoms in the last 7 days,http://purl.obolibrary.org/obo/EUPATH_0010356,During the last 7 das did Child have any of the following? Blood?,0,GEMS1
682,,2,F7_FEVER,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015185,Fever during last 7 days,,Observation,Symptoms in the last 7 days,http://purl.obolibrary.org/obo/EUPATH_0010356,During the last 7 das did Child have any of the following? Fever measured at least 38C or parental perception,0,GEMS1
683,,3,F7_VOMIT,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015186,Vomiting 3 or more times per day,,Observation,Symptoms in the last 7 days,http://purl.obolibrary.org/obo/EUPATH_0010356,During the last 7 das did Child have any of the following? Vomiting 3 or more times per day.,0,GEMS1
684,,2,F7_CUR_MED,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010153,Currently receiving medication,,Observation,"Control, Medication at enrollment",http://purl.obolibrary.org/obo/EUPATH_0010022,Is the child currently receiving any medicine?,0,GEMS1
685,,3,F7_MED_ONGOING,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010154,Prescription available for current medication,,Observation,"Control, Medication at enrollment",http://purl.obolibrary.org/obo/EUPATH_0010022,"If yes, child currently receiving any medicine, is a bottle or table strip or prescription available for ongoing treatment?",0,GEMS1
686,,3,F7_MED_ORS,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015187,ORS,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? ORS,0,GEMS1
687,,4,F7_MED_IV,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015188,Intravenous fluids,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Intravenous fluids,0,GEMS1
688,,11,F7_MED_COTR,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015189,Cotrimoxazole,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Cotrimoxazole,1,GEMS1
689,,1,F7_MED_NOFOOD,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015190,Normal food withheld,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Normal food withheld for >= 1 day,0,GEMS1
690,,13,F7_MED_GENT,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015191,Gentamycin,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Gentamycin,0,GEMS1
691,,9,F7_MED_CHLOR,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015192,Chloramphenicol,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Chloramphenicol/Thiamphenicol,0,GEMS1
692,,12,F7_MED_ERYTH,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015193,Erythromycin,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Erythromycin,0,GEMS1
693,,8,F7_MED_AZITH,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015194,Azithromycin,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Azithromycin,0,GEMS1
694,,17,F7_MED_OMACR,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015195,Other macrolide,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Other macrolides,0,GEMS1
695,,15,F7_MED_PENI,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015196,Penicillin,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Penicillin,0,GEMS1
696,,7,F7_MED_AMOXY,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015197,Amoxycillin,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Amoxicillin,0,GEMS1
697,,6,F7_MED_AMPI,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015198,Ampicillin,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Ampicillin,0,GEMS1
698,,14,F7_MED_NALID,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015199,Nalidixic acid,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Nalidixic acid,0,GEMS1
699,,10,F7_MED_CIPRO,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015200,Ciprofloxacin,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Ciprofloxacin/Norfloxacin/other fluroquinolone,0,GEMS1
700,,16,F7_MED_SELE,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015201,Selexid,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Selexid/Pivmecillinam,0,GEMS1
701,,18,F7_MED_OTHERANT,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015202,Other antibiotic,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Other anitibiotic,0,GEMS1
703,,5,F7_MED_ZINC,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015203,Zinc,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Zinc,0,GEMS1
704,,2,F7_MED_GOVFLUID,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015204,Homemade fluid,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? A (government recommended) homemade fluid,0,GEMS1
705,,19,F7_MED_ANTIMAL,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015205,Antimalarial,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? An antimalarial drug,0,GEMS1
706,,20,F7_MED_OTHER1,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015206,Other medicine,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Other medicine (1)?,0,GEMS1
708,,21,F7_MED_OTHER2,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015207,Other medicine,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Other medicine (2)?,0,GEMS1
710,,22,F7_MED_OTHER3,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015208,Other medicine,,Observation,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389,What are the medicines that the child is currently receiving? Other medicine (3)?,0,GEMS1
