# version-2			
health_facility::country	uganda	Uganda	
hh_member_24m::schoolname	BUSITEMA NURSERY SCHOOL	Busitema Nursery School	
hh_member_24m::schoolname	BUSITEMA P/S	Busitema Primary School	
hh_member_24m::schoolname	BUSUBI P/S	Busubi Primary School	
hh_member_24m::schoolname	BUTASWA NURSRY AND PRIMARY SCHOOL	Butaswa Nursry and Primary School	
hh_member_24m::schoolname	BUTASWA PRIMAR SCHOOL	Butaswa Primar School	
hh_member_24m::schoolname	BUTASWA PR8MARY SCHOOL	Butaswa Primary School	
hh_member_24m::schoolname	BUTASWA PRIMARY SCHOOL	Butaswa Primary School	
hh_member_24m::schoolname	BUTEEMA UNITED	Buteema United	
hh_member_24m::schoolname	BUTEMA BCS PRIMARY	Butema BCS Primary School	
hh_member_24m::schoolname	BUTEMA BCS PRIMARY SCHOOL	Butema BCS Primary School	
hh_member_24m::schoolname	BUTEMA BSS PRIMARY	Butema BSS Primar Schooly	
hh_member_24m::schoolname	BUTEMA C.O.U	Butema COU	
hh_member_24m::schoolname	BUTEMA COU	Butema COU	
hh_member_24m::schoolname	BUTEMA C.O.U PRIMARY	Butema COU Primary School	
hh_member_24m::schoolname	BUTEMA COU PRIMARY SCHOOL	Butema COU Primary School	
hh_member_24m::schoolname	BUTEMA  PRIMARY SCHOOL	Butema Primary School	
hh_member_24m::schoolname	BUTEMA PRIMARY	Butema Primary School	
hh_member_24m::schoolname	BUTEMA PRIMARY SCHOOL	Butema Primary School	
hh_member_24m::schoolname	BUTEMA UNITED	Butema United	
hh_member_24m::schoolname	BUTEMA UNITED NURSERY AND PRIMARY SCHOOL	Butema United Nursery and Primary School	
hh_member_24m::schoolname	BUTEMA UNITED PRIMARY	Butema United Primary School	
hh_member_24m::schoolname	BUTEMA UNITED PRIMARY SCHOOL	Butema United Primary School	
hh_member_24m::schoolname	BUTEMA UNITEDPRIMARY SCHOOL	Butema United Primary School	
hh_member_24m::schoolname	BUTULA ECD	Butula ECD	
hh_member_24m::schoolname	BUWAGI P/S	Buwagi Primary School	
hh_member_24m::schoolname	BUWAISWA	Buwaiswa	
hh_member_24m::schoolname	BUWAISWA P/S	Buwaiswa Primary School	
hh_member_24m::schoolname	BUWAISWA PRIMARY SCHOOL	Buwaiswa Primary School	
hh_member_24m::schoolname	BUWAYA	Buwaya	
hh_member_24m::schoolname	BUWAYA  P/S	Buwaya Primary School	
hh_member_24m::schoolname	BUWAYA PRIMARY SCHOOL	Buwaya Primary School	
hh_member_24m::schoolname	BUWAYA P/S	Buwaya Primary School	
hh_member_24m::schoolname	BUWAYA P/SCHOOL	Buwaya Primary School	
hh_member_24m::schoolname	BUWAYAN P/S	Buwayan Primary School	
hh_member_24m::schoolname	BUWENGE TOWNSHIP P/S	Buwenge Township Primary School	
hh_member_24m::schoolname	BUWERERO P/S	Buwerero Primary School	
hh_member_24m::schoolname	BUWONDA P/S	Buwonda Primary School	
hh_member_24m::schoolname	BUYALA MODERN P/S	Buyala Modern Primary School	
hh_member_24m::schoolname	BWERERO P/S	Bwerero Primary School	
hh_member_24m::schoolname	BWIJANG	Bwijang	
hh_member_24m::schoolname	BWIJANG SS	Bwijang Secondary School	
hh_member_24m::schoolname	BWIJANGA JUNIOR	Bwijanga Junior	
hh_member_24m::schoolname	BWIJANGA JUNIOR ACADEMY	Bwijanga Junior Academy	
hh_member_24m::schoolname	BWIJANGA JUNIOR P/S	Bwijanga Junior Primary School	
hh_member_24m::schoolname	Bwijanga Primary School	Bwijanga Primary School	
hh_member_24m::schoolname	BWIJANGA P/S	Bwijanga Primary School	
hh_member_24m::schoolname	BWIJANGA SS	Bwijanga Secondary School	
hh_member_24m::schoolname	BWIJANGA SSS	Bwijanga Secondary School	
hh_member_24m::schoolname	BWIKYA SECONDARY SCHOOL	Bwikya Secondary School	
hh_member_24m::schoolname	BWININ P/S	Bwinin Primary School	
hh_member_24m::schoolname	BWOGEZE SECONDARY	Bwogeze Secondary	
hh_member_24m::schoolname	CANAN INFANT	Canan Infant School	
hh_member_24m::schoolname	CANAN INFANT SCHOOL	Canan Infant School	
hh_member_24m::schoolname	CANAN P/S	Canan Primary School	
hh_member_24m::schoolname	CAPITAL GLORY P/S	Capital Glory Primary School	
hh_member_24m::schoolname	CATHERINE NURSERY SCHOOL	Catherine Nursery School	
hh_member_24m::schoolname	CENTRAL HIGH SCHOOL	Central High School	
hh_member_24m::schoolname	CHARITY P/S	Charity Primary School	
hh_member_24m::schoolname	CHASE FOUNDATION	Chase Foundation	
hh_member_24m::schoolname	CHILD CARE PADIBE PRIMARY SCHOOL	Child Care Padibe Primary School	
hh_member_24m::schoolname	CHILD CARE PRIMARY SCHOOL -KITGUM	Child Care Primary School -Kitgum	
hh_member_24m::schoolname	CHILD NURSARY SCHOOL	Child Nursery School	
hh_member_24m::schoolname	CHILD PADIBE PRIMARY SCHOOL	Child Padibe Primary School	
hh_member_24m::schoolname	CHILDREN OF THE NATION	Children Of The Nation	
hh_member_24m::schoolname	CHILDRENS' ARK NURSERY SCHOOL	Childrens' Ark Nursery School	
hh_member_24m::schoolname	CHRIST HAND NURSERY AND PRIMARY SCHOOL	Christ Hand Nursery and Primary School	
hh_member_24m::schoolname	CHRIST HAND NUSERY AND PRIMARY SCHOOL	Christ Hand Nursery and Primary School	
hh_member_24m::schoolname	CHRIST THE KING	Christ The King	
hh_member_24m::schoolname	CHRIST THE KING P/S	Christ The King Primary School	
hh_member_24m::schoolname	CHRIST THE KING P/S GULU	Christ The King Primary School Gulu	
hh_member_24m::schoolname	CHRIST THE ROCK NURSERY AND PRIMARY SCHOOL	Christ The Rock Nursery and Primary School	
hh_member_24m::schoolname	CHRIST THE ROCK NURSERY SCHOOL	Christ The Rock Nursery School	
hh_member_24m::schoolname	CHRIST THE ROCK PRIMARY SCHOOL	Christ The Rock Primary School	
hh_member_24m::schoolname	CILI PRIMARY SCHOOL	Cili Primary School	
hh_member_24m::schoolname	CILIO   PRIMARY SCHOOL	Cilio Primary School	
hh_member_24m::schoolname	CILIO PPRIMARY SCHOOL	Cilio Primary School	
hh_member_24m::schoolname	CILIO PRIMARY  SCHOOL	Cilio Primary School	
hh_member_24m::schoolname	CILIO PRIMARY SCHOOL	Cilio Primary School	
hh_member_24m::schoolname	CILIO PRIMARY SHOOL	Cilio Primary School	
hh_member_24m::schoolname	CIRCLE OF PEACE PRIMARY SCHOOL	Circle Of Peace Primary School	
hh_member_24m::schoolname	CLEAR INFANT	Clear Infant	
hh_member_24m::schoolname	CLEVERLAND JUNIOR SCHOOL	Cleverland Junior School	
hh_member_24m::schoolname	CLEVERLAND NURSERY AND P/S	Cleverland Nursery and Primary School	
hh_member_24m::schoolname	CLEVERLAND P/S	Cleverland Primary School	
hh_member_24m::schoolname	COMBONI COLLEGE LIRA	Comboni College Lira	
hh_member_24m::schoolname	COMPREHESSIVE OBALANGA	Comprehessive Obalanga	
hh_member_24m::schoolname	CORNERSTONE PRIMARY SCHOOL	Cornerstone Primary School	
hh_member_24m::schoolname	COX NURSERY AND PRIMARY SCHOOL	Cox Nursery and Primary School	
hh_member_24m::schoolname	CRANE JUNIOR PRIMARYSCHOOLLIRA	Crane Junior Primary School Lira	
hh_member_24m::schoolname	CRANE JUNIOR SCHOOL LIRA	Crane Junior School Lira	
hh_member_24m::schoolname	CUKU PRIMARY SCHOOL	Cuku Primary School	
hh_member_24m::schoolname	DADYS PRIDE NURSARY SCHOOL	Daddy's Pride Nursary School	
hh_member_24m::schoolname	DADYS PRIDE NURSERY AND PRIMARY SCHOOL	Daddy's Pride Nursery and Primary School	
hh_member_24m::schoolname	DADYS PRIDE NURSERY SCHOOL	Daddy's Pride Nursery School	
hh_member_24m::schoolname	DADDY'S PRIDE PRIMARY SCHOOL	Daddy's Pride Primary School	
hh_member_24m::schoolname	DADYS PRIDE PRIMARY SCHOOL	Daddy's Pride Primary School	
hh_member_24m::schoolname	DARASALAM PRIMARY	Darasalam Primary	
hh_member_24m::schoolname	DARVIN PRIMARY SCHOOL-LIRA	Darvin Primary School-Lira	
hh_member_24m::schoolname	DASI P/S	Dasi Primary School	
hh_member_24m::schoolname	DEAF SCHOOL IN MBALE	Deaf School In Mbale	
hh_member_24m::schoolname	DEMONSTRATION PRIMARY SCHOOL	Demonstration Primary School	
hh_member_24m::schoolname	DESIRE	Desire	
hh_member_24m::schoolname	DESIRE NURSERY SCHOOL	Desire Nursery School	
hh_member_24m::schoolname	DESIRE P/CHOOL	Desire Primary School	
hh_member_24m::schoolname	DESIRE P/S	Desire Primary School	
hh_member_24m::schoolname	DESIRE PRIMARY SCHOOL	Desire Primary School	
hh_member_24m::schoolname	DESIRE P/SCHOOL	Desire Primary School	
hh_member_24m::schoolname	DESIREP/SCHOOL	Desire Primary School	
hh_member_24m::schoolname	DESTINY NURSERY SCHOOL	Destiny Nursery School	
hh_member_24m::schoolname	DEVINE P/S	Devine Primary School	
hh_member_24m::schoolname	DIIMA P/S	Diima Primary School	
hh_member_24m::schoolname	DOCTOR OBOTE COLLEGE LIRA	Doctor Obote College Lira	
hh_member_24m::schoolname	DOLI NURSERY PRIMARY SCHOOL	Doli Nursery Primary School	
hh_member_24m::schoolname	DOLI NURSERY SCHOOL	Doli Nursery School	
hh_member_24m::schoolname	DOLI PRIMARY SCHOOL	Doli Primary School	
hh_member_24m::schoolname	DONBOSCO P/S	Donbosco Primary School	
hh_member_24m::schoolname	DOVE EDUCATION CENTRE	Dove Education Centre	
hh_member_24m::schoolname	DR FOLA SECONDARY SCHOOL	Dr. Fola Memorial Secondary School	
hh_member_24m::schoolname	DR. FOLA MEMORIAL SS	Dr. Fola Memorial Secondary School	
hh_member_24m::schoolname	DREAMS OF HOPE PRIMARY SCHOOL	Dreams Of Hope Primary School	
hh_member_24m::schoolname	DUHAGA SECONDARY SCHOOL	Duhaga Secondary School	
hh_member_24m::schoolname	EBENEZER CHILDRENS CENTRE	Ebenezer Childrens Centre	
hh_member_24m::schoolname	EBENEZER JUNIOR	Ebenezer Junior School	
hh_member_24m::schoolname	EBENEZER JUNIOR SCHOOL	Ebenezer Junior School	
hh_member_24m::schoolname	EBENEZER NURSERY AND P/S	Ebenezer Nursery and Primary School	
hh_member_24m::schoolname	EBENEZER NURSERY SCHOOL	Ebenezer Nursery School	
hh_member_24m::schoolname	EBENEZER P/S	Ebenezer Primary School	
hh_member_24m::schoolname	ECLIPSE PRIMARY SCHOOL	Eclipse Primary School	
hh_member_24m::schoolname	ECO NURSERY AND PRIMARY SCHOOL	Eco Nursery and Primary School	
hh_member_24m::schoolname	EDEN JUNIOR SCHOOL	Eden Junior School	
hh_member_24m::schoolname	EDEN NUSERY SCHOOL	Eden Nusery School	
hh_member_24m::schoolname	EDEN PRIMARY SCHOOL	Eden Primary School	
hh_member_24m::schoolname	ELIMI YOUNG STAR JUNIIOR SCHOOL	Elimi Young Star Junior School	
hh_member_24m::schoolname	ELIMI YOUNGSTAR JUNIOR SCHOOL	Elimi Young Star Junior School	
hh_member_24m::schoolname	ELIMU YOUNG STARS	Elimu Young Star	
hh_member_24m::schoolname	ELIN P/SCHOOL	Elin Primary School	
hh_member_24m::schoolname	ELORU SECONDARY SCHOOL	Eloru Secondary School	
hh_member_24m::schoolname	EMI YOUNGSTAR JUNIOR SCHOOL	Emi Young Star Junior School	
hh_member_24m::schoolname	EPIFAN PRIMARY SCHOOL MOYO	Epifan Primary School Moyo	
hh_member_24m::schoolname	EQUATOR PRIMARY SCHOOL	Equator Primary School	
hh_member_24m::schoolname	EREMI PRIMARY SCHOOL	Eremi Primary School	
hh_member_24m::schoolname	EVEREST HIGH SCHOOL	Everest High School	
hh_member_24m::schoolname	EXCEL JUNIOR SCH. P/S	Excel Junior School Primary School	
hh_member_24m::schoolname	EXODUS  NURSERY SCHOOL	Exodus Nursery School	
hh_member_24m::schoolname	EXODUS PRIMARY SCHOOL	Exodus Primary School	
hh_member_24m::schoolname	FATHER ALLOYSIOUS	Father Alloysious	
hh_member_24m::schoolname	FATIQ ISLAMIC  P/S	Fatiq Islamic Primary School	
hh_member_24m::schoolname	FOUNTAIN JUNIOR SCHOOL	Fountain Junior School	
hh_member_24m::schoolname	FOUNTAIN P/S	Fountain Primary School	
hh_member_24m::schoolname	FUTURE ELITES	Future Elites	
hh_member_24m::schoolname	FUTURE PROSPER-LIRA	Future Prosper-Lira	
hh_member_24m::schoolname	GABRIEL NURSARY AND PRIMARY SCHOOL	Gabriel Nursery and Primary School	
hh_member_24m::schoolname	GABRIEL NURSERY AND PRIMARY SCHOOL	Gabriel Nursery and Primary School	
hh_member_24m::schoolname	GADUMIRE PRIMARY SCHOOL	Gadumire Primary School	
hh_member_24m::schoolname	GEA PRIMARY SCHOOL	Gea Primary School	
hh_member_24m::schoolname	GILBERT BULUYA SS	Gilbert Buluya Secondary School	
hh_member_24m::schoolname	GIULIO PASTORE PRIMARY -KITGUM TOWN	Giulio Pastore Primary - Kitgum Town	
hh_member_24m::schoolname	GLORIOUS	Glorious	
hh_member_24m::schoolname	GLORIOUS P/S	Glorious Primary School	
hh_member_24m::schoolname	GLORY BUWAYA PRIMARY SCHOOL	Glory Buwaya Primary School	
hh_member_24m::schoolname	GLORY NURSERY AND PRIMARY SCHOOL	Glory Nursery and Primary School	
hh_member_24m::schoolname	GLORY  NURSERY , DAY CARE AND PRIMARY SCHOOL	Glory Nursery, Day Care and Primary School	
hh_member_24m::schoolname	GLORY NURSERY , DAY CARE AND PRIMARY SCHOOL	Glory Nursery, Day Care and Primary School	
hh_member_24m::schoolname	GLORY NURSERY PRIMARY AND DAY CARE	Glory Nursery, Day Care and Primary School	
hh_member_24m::schoolname	GLORY NUSERY AND PRIMARY SCHOOL	Glory Nusery and Primary School	
hh_member_24m::schoolname	GLORY  P/S	Glory Primary School	
hh_member_24m::schoolname	GLORY P/S	Glory Primary School	
hh_member_24m::schoolname	GLORY PRIMARY SCHOOL BUWAYA	Glory Primary School Buwaya	
hh_member_24m::schoolname	GLORY P/S BUWAYA	Glory Primary School Buwaya	
hh_member_24m::schoolname	GOD CAN PRIMARY SCHOOL	God Can Primary School	
hh_member_24m::schoolname	GOD SHEPHARD	God Shepherd	
hh_member_24m::schoolname	GOD SHEPHERD	God Shepherd	
hh_member_24m::schoolname	GOD'S GRACE PRIMARY SCHOOL	God's Grace Primary School	
hh_member_24m::schoolname	GODS CARE	Gods Care	
hh_member_24m::schoolname	GODS CARE NURSERY SCHOOL	Gods Care Nursery School	
hh_member_24m::schoolname	GODS CARE P/SCHOOL	Gods Care Primary School	
hh_member_24m::schoolname	GODS CARE SCHOOL	Gods Care School	
hh_member_24m::schoolname	GODS MERCY	Gods Mercy	
hh_member_24m::schoolname	GODS PLAN NURSERY AND PRIMARY  SCHOOL	Gods Plan Nursery and Primary School	
hh_member_24m::schoolname	GODS PLAN PRIMARY SCHOOL	Gods Plan Primary School	
hh_member_24m::schoolname	GOI NURSERY SCHOOL	Goi Nursery School	
hh_member_24m::schoolname	GOI  PRIMARY SCHOOL	Goi Primary School	
hh_member_24m::schoolname	GOI PRIMARY	Goi Primary School	
hh_member_24m::schoolname	GOI PRIMARY SCHOOL	Goi Primary School	
hh_member_24m::schoolname	GOI P/SCHOOL	Goi Primary School	
hh_member_24m::schoolname	GOLDEN TREASURE NURSERY AND PRIMARY SCHOOL	Golden Treasure Nursery and Primary School	
hh_member_24m::schoolname	GOMA CENTRAL PRIMARY SCHOOL	Goma Central Primary School	
hh_member_24m::schoolname	GOOD FATHER DAYCARE CENTRE	Good Father Daycare Centre	
hh_member_24m::schoolname	GOOD FOUNDATION NURSERY AND PRIMARY SCHOOL	Good Foundation Nursery and Primary School	
hh_member_24m::schoolname	GOOD FOUNDATION PRIMARY SCHOOL	Good Foundation Primary School	
hh_member_24m::schoolname	GOOD FOUNDATION SCHOOL	Good Foundation School	
hh_member_24m::schoolname	GOOD FOUNDATION SCHOOL-DIIMA	Good Foundation School-Diima	
hh_member_24m::schoolname	GOOD MUM NURESRY	Good Mum Nuresry	
hh_member_24m::schoolname	GOOD MUMMY	Good Mummy	
hh_member_24m::schoolname	GOOD MUMMY KINDERGARDEN	Good Mummy Kindergarden	
hh_member_24m::schoolname	GOOD MUMMY P/S	Good Mummy Primary School	
hh_member_24m::schoolname	GOOD MUMMY PRIMARY SCHOOL	Good Mummy Primary School	
hh_member_24m::schoolname	GOOD SAMALATAN P/S	Good Samalatan Primary School	
hh_member_24m::schoolname	GOOD SHERPHERD SECONDARY SCHOOL	Good Sherpherd Secondary School	
hh_member_24m::schoolname	GOT MOKO PRIMARY	Got Moko Primary School	
hh_member_24m::schoolname	GOT MOKO PRIMARY SCHOOL	Got Moko Primary School	
hh_member_24m::schoolname	GRACE HOPE P/S	Grace Hope Primary School	
hh_member_24m::schoolname	GRACE MISSION P/S	Grace Mission Primary School	
hh_member_24m::schoolname	GREEN FIELD SENIOR SECONDARY SCHOOL	Green Field Senior Secondary School	
hh_member_24m::schoolname	GREEN LIGHT NURSERY SCHOOL	Green Light Nursery School	
hh_member_24m::schoolname	GREEN LIGHT PRIMARY SCHOOL	Green Light Primary School	
hh_member_24m::schoolname	GREENFIELD MASINDI SECONDARY SCHOOL	Greenfield Masindi Secondary School	
hh_member_24m::schoolname	GREENWHICH SECONDARY SCHOOL	Greenwich Secondary School	
hh_member_24m::schoolname	GREENWICH SS	Greenwich Secondary School	
hh_member_24m::schoolname	GUDA PRIMARY SCHOOL	Guda Primary School	
hh_member_24m::schoolname	GULIO PASTORE PRIMARY SCHOOL	Gulio Pastore Primary School	
hh_member_24m::schoolname	GULU ARMY SS	Gulu Army Secondary School	
hh_member_24m::schoolname	GULU HIGH	Gulu High School	
hh_member_24m::schoolname	GULU HIGH SCHOOL	Gulu High School	
hh_member_24m::schoolname	GULU PRIMARY SCHOOL	Gulu Primary School	
hh_member_24m::schoolname	GULU SS	Gulu Secondary School	
hh_member_24m::schoolname	HALCYON HIGH SCHOOL	Halcyon High School	
hh_member_24m::schoolname	HANA PRIMARY SCHOOL	Hana Primary School	
hh_member_24m::schoolname	HAPPY CHILD NURSERY SCHOOL	Happy Child Nursery School	
hh_member_24m::schoolname	HAPPY HOURS	Happy Hours	
hh_member_24m::schoolname	HAPPY HOURS PRIMARY SCHOOLS	Happy Hours Primary Schools	
hh_member_24m::schoolname	HAPPY JUNIOR P/S	Happy Junior Primary School	
hh_member_24m::schoolname	HAPPY JUNIOR SCHOOL	Happy Junior School	
hh_member_24m::schoolname	HAPPY P/S	Happy Primary School	
hh_member_24m::schoolname	HAPPY TIMES	Happy Times	
hh_member_24m::schoolname	HAPPY TIMMES	Happy Times	
hh_member_24m::schoolname	HAPPY TIMMES BUSAANA	Happy Times Busaana	
hh_member_24m::schoolname	HAPPY TIMES P/S	Happy Times Primary School	
hh_member_24m::schoolname	HELLEN ACADEMY	Hellen Academy	
hh_member_24m::schoolname	HIGH FIELD PRIMARY SCHOOL	High Field Primary School	
hh_member_24m::schoolname	HIGH FIELD SCHOOL	High Field School	
hh_member_24m::schoolname	HILL CITY SECONDARY SCHOOL	Hill City Secondary School	
hh_member_24m::schoolname	HILL VIEW NURSERY AND PRIMARY SCHOOL	Hill View Nursery and Primary School	
hh_member_24m::schoolname	HILL VIEW PRIMARY SCHOOL	Hill View Primary School	
hh_member_24m::schoolname	HILLSTON MATUGA SS	Hillston Matuga Secondary School	
hh_member_24m::schoolname	HILLTOP PRIMARY SCHOOL	Hilltop Primary School	
hh_member_24m::schoolname	HILLVIEW NURSERY SCHOOL	Hillview Nursery School	
hh_member_24m::schoolname	HILTON P/S	Hilton Primary School	
hh_member_24m::schoolname	HILTOP NURSERY AND PRIMARY SCHOOL	Hiltop Nursery and Primary School	
hh_member_24m::schoolname	HOLLY INFANT PRIMARY SCHOOL	Holly Infant Primary School	
hh_member_24m::schoolname	HOLLY LAND JUNIOR SCHOOL	Holly Land Junior School	
hh_member_24m::schoolname	HOLLYLAND JUNIOR SCHOOL	Holly Land Junior School	
hh_member_24m::schoolname	HOLLYLAND P/S	Holly Land Primary School	
hh_member_24m::schoolname	HOLY INFANT	Holy Infant	
hh_member_24m::schoolname	HOLY INFANT PRIMARY	Holy Infant Primary School	
hh_member_24m::schoolname	HOLY INFANT SCHOOL	Holy Infant School	
hh_member_24m::schoolname	HOLY LAND JUNIOR	Holy Land Junior School	
hh_member_24m::schoolname	HOLYLAND JUNIOR	Holy Land Junior School 	
hh_member_24m::schoolname	HOLY TRINITY NURSERY SCHOOL	Holy Trinity Nursery School	
hh_member_24m::schoolname	HOLY TRINITY PRIMARY SCHOOL	Holy Trinity Primary School	
hh_member_24m::schoolname	HOMELIGHT NURSERY AND PRIMARY SCHOOL	Homelight Nursery and Primary School	
hh_member_24m::schoolname	HOMELIGHT PRIMARY SCHOOL	Homelight Primary School	
hh_member_24m::schoolname	HOMELIGHT P/S	Homelight Primary School	
hh_member_24m::schoolname	HOMESDARLING PRIMARY SCHOOL	Homesdarling Primary School	
hh_member_24m::schoolname	HOPE NURSERY SCHOOL	Hope Nursery School	
hh_member_24m::schoolname	HOPE PRIMARY SCHOOL	Hope Primary School	
hh_member_24m::schoolname	HORIZON PRIMARY SCHOOL	Horizon Primary School	
hh_member_24m::schoolname	HUMULA P/S	Humula Primary School	
hh_member_24m::schoolname	HUMULA SEC	Humula Secondary School	
hh_member_24m::schoolname	HUMULA SEC SCHOOL	Humula Secondary School	
hh_member_24m::schoolname	HUMURA PRIMARY	Humura Primary School	
hh_member_24m::schoolname	HUMURA P/S	Humura Primary School	
hh_member_24m::schoolname	HUMURA SEC SCHOOL	Humura Secondary School	
hh_member_24m::schoolname	HUMURA SECONDARY	Humura Secondary School	
hh_member_24m::schoolname	IDEAL NURSARY	Ideal Nursery School	
hh_member_24m::schoolname	IDEAL P/S	Ideal Primary School	
hh_member_24m::schoolname	IGANGA PARENTS	Iganga Parents School	
hh_member_24m::schoolname	IGANGA P/SCHOOL	Iganga Primary School	
hh_member_24m::schoolname	IGAYAZA P/S	Igayaza Primary School	
hh_member_24m::schoolname	IKUMBYA CATHOLIC PRIMARY SCHOOL	Ikumbya Catholic Primary School	
hh_member_24m::schoolname	IKUMBYA CATHOLIC SCHOOL	Ikumbya Catholic School	
hh_member_24m::schoolname	IKUMBYA PRIMARY SCHOOL	Ikumbya Primary School	
hh_member_24m::schoolname	IKUMBYA SECONDARY SCHOOL	Ikumbya Secondary School	
hh_member_24m::schoolname	IKUMBYA SEED SECONDARY SCHOOL	Ikumbya Seed Secondary School	
hh_member_24m::schoolname	IKUMBYA ST JUDE PRIMARY SCHOOL	Ikumbya St Jude Primary School	
hh_member_24m::schoolname	IKWERA BOYS	Ikwera Boys	
hh_member_24m::schoolname	IKWERA  BOYS P/SCHOOL	Ikwera Boys Primary School	
hh_member_24m::schoolname	IKWERA BOYS  PRIMARY SCHOOL	Ikwera Boys Primary School	
hh_member_24m::schoolname	IKWERA BOYS PRIMARY	Ikwera Boys Primary School	
hh_member_24m::schoolname	IKWERA BOYS PRIMARY SCHOOL	Ikwera Boys Primary School	
hh_member_24m::schoolname	IKWERA BOYS P/SCHOOL	Ikwera Boys Primary School	
hh_member_24m::schoolname	IKWERA BOYS PRIMARY SCHOOOL	Ikwera Boys Primary School	
hh_member_24m::schoolname	IKWERA GIRLS PRIMARY	Ikwera Girls Primary	
hh_member_24m::schoolname	IKWERA GIRLS P/SCHOOL	Ikwera Girls Primary School	
hh_member_24m::schoolname	IKWERA GIRLS Secondary School	Ikwera Girls Secondary School	
hh_member_24m::schoolname	IKWERA GIRLS SECONDARY SCHOOL	Ikwera Girls Secondary School	
hh_member_24m::schoolname	IKWERA  NEGRI	Ikwera Negri	
