uniqueVar,dataSet,variable,dataFile,variable_dataFile,file,colOrder,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,timeVarying,flag,keepDiscard
ext_lab_bv_rpliga::negcon,PROVIDE,negcon,ext_lab_bv_rpliga,negcon,ext_lab_bv_rpliga.txt,10,dbl,970.41,NA,NA,0,115742.66,0 to 115742.66,586,0,repeated,duplicated variable,discard
ext_lab_bv_rpliga::pcona,PROVIDE,pcona,ext_lab_bv_rpliga,pcona,ext_lab_bv_rpliga.txt,11,dbl,216452.31,NA,NA,52280.1,314200.89,52280.1 to 314200.89,696,0,repeated,duplicated variable,discard
ext_lab_bv_rpliga::pconb,PROVIDE,pconb,ext_lab_bv_rpliga,pconb,ext_lab_bv_rpliga.txt,12,dbl,228075.86,NA,NA,49461.67,324019.06,49461.67 to 324019.06,695,0,repeated,duplicated variable,discard
ext_lab_bv_rpliga::pcave,PROVIDE,pcave,ext_lab_bv_rpliga,pcave,ext_lab_bv_rpliga.txt,13,dbl,222264.09,NA,NA,57049.6,265092.55,57049.6 to 265092.55,696,0,repeated,duplicated variable,discard
ext_lab_bv_rpliga::norcon,PROVIDE,norcon,ext_lab_bv_rpliga,norcon,ext_lab_bv_rpliga.txt,14,dbl,221293.68,NA,NA,57018.72,264152.82,57018.72 to 264152.82,696,0,repeated,duplicated variable,discard
ext_lab_bv_rpliga::contrl,PROVIDE,contrl,ext_lab_bv_rpliga,contrl,ext_lab_bv_rpliga.txt,15,dbl,158.5,NA,NA,0.01,5390.13,0.01 to 5390.13,1325,0,repeated,duplicated variable,discard
ext_lab_bv_rpliga::tita,PROVIDE,tita,ext_lab_bv_rpliga,tita,ext_lab_bv_rpliga.txt,16,dbl,255.17,NA,NA,1.33,294318.21,1.33 to 294318.21,1352,0,repeated,duplicated variable,discard
ext_lab_bv_rpliga::titb,PROVIDE,titb,ext_lab_bv_rpliga,titb,ext_lab_bv_rpliga.txt,17,dbl,252.68,NA,NA,2.25,255353.96,2.25 to 255353.96,1343,0,repeated,duplicated variable,discard
ext_lab_bv_rpliga::avetit,PROVIDE,avetit,ext_lab_bv_rpliga,avetit,ext_lab_bv_rpliga.txt,18,dbl,253.93,NA,NA,1.85,274836.09,1.85 to 274836.09,1346,0,repeated,duplicated variable,discard
ext_lab_bv_rpliga::reject,PROVIDE,reject,ext_lab_bv_rpliga,reject,ext_lab_bv_rpliga.txt,19,int,2,NA,NA,2,2,2 to 2,1,0,once,duplicated variable,discard
ext_lab_bv_rpliga::reptriga,PROVIDE,reptriga,ext_lab_bv_rpliga,reptriga,ext_lab_bv_rpliga.txt,20,int,2,NA,NA,1,2,1 to 2,2,0,repeated,duplicated variable,discard
ext_lab_bv_rpliga::nortit,PROVIDE,nortit,ext_lab_bv_rpliga,nortit,ext_lab_bv_rpliga.txt,21,dbl,95.43,NA,NA,-1022.94,272706.58,-1022.94 to 272706.58,1324,0,repeated,duplicated variable,discard
ext_lab_bv_rpliga::uperml,PROVIDE,uperml,ext_lab_bv_rpliga,uperml,ext_lab_bv_rpliga.txt,22,dbl,10.41,NA,NA,-88.4,20346.43,-88.4 to 20346.43,889,0,repeated,NA,discard
ext_lab_bv_rpliga::pcave2,PROVIDE,pcave2,ext_lab_bv_rpliga,pcave2,ext_lab_bv_rpliga.txt,23,dbl,222188.09,NA,NA,56566.39,264800.69,56566.39 to 264800.69,696,0,repeated,NA,discard
ext_lab_bv_rpliga::avetit2,PROVIDE,avetit2,ext_lab_bv_rpliga,avetit2,ext_lab_bv_rpliga.txt,24,dbl,253.92,NA,NA,1.81,274144.71,1.81 to 274144.71,1346,0,repeated,NA,discard
ext_lab_bv_rpliga::norcon2,PROVIDE,norcon2,ext_lab_bv_rpliga,norcon2,ext_lab_bv_rpliga.txt,25,dbl,221217.68,NA,NA,56231.55,263860.96,56231.55 to 263860.96,696,0,repeated,NA,discard
ext_lab_bv_rpliga::nortit2,PROVIDE,nortit2,ext_lab_bv_rpliga,nortit2,ext_lab_bv_rpliga.txt,26,dbl,95.42,NA,NA,-1054.05,272015.2,-1054.05 to 272015.2,1309,0,repeated,NA,keep
ext_lab_bv_rpliga::uperml2,PROVIDE,uperml2,ext_lab_bv_rpliga,uperml2,ext_lab_bv_rpliga.txt,27,dbl,10.48,NA,NA,-91.71,20436.82,-91.71 to 20436.82,913,0,repeated,NA,keep
ext_lab_bv_rpliga::batch,PROVIDE,batch,ext_lab_bv_rpliga,batch,ext_lab_bv_rpliga.txt,28,int,1,NA,NA,1,4,1 to 4,4,0,repeated,duplicated variable,discard
ext_lab_bv_rpliga::version,PROVIDE,version,ext_lab_bv_rpliga,version,ext_lab_bv_rpliga.txt,29,int,2,NA,NA,1,2,1 to 2,2,0,once,duplicated variable,discard
ext_lab_bv_rpligg::pid,PROVIDE,pid,ext_lab_bv_rpligg,pid,ext_lab_bv_rpligg.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,317,0,once,duplicated variable,keep
ext_lab_bv_rpligg::specnum,PROVIDE,specnum,ext_lab_bv_rpligg,specnum,ext_lab_bv_rpligg.txt,2,int,33,NA,NA,33,33,33 to 33,1,0,once,duplicated variable,discard
ext_lab_bv_rpligg::specseq,PROVIDE,specseq,ext_lab_bv_rpligg,specseq,ext_lab_bv_rpligg.txt,3,int,1,NA,NA,1,2,1 to 2,2,0,repeated,duplicated variable,discard
ext_lab_bv_rpligg::spectype,PROVIDE,spectype,ext_lab_bv_rpligg,spectype,ext_lab_bv_rpligg.txt,4,chr,InfantBlood,NA,NA,n/a,n/a,InfantBlood,1,0,once,duplicated variable,discard
ext_lab_bv_rpligg::vstnum,PROVIDE,vstnum,ext_lab_bv_rpligg,vstnum,ext_lab_bv_rpligg.txt,5,int,2,NA,NA,2,7,2 to 7,2,0,repeated,duplicated variable,keep
ext_lab_bv_rpligg::vstwk,PROVIDE,vstwk,ext_lab_bv_rpligg,vstwk,ext_lab_bv_rpligg.txt,6,chr,Week 6,NA,NA,n/a,n/a,"Week 18, Week 6",2,0,repeated,duplicated variable,discard
ext_lab_bv_rpligg::vstdetail,PROVIDE,vstdetail,ext_lab_bv_rpligg,vstdetail,ext_lab_bv_rpligg.txt,7,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_rpligg::specdt,PROVIDE,specdt,ext_lab_bv_rpligg,specdt,ext_lab_bv_rpligg.txt,8,chr,8/21/11 0:00,date?,NA,n/a,n/a,>10 unique values,192,0,repeated,duplicated variable,keep
ext_lab_bv_rpligg::assydt,PROVIDE,assydt,ext_lab_bv_rpligg,assydt,ext_lab_bv_rpligg.txt,9,chr,1/2/13 0:00,date?,NA,n/a,n/a,>10 unique values,56,0,once,duplicated variable,discard
ext_lab_bv_rpligg::negcon,PROVIDE,negcon,ext_lab_bv_rpligg,negcon,ext_lab_bv_rpligg.txt,10,dbl,6581.58,NA,NA,972.6,145820.15,972.6 to 145820.15,318,0,repeated,duplicated variable,discard
ext_lab_bv_rpligg::pcona,PROVIDE,pcona,ext_lab_bv_rpligg,pcona,ext_lab_bv_rpligg.txt,11,dbl,404444.6,NA,NA,172286.24,667283.27,172286.24 to 667283.27,318,0,repeated,duplicated variable,discard
ext_lab_bv_rpligg::pconb,PROVIDE,pconb,ext_lab_bv_rpligg,pconb,ext_lab_bv_rpligg.txt,12,dbl,342972.08,NA,NA,173544.47,758850.55,173544.47 to 758850.55,318,0,repeated,duplicated variable,discard
ext_lab_bv_rpligg::pcave,PROVIDE,pcave,ext_lab_bv_rpligg,pcave,ext_lab_bv_rpligg.txt,13,dbl,373708.34,NA,NA,199986.08,606393.06,199986.08 to 606393.06,318,0,repeated,duplicated variable,discard
ext_lab_bv_rpligg::norcon,PROVIDE,norcon,ext_lab_bv_rpligg,norcon,ext_lab_bv_rpligg.txt,14,dbl,367126.76,NA,NA,190743.45,569873.69,190743.45 to 569873.69,318,0,repeated,duplicated variable,discard
ext_lab_bv_rpligg::contrl,PROVIDE,contrl,ext_lab_bv_rpligg,contrl,ext_lab_bv_rpligg.txt,15,dbl,1958.82,NA,NA,216.59,59123.56,216.59 to 59123.56,634,0,repeated,duplicated variable,discard
ext_lab_bv_rpligg::tita,PROVIDE,tita,ext_lab_bv_rpligg,tita,ext_lab_bv_rpligg.txt,16,dbl,59676.16,NA,NA,584.59,311848.9,584.59 to 311848.9,634,0,repeated,duplicated variable,discard
ext_lab_bv_rpligg::titb,PROVIDE,titb,ext_lab_bv_rpligg,titb,ext_lab_bv_rpligg.txt,17,dbl,55006.96,NA,NA,426.8,304571.3,426.8 to 304571.3,634,0,repeated,duplicated variable,discard
ext_lab_bv_rpligg::avetit,PROVIDE,avetit,ext_lab_bv_rpligg,avetit,ext_lab_bv_rpligg.txt,18,dbl,57341.56,NA,NA,505.7,303599.08,505.7 to 303599.08,634,0,repeated,duplicated variable,discard
ext_lab_bv_rpligg::reject,PROVIDE,reject,ext_lab_bv_rpligg,reject,ext_lab_bv_rpligg.txt,19,int,2,NA,NA,2,2,2 to 2,1,0,once,duplicated variable,discard
ext_lab_bv_rpligg::reptrigg,PROVIDE,reptrigg,ext_lab_bv_rpligg,reptrigg,ext_lab_bv_rpligg.txt,20,int,2,NA,NA,1,2,1 to 2,2,0,repeated,NA,discard
ext_lab_bv_rpligg::nortit,PROVIDE,nortit,ext_lab_bv_rpligg,nortit,ext_lab_bv_rpligg.txt,21,dbl,55382.74,NA,NA,-2115.6,289940,-2115.6 to 289940,634,0,repeated,duplicated variable,keep
ext_lab_bv_rpligg::batch,PROVIDE,batch,ext_lab_bv_rpligg,batch,ext_lab_bv_rpligg.txt,22,int,1,NA,NA,1,3,1 to 3,3,0,once,duplicated variable,discard
ext_lab_bv_rpligg::version,PROVIDE,version,ext_lab_bv_rpligg,version,ext_lab_bv_rpligg.txt,23,int,2,NA,NA,1,2,1 to 2,2,0,once,duplicated variable,discard
ext_lab_bv_rptype::pid,PROVIDE,pid,ext_lab_bv_rptype,pid,ext_lab_bv_rptype.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,700,0,once,duplicated variable,keep
ext_lab_bv_rptype::ptype1,PROVIDE,ptype1,ext_lab_bv_rptype,Ptype1,ext_lab_bv_rptype.txt,2,int,4,NA,NA,0,77,0 to 77,6,0,once,NA,keep
ext_lab_bv_rptype::ptype2,PROVIDE,ptype2,ext_lab_bv_rptype,Ptype2,ext_lab_bv_rptype.txt,3,int,77,NA,NA,4,77,4 to 77,3,0,once,NA,keep
ext_lab_bv_rptype::lea,PROVIDE,lea,ext_lab_bv_rptype,LeA,ext_lab_bv_rptype.txt,4,int,2,NA,NA,1,99,1 to 99,3,0,once,NA,discard
ext_lab_bv_rptype::leb,PROVIDE,leb,ext_lab_bv_rptype,LeB,ext_lab_bv_rptype.txt,5,int,1,NA,NA,1,99,1 to 99,3,0,once,NA,discard
ext_lab_bv_rptype::letype,PROVIDE,letype,ext_lab_bv_rptype,Letype,ext_lab_bv_rptype.txt,6,int,2,NA,NA,1,99,1 to 99,5,0,once,NA,keep
ext_lab_bv_rptype::od1,PROVIDE,od1,ext_lab_bv_rptype,OD1,ext_lab_bv_rptype.txt,7,dbl,77,NA,NA,0.05,99,0.05 to 99,49,0,once,NA,discard
ext_lab_bv_rptype::od2,PROVIDE,od2,ext_lab_bv_rptype,OD2,ext_lab_bv_rptype.txt,8,dbl,77,NA,NA,0.05,99,0.05 to 99,54,0,once,NA,discard
ext_lab_bv_rptype::secretor,PROVIDE,secretor,ext_lab_bv_rptype,secretor,ext_lab_bv_rptype.txt,9,int,1,NA,NA,1,99,1 to 99,3,0,once,duplicated variable,keep
ext_lab_bv_rptype::lewis,PROVIDE,lewis,ext_lab_bv_rptype,LEWIS,ext_lab_bv_rptype.txt,10,int,1,NA,NA,1,99,1 to 99,3,0,once,NA,discard
ext_lab_bv_rptype::odavg,PROVIDE,odavg,ext_lab_bv_rptype,ODavg,ext_lab_bv_rptype.txt,11,dbl,77,NA,NA,0.05,99,0.05 to 99,53,0,once,NA,discard
ext_lab_bv_rptype::batch,PROVIDE,batch,ext_lab_bv_rptype,BATCH,ext_lab_bv_rptype.txt,12,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_rptype::version,PROVIDE,version,ext_lab_bv_rptype,VERSION,ext_lab_bv_rptype.txt,13,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_scd14::pid,PROVIDE,pid,ext_lab_bv_scd14,pid,ext_lab_bv_scd14.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,651,0,once,duplicated variable,keep
ext_lab_bv_scd14::specnum,PROVIDE,specnum,ext_lab_bv_scd14,specnum,ext_lab_bv_scd14.txt,2,int,33,NA,NA,33,33,33 to 33,1,0,once,duplicated variable,discard
ext_lab_bv_scd14::specseq,PROVIDE,specseq,ext_lab_bv_scd14,specseq,ext_lab_bv_scd14.txt,3,int,1,NA,NA,1,3,1 to 3,3,0,repeated,duplicated variable,discard
ext_lab_bv_scd14::spectype,PROVIDE,spectype,ext_lab_bv_scd14,spectype,ext_lab_bv_scd14.txt,4,chr,InfantBlood,NA,NA,n/a,n/a,InfantBlood,1,0,once,duplicated variable,discard
ext_lab_bv_scd14::vstnum,PROVIDE,vstnum,ext_lab_bv_scd14,vstnum,ext_lab_bv_scd14.txt,5,int,2,NA,NA,2,10,2 to 10,3,0,repeated,duplicated variable,keep
ext_lab_bv_scd14::vstwk,PROVIDE,vstwk,ext_lab_bv_scd14,vstwk,ext_lab_bv_scd14.txt,6,chr,Week 6,NA,NA,n/a,n/a,"Week 18, Week 40, Week 6",3,0,repeated,duplicated variable,discard
ext_lab_bv_scd14::vstdetail,PROVIDE,vstdetail,ext_lab_bv_scd14,vstdetail,ext_lab_bv_scd14.txt,7,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_scd14::specdt,PROVIDE,specdt,ext_lab_bv_scd14,specdt,ext_lab_bv_scd14.txt,8,chr,8/21/11 0:00,date?,NA,n/a,n/a,>10 unique values,312,0,repeated,duplicated variable,keep
ext_lab_bv_scd14::assydt,PROVIDE,assydt,ext_lab_bv_scd14,assydt,ext_lab_bv_scd14.txt,9,chr,11/5/12 0:00,date?,NA,n/a,n/a,>10 unique values,14,0,repeated,duplicated variable,discard
ext_lab_bv_scd14::scd14,PROVIDE,scd14,ext_lab_bv_scd14,scd14,ext_lab_bv_scd14.txt,10,dbl,1467.71,NA,NA,163.08,5463.2,163.08 to 5463.2,1274,0,repeated,NA,keep
ext_lab_bv_scd14::rept,PROVIDE,rept,ext_lab_bv_scd14,rept,ext_lab_bv_scd14.txt,11,int,2,NA,NA,1,2,1 to 2,2,0,repeated,duplicated variable,discard
ext_lab_bv_scd14::resn,PROVIDE,resn,ext_lab_bv_scd14,resn,ext_lab_bv_scd14.txt,12,int,-9,NA,NA,-9,3,-9 to 3,2,0,repeated,duplicated variable,discard
ext_lab_bv_scd14::comnt,PROVIDE,comnt,ext_lab_bv_scd14,comnt,ext_lab_bv_scd14.txt,13,chr,OK,NA,NA,n/a,n/a,OK,1,0,once,duplicated variable,discard
ext_lab_bv_scd14::batch,PROVIDE,batch,ext_lab_bv_scd14,batch,ext_lab_bv_scd14.txt,14,int,2,NA,NA,1,4,1 to 4,4,0,repeated,duplicated variable,discard
ext_lab_bv_scd14::version,PROVIDE,version,ext_lab_bv_scd14,version,ext_lab_bv_scd14.txt,15,int,1,NA,NA,1,2,1 to 2,2,0,once,duplicated variable,discard
ext_lab_bv_speclog_bm_st::pid,PROVIDE,pid,ext_lab_bv_speclog_bm_st,pid,ext_lab_bv_speclog_bm_st.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,693,0,once,duplicated variable,keep
ext_lab_bv_speclog_bm_st::specnum,PROVIDE,specnum,ext_lab_bv_speclog_bm_st,specnum,ext_lab_bv_speclog_bm_st.txt,2,int,55,NA,NA,55,55,55 to 55,1,0,once,duplicated variable,discard
ext_lab_bv_speclog_bm_st::specseq,PROVIDE,specseq,ext_lab_bv_speclog_bm_st,specseq,ext_lab_bv_speclog_bm_st.txt,3,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_speclog_bm_st::spectype,PROVIDE,spectype,ext_lab_bv_speclog_bm_st,spectype,ext_lab_bv_speclog_bm_st.txt,4,chr,BreastMilk,NA,NA,n/a,n/a,BreastMilk,1,0,once,duplicated variable,discard
ext_lab_bv_speclog_bm_st::vstnum,PROVIDE,vstnum,ext_lab_bv_speclog_bm_st,vstnum,ext_lab_bv_speclog_bm_st.txt,5,int,2,NA,NA,2,2,2 to 2,1,0,once,duplicated variable,keep
ext_lab_bv_speclog_bm_st::vstwk,PROVIDE,vstwk,ext_lab_bv_speclog_bm_st,vstwk,ext_lab_bv_speclog_bm_st.txt,6,chr,Week 6,NA,NA,n/a,n/a,Week 6,1,0,once,duplicated variable,discard
ext_lab_bv_speclog_bm_st::vstdetail,PROVIDE,vstdetail,ext_lab_bv_speclog_bm_st,vstdetail,ext_lab_bv_speclog_bm_st.txt,7,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_speclog_bm_st::specdt,PROVIDE,specdt,ext_lab_bv_speclog_bm_st,specdt,ext_lab_bv_speclog_bm_st.txt,8,chr,7/20/11 0:00,date?,NA,n/a,n/a,>10 unique values,289,0,once,duplicated variable,keep
ext_lab_bv_speclog_bm_st::qtty,PROVIDE,qtty,ext_lab_bv_speclog_bm_st,qtty,ext_lab_bv_speclog_bm_st.txt,9,chr,Yes,NA,NA,n/a,n/a,"No, Yes",2,0,once,duplicated variable,keep
ext_lab_bv_speclog_bm_st::comment,PROVIDE,comment,ext_lab_bv_speclog_bm_st,comment,ext_lab_bv_speclog_bm_st.txt,10,chr,NA,NA,NA,n/a,n/a,"Breast Milk is not sufficient for 2nd copy storage, Breast Milk is not sufficient for 2nd copy storege, Urine is not sufficient for 2nd copy storage, NA",3,0,once,duplicated variable,discard
ext_lab_bv_speclog_bm_st::batch,PROVIDE,batch,ext_lab_bv_speclog_bm_st,batch,ext_lab_bv_speclog_bm_st.txt,11,int,1,NA,NA,1,11,1 to 11,11,0,once,duplicated variable,discard
ext_lab_bv_speclog_bm_st::version,PROVIDE,version,ext_lab_bv_speclog_bm_st,version,ext_lab_bv_speclog_bm_st.txt,12,int,3,NA,NA,1,5,1 to 5,4,0,once,duplicated variable,discard
ext_lab_bv_speclog_cs_st::pid,PROVIDE,pid,ext_lab_bv_speclog_cs_st,pid,ext_lab_bv_speclog_cs_st.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,698,0,once,duplicated variable,keep
ext_lab_bv_speclog_cs_st::specnum,PROVIDE,specnum,ext_lab_bv_speclog_cs_st,specnum,ext_lab_bv_speclog_cs_st.txt,2,int,10,NA,NA,10,10,10 to 10,1,0,once,duplicated variable,discard
ext_lab_bv_speclog_cs_st::specseq,PROVIDE,specseq,ext_lab_bv_speclog_cs_st,specseq,ext_lab_bv_speclog_cs_st.txt,3,int,1,NA,NA,1,16,1 to 16,16,0,repeated,duplicated variable,discard
ext_lab_bv_speclog_cs_st::spectype,PROVIDE,spectype,ext_lab_bv_speclog_cs_st,spectype,ext_lab_bv_speclog_cs_st.txt,4,chr,ClinicalStool,NA,NA,n/a,n/a,ClinicalStool,1,0,once,duplicated variable,keep
ext_lab_bv_speclog_cs_st::vstnum,PROVIDE,vstnum,ext_lab_bv_speclog_cs_st,vstnum,ext_lab_bv_speclog_cs_st.txt,5,int,1,NA,NA,1,16,1 to 16,16,0,repeated,duplicated variable,keep
ext_lab_bv_speclog_cs_st::vstwk,PROVIDE,vstwk,ext_lab_bv_speclog_cs_st,vstwk,ext_lab_bv_speclog_cs_st.txt,6,chr,Enrollment,NA,NA,n/a,n/a,>10 unique values,16,0,repeated,duplicated variable,discard
ext_lab_bv_speclog_cs_st::vstdetail,PROVIDE,vstdetail,ext_lab_bv_speclog_cs_st,vstdetail,ext_lab_bv_speclog_cs_st.txt,7,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_speclog_cs_st::specdt,PROVIDE,specdt,ext_lab_bv_speclog_cs_st,specdt,ext_lab_bv_speclog_cs_st.txt,8,chr,7/17/11 0:00,date?,NA,n/a,n/a,>10 unique values,973,0,repeated,duplicated variable,keep
ext_lab_bv_speclog_cs_st::qtty,PROVIDE,qtty,ext_lab_bv_speclog_cs_st,qtty,ext_lab_bv_speclog_cs_st.txt,9,chr,Yes,NA,NA,n/a,n/a,"No, Yes",2,0,repeated,duplicated variable,keep
ext_lab_bv_speclog_cs_st::comment,PROVIDE,comment,ext_lab_bv_speclog_cs_st,comment,ext_lab_bv_speclog_cs_st.txt,10,chr,NA,NA,NA,n/a,n/a,"BVC-1226-10-04 corrected as BVC-1326-10-04, BVC-1546-10-15 corrected as BVC-1346-10-15 on October 06, 2013, Clinic stool is not sufficient for  storege, Clinic stool is not sufficient for 2nd copy storage, Clinic stool is not sufficient for 2nd copy storege, Clinic stool is not sufficient for storage, Clinic stool is not sufficient for storege, Clinic stool is not sufficient storege, New added on December 22, 2014, NA",9,0,repeated,duplicated variable,keep
ext_lab_bv_speclog_cs_st::batch,PROVIDE,batch,ext_lab_bv_speclog_cs_st,batch,ext_lab_bv_speclog_cs_st.txt,11,int,1,NA,NA,1,34,1 to 34,34,0,repeated,duplicated variable,discard
ext_lab_bv_speclog_cs_st::version,PROVIDE,version,ext_lab_bv_speclog_cs_st,version,ext_lab_bv_speclog_cs_st.txt,12,int,3,NA,NA,1,5,1 to 5,4,0,repeated,duplicated variable,discard
ext_lab_bv_speclog_ds_st::pid,PROVIDE,pid,ext_lab_bv_speclog_ds_st,pid,ext_lab_bv_speclog_ds_st.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,601,0,once,duplicated variable,keep
ext_lab_bv_speclog_ds_st::specnum,PROVIDE,specnum,ext_lab_bv_speclog_ds_st,specnum,ext_lab_bv_speclog_ds_st.txt,2,int,12,NA,NA,12,12,12 to 12,1,0,once,duplicated variable,discard
ext_lab_bv_speclog_ds_st::specseq,PROVIDE,specseq,ext_lab_bv_speclog_ds_st,specseq,ext_lab_bv_speclog_ds_st.txt,3,int,1,NA,NA,1,29,1 to 29,29,0,repeated,duplicated variable,discard
ext_lab_bv_speclog_ds_st::spectype,PROVIDE,spectype,ext_lab_bv_speclog_ds_st,spectype,ext_lab_bv_speclog_ds_st.txt,4,chr,DiarrStool,NA,NA,n/a,n/a,DiarrStool,1,0,once,duplicated variable,keep
ext_lab_bv_speclog_ds_st::vstnum,PROVIDE,vstnum,ext_lab_bv_speclog_ds_st,vstnum,ext_lab_bv_speclog_ds_st.txt,5,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,keep
ext_lab_bv_speclog_ds_st::vstwk,PROVIDE,vstwk,ext_lab_bv_speclog_ds_st,vstwk,ext_lab_bv_speclog_ds_st.txt,6,chr,NULL,NA,NA,n/a,n/a,NULL,1,0,once,duplicated variable,discard
ext_lab_bv_speclog_ds_st::vstdetail,PROVIDE,vstdetail,ext_lab_bv_speclog_ds_st,vstdetail,ext_lab_bv_speclog_ds_st.txt,7,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_speclog_ds_st::specdt,PROVIDE,specdt,ext_lab_bv_speclog_ds_st,specdt,ext_lab_bv_speclog_ds_st.txt,8,chr,2/22/12 0:00,date?,NA,n/a,n/a,>10 unique values,837,0,repeated,duplicated variable,keep
ext_lab_bv_speclog_ds_st::qtty,PROVIDE,qtty,ext_lab_bv_speclog_ds_st,qtty,ext_lab_bv_speclog_ds_st.txt,9,chr,Yes,NA,NA,n/a,n/a,"No, Yes, NA",2,0,repeated,duplicated variable,keep
ext_lab_bv_speclog_ds_st::comment,PROVIDE,comment,ext_lab_bv_speclog_ds_st,comment,ext_lab_bv_speclog_ds_st.txt,10,chr,NA,NA,NA,n/a,n/a,>10 unique values,14,0,repeated,duplicated variable,keep
ext_lab_bv_speclog_ds_st::batch,PROVIDE,batch,ext_lab_bv_speclog_ds_st,batch,ext_lab_bv_speclog_ds_st.txt,11,int,1,NA,NA,1,34,1 to 34,34,0,repeated,duplicated variable,discard
ext_lab_bv_speclog_ds_st::version,PROVIDE,version,ext_lab_bv_speclog_ds_st,version,ext_lab_bv_speclog_ds_st.txt,12,int,3,NA,NA,1,5,1 to 5,4,0,repeated,duplicated variable,discard
ext_lab_bv_speclog_fc_st::pid,PROVIDE,pid,ext_lab_bv_speclog_fc_st,pid,ext_lab_bv_speclog_fc_st.txt,1,chr,BP1027,NA,NA,n/a,n/a,>10 unique values,440,0,once,duplicated variable,keep
ext_lab_bv_speclog_fc_st::specnum,PROVIDE,specnum,ext_lab_bv_speclog_fc_st,specnum,ext_lab_bv_speclog_fc_st.txt,2,int,13,NA,NA,13,13,13 to 13,1,0,once,duplicated variable,discard
ext_lab_bv_speclog_fc_st::specseq,PROVIDE,specseq,ext_lab_bv_speclog_fc_st,specseq,ext_lab_bv_speclog_fc_st.txt,3,int,1,NA,NA,1,4,1 to 4,4,0,repeated,duplicated variable,discard
ext_lab_bv_speclog_fc_st::spectype,PROVIDE,spectype,ext_lab_bv_speclog_fc_st,spectype,ext_lab_bv_speclog_fc_st.txt,4,chr,FecalCytokines,NA,NA,n/a,n/a,FecalCytokines,1,0,once,duplicated variable,keep
ext_lab_bv_speclog_fc_st::vstnum,PROVIDE,vstnum,ext_lab_bv_speclog_fc_st,vstnum,ext_lab_bv_speclog_fc_st.txt,5,int,2,NA,NA,2,3,2 to 3,2,0,repeated,duplicated variable,keep
ext_lab_bv_speclog_fc_st::vstwk,PROVIDE,vstwk,ext_lab_bv_speclog_fc_st,vstwk,ext_lab_bv_speclog_fc_st.txt,6,chr,Week 6,NA,NA,n/a,n/a,"Week 10, Week 6",2,0,repeated,duplicated variable,discard
ext_lab_bv_speclog_fc_st::vstdetail,PROVIDE,vstdetail,ext_lab_bv_speclog_fc_st,vstdetail,ext_lab_bv_speclog_fc_st.txt,7,chr,PreVax,NA,NA,n/a,n/a,"PostVax, PreVax",2,0,repeated,duplicated variable,keep
ext_lab_bv_speclog_fc_st::specdt,PROVIDE,specdt,ext_lab_bv_speclog_fc_st,specdt,ext_lab_bv_speclog_fc_st.txt,8,chr,9/16/12 0:00,date?,NA,n/a,n/a,>10 unique values,302,0,repeated,duplicated variable,keep
ext_lab_bv_speclog_fc_st::qtty,PROVIDE,qtty,ext_lab_bv_speclog_fc_st,qtty,ext_lab_bv_speclog_fc_st.txt,9,chr,Yes,NA,NA,n/a,n/a,"No, Yes",2,0,repeated,duplicated variable,keep
ext_lab_bv_speclog_fc_st::comment,PROVIDE,comment,ext_lab_bv_speclog_fc_st,comment,ext_lab_bv_speclog_fc_st.txt,10,chr,NA,NA,NA,n/a,n/a,"Cytokine stool is not sufficient for storage, Cytokine stool is not sufficient for storege, New add on March 07, 2013, NA",3,0,repeated,duplicated variable,keep
ext_lab_bv_speclog_fc_st::batch,PROVIDE,batch,ext_lab_bv_speclog_fc_st,batch,ext_lab_bv_speclog_fc_st.txt,11,int,8,NA,NA,1,13,1 to 13,13,0,repeated,duplicated variable,discard
ext_lab_bv_speclog_fc_st::version,PROVIDE,version,ext_lab_bv_speclog_fc_st,version,ext_lab_bv_speclog_fc_st.txt,12,int,1,NA,NA,1,5,1 to 5,4,0,repeated,duplicated variable,discard
