colOrder,variable,dataFile,discard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
9,assydt,ext_lab_bv_rbp,discard,,,Date Assay Performed,,,,,36412,assydt,ext_lab_bv_rbp::assydt,chr,1/12/12 0:00,date?,NA,>10 unique values,14,once,0,duplicated variable
10,rbp,ext_lab_bv_rbp,keep,,,Retinol Binding Protein (RBP) ng/ml,#NAME?,,from infant blood,,-9,rbp,ext_lab_bv_rbp::rbp,dbl,18345.76,NA,NA,4107.06 to 99896.01,1182,repeated,0,NA
11,rept,ext_lab_bv_rbp,discard,,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,,,-9,rept,ext_lab_bv_rbp::rept,int,2,NA,NA,1 to 2,2,repeated,0,duplicated variable
12,resn,ext_lab_bv_rbp,discard,,,Reason for repeating,"3=Inconclusive, 4 = Assay failed, -9 = Not applicable",,,,-9,resn,ext_lab_bv_rbp::resn,int,-9,NA,NA,-9 to 3,2,repeated,0,duplicated variable
13,comnt,ext_lab_bv_rbp,discard,,,Comment,,,,,NA,comnt,ext_lab_bv_rbp::comnt,chr,ok,NA,NA,"OK, ok",2,once,0,duplicated variable
14,batch,ext_lab_bv_rbp,discard,,,Assay batch #,,,,,NA,batch,ext_lab_bv_rbp::batch,int,1,NA,NA,1 to 4,4,once,0,duplicated variable
15,version,ext_lab_bv_rbp,discard,,,Batch version,,,,,NA,version,ext_lab_bv_rbp::version,int,1,NA,NA,1 to 1,1,once,0,duplicated variable
1,pid,ext_lab_bv_reg1b_upd1,keep,,,Child Identification,,,,,NA,pid,ext_lab_bv_reg1b_upd1::pid,chr,BP1005,NA,NA,>10 unique values,660,once,0,duplicated variable
2,specnum,ext_lab_bv_reg1b_upd1,discard,,,Specimen number,,,,,NA,specnum,ext_lab_bv_reg1b_upd1::specnum,int,10,NA,NA,10 to 10,1,once,0,duplicated variable
3,specseq,ext_lab_bv_reg1b_upd1,discard,,,Specimen sequence,,,,,NA,specseq,ext_lab_bv_reg1b_upd1::specseq,int,2,NA,NA,2 to 13,7,repeated,0,duplicated variable
4,spectype,ext_lab_bv_reg1b_upd1,keep,,,Specimen type,,,,,NA,spectype,ext_lab_bv_reg1b_upd1::spectype,chr,ClinicalStool,NA,NA,ClinicalStool,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_reg1b_upd1,keep,,,Visit number,,,,,-9,vstnum,ext_lab_bv_reg1b_upd1::vstnum,int,2,NA,NA,2 to 13,7,repeated,0,duplicated variable
6,vstwk,ext_lab_bv_reg1b_upd1,discard,,,Visit week,,,,,NA,vstwk,ext_lab_bv_reg1b_upd1::vstwk,chr,Week 6,NA,NA,"Week 104, Week 12, Week 18, Week 24, Week 40, Week 52, Week 6",7,repeated,0,duplicated variable
7,vstdetail,ext_lab_bv_reg1b_upd1,discard,,,visit details,,,,,NA,vstdetail,ext_lab_bv_reg1b_upd1::vstdetail,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
8,specdt,ext_lab_bv_reg1b_upd1,keep,,,Date of Specimen Collection dd/mm/yy,,,,,36412,specdt,ext_lab_bv_reg1b_upd1::specdt,chr,8/21/11 0:00,date?,NA,>10 unique values,842,repeated,0,duplicated variable
9,assydt,ext_lab_bv_reg1b_upd1,discard,,,Date Assay Performed,,,,,36412,assydt,ext_lab_bv_reg1b_upd1::assydt,chr,3/24/14 0:00,date?,NA,>10 unique values,49,repeated,0.049579046,duplicated variable
10,reg1b,ext_lab_bv_reg1b_upd1,keep,,,Reg 1 B result ug/ml,Ê-9 = Missing,,from stool,,-9,reg1b,ext_lab_bv_reg1b_upd1::reg1b,dbl,65.62,NA,NA,-9.99 to 1127.52,2595,repeated,0,NA
11,rept,ext_lab_bv_reg1b_upd1,discard,,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,,,-9,rept,ext_lab_bv_reg1b_upd1::rept,int,2,NA,NA,1 to 2,2,repeated,0,duplicated variable
12,resn,ext_lab_bv_reg1b_upd1,discard,,,Reason for repeating,"3=Inconclusive, 4 = Assay failed, -9 = Not applicable",,,,-9,resn,ext_lab_bv_reg1b_upd1::resn,int,-9,NA,NA,-9 to 3,2,repeated,0,duplicated variable
13,comnt,ext_lab_bv_reg1b_upd1,discard,,,Comment,,,,,NA,comnt,ext_lab_bv_reg1b_upd1::comnt,chr,OK,NA,NA,", OK",1,repeated,0.049579046,duplicated variable
14,batch,ext_lab_bv_reg1b_upd1,discard,,,Assay batch #,,,,,NA,batch,ext_lab_bv_reg1b_upd1::batch,int,3,NA,NA,1 to 4,4,repeated,0,duplicated variable
15,version,ext_lab_bv_reg1b_upd1,discard,,,Batch version,,,,,NA,version,ext_lab_bv_reg1b_upd1::version,int,2,NA,NA,1 to 3,3,repeated,0,duplicated variable
1,pid,ext_lab_bv_rotads,discard,,,Child Identification,,,,,NA,pid,ext_lab_bv_rotads::pid,chr,BP1005,NA,NA,>10 unique values,594,once,0,duplicated variable
2,specnum,ext_lab_bv_rotads,discard,,,Specimen number,,,,,NA,specnum,ext_lab_bv_rotads::specnum,int,12,NA,NA,12 to 12,1,once,0,duplicated variable
3,specseq,ext_lab_bv_rotads,discard,,,Specimen sequence,,,,,NA,specseq,ext_lab_bv_rotads::specseq,int,1,NA,NA,1 to 21,21,repeated,0,duplicated variable
4,spectype,ext_lab_bv_rotads,keep,,,Specimen type,,,,,NA,spectype,ext_lab_bv_rotads::spectype,chr,DiarrStool,NA,NA,DiarrStool,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_rotads,discard,,,Visit number,,,,,-9,vstnum,ext_lab_bv_rotads::vstnum,chr,NULL,NA,NA,NULL,1,once,0,duplicated variable
6,vstwk,ext_lab_bv_rotads,discard,,,Visit week,,,,,NA,vstwk,ext_lab_bv_rotads::vstwk,chr,NULL,NA,NA,NULL,1,once,0,duplicated variable
7,vstdetail,ext_lab_bv_rotads,discard,,,visit details,,,,,NA,vstdetail,ext_lab_bv_rotads::vstdetail,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
8,specdt,ext_lab_bv_rotads,discard,,,Date of Specimen Collection dd/mm/yy,,,,,36412,specdt,ext_lab_bv_rotads::specdt,chr,2/22/12 0:00,date?,NA,>10 unique values,634,repeated,0,duplicated variable
9,assydt,ext_lab_bv_rotads,discard,,,Date Assay Performed,,,,,36412,assydt,ext_lab_bv_rotads::assydt,chr,3/22/12 0:00,date?,NA,>10 unique values,30,repeated,0,duplicated variable
10,rotads,ext_lab_bv_rotads,discard,,,Rotavirus in diarrheal stool by ELISA,"1= Positive, 2= Negative,  3= Inconclusive, -9 = Missing",,,,-9,rotads,ext_lab_bv_rotads::rotads,int,1,NA,NA,1 to 3,3,repeated,0,duplicated variable
11,rept,ext_lab_bv_rotads,discard,,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,,,-9,rept,ext_lab_bv_rotads::rept,int,2,NA,NA,1 to 2,2,repeated,0,duplicated variable
12,resn,ext_lab_bv_rotads,discard,,,Reason for repeating,"3=Inconclusive, 4 = Assay failed, -9 = Not applicable",,,,-9,resn,ext_lab_bv_rotads::resn,int,-9,NA,NA,-9 to 3,2,repeated,0,duplicated variable
13,comnt,ext_lab_bv_rotads,discard,,,Comment,,,,,NA,comnt,ext_lab_bv_rotads::comnt,chr,OK,NA,NA,OK,1,once,0,duplicated variable
14,batch,ext_lab_bv_rotads,discard,,,Assay batch #,,,,,NA,batch,ext_lab_bv_rotads::batch,int,1,NA,NA,1 to 4,4,repeated,0,duplicated variable
15,version,ext_lab_bv_rotads,discard,,,Batch version,,,,,NA,version,ext_lab_bv_rotads::version,int,1,NA,NA,1 to 4,3,repeated,0,duplicated variable
1,pid,ext_lab_bv_rotavs,keep,,,Child Identification,,,,,NA,pid,ext_lab_bv_rotavs::pid,chr,BP1005,NA,NA,>10 unique values,500,once,0,duplicated variable
2,specnum,ext_lab_bv_rotavs,discard,,,Specimen number,,,,,NA,specnum,ext_lab_bv_rotavs::specnum,int,11,NA,NA,11 to 11,1,once,0,duplicated variable
3,specseq,ext_lab_bv_rotavs,discard,,,Specimen sequence,,,,,NA,specseq,ext_lab_bv_rotavs::specseq,int,6,NA,NA,6 to 17,5,repeated,0,duplicated variable
4,spectype,ext_lab_bv_rotavs,keep,,,Specimen type,,,,,NA,spectype,ext_lab_bv_rotavs::spectype,chr,ViralShedRota,NA,NA,"ViralShedPolio, ViralShedRota",2,once,0,duplicated variable
5,vstnum,ext_lab_bv_rotavs,keep,,,Visit number,,,,,-9,vstnum,ext_lab_bv_rotavs::vstnum,int,6,NA,NA,3 to 6,2,once,0,duplicated variable
6,vstwk,ext_lab_bv_rotavs,discard,,,Visit week,,,,,NA,vstwk,ext_lab_bv_rotavs::vstwk,chr,Week 17,NA,NA,"Week 10, Week 17",2,once,0,duplicated variable
7,vstdetail,ext_lab_bv_rotavs,keep,,,visit details,,,indicates number of days at wk 52 or PostVax at week 6,what to do with vstdetail?,NA,vstdetail,ext_lab_bv_rotavs::vstdetail,chr,Day0,NA,NA,"Day0, Day11, Day4, PostVax, PreVax",5,repeated,0,duplicated variable
8,specdt,ext_lab_bv_rotavs,keep,,,Date of Specimen Collection dd/mm/yy,,,,,36412,specdt,ext_lab_bv_rotavs::specdt,chr,11/20/11 0:00,date?,NA,>10 unique values,341,repeated,0,duplicated variable
9,assydt,ext_lab_bv_rotavs,discard,,,Date Assay Performed,,,,,36412,assydt,ext_lab_bv_rotavs::assydt,chr,1/25/12 0:00,date?,NA,>10 unique values,13,repeated,0,duplicated variable
10,rotavs,ext_lab_bv_rotavs,keep,,,Rotavirus by ELISA,"1=Positive, 2=Negative 2, 3=Inconclusive , -9 = Missing",,,,-9,rotavs,ext_lab_bv_rotavs::rotavs,int,2,NA,NA,1 to 2,2,repeated,0,NA
11,rept,ext_lab_bv_rotavs,discard,,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,,,-9,rept,ext_lab_bv_rotavs::rept,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
12,resn,ext_lab_bv_rotavs,discard,,,Reason for repeating,"3=Inconclusive, 4 = Assay failed, -9 = Not applicable",,,,-9,resn,ext_lab_bv_rotavs::resn,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
13,comnt,ext_lab_bv_rotavs,discard,,,Comment,,,,,NA,comnt,ext_lab_bv_rotavs::comnt,chr,OK,NA,NA,OK,1,once,0,duplicated variable
14,batch,ext_lab_bv_rotavs,discard,,,Assay batch #,,,,,NA,batch,ext_lab_bv_rotavs::batch,int,1,NA,NA,1 to 2,2,repeated,0,duplicated variable
15,version,ext_lab_bv_rotavs,discard,,,Batch version,,,,,NA,version,ext_lab_bv_rotavs::version,int,1,NA,NA,1 to 1,1,once,0,duplicated variable
1,pid,ext_lab_bv_rpliga,keep,,,Child Identification,,,,,NA,pid,ext_lab_bv_rpliga::pid,chr,BP1005,NA,NA,>10 unique values,599,once,0,duplicated variable
2,specnum,ext_lab_bv_rpliga,discard,,,Specimen number,,,,,NA,specnum,ext_lab_bv_rpliga::specnum,int,33,NA,NA,33 to 33,1,once,0,duplicated variable
3,specseq,ext_lab_bv_rpliga,discard,,,Specimen sequence,,,,,NA,specseq,ext_lab_bv_rpliga::specseq,int,1,NA,NA,1 to 6,3,repeated,0,duplicated variable
4,spectype,ext_lab_bv_rpliga,discard,,,Specimen type,,,,,NA,spectype,ext_lab_bv_rpliga::spectype,chr,InfantBlood,NA,NA,InfantBlood,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_rpliga,keep,,,Visit number,,,,,-9,vstnum,ext_lab_bv_rpliga::vstnum,int,2,NA,NA,2 to 8,3,repeated,0,duplicated variable
6,vstwk,ext_lab_bv_rpliga,discard,,,Visit week,,,,,NA,vstwk,ext_lab_bv_rpliga::vstwk,chr,Week 6,NA,NA,"Week 18, Week 24, Week 6",3,repeated,0,duplicated variable
7,vstdetail,ext_lab_bv_rpliga,discard,,,visit details,,,,,NA,vstdetail,ext_lab_bv_rpliga::vstdetail,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
8,specdt,ext_lab_bv_rpliga,keep,,,Date of Specimen Collection dd/mm/yy,,,,,36412,specdt,ext_lab_bv_rpliga::specdt,chr,8/21/11 0:00,date?,NA,>10 unique values,340,repeated,0,duplicated variable
9,assydt,ext_lab_bv_rpliga,discard,,,Date Assay Performed,,,,,36412,assydt,ext_lab_bv_rpliga::assydt,chr,2/13/12 0:00,date?,NA,>10 unique values,112,repeated,0,duplicated variable
10,negcon,ext_lab_bv_rpliga,discard,,,Neg Control,,,,,NA,negcon,ext_lab_bv_rpliga::negcon,dbl,970.41,NA,NA,0 to 115742.66,586,repeated,0,duplicated variable
11,pcona,ext_lab_bv_rpliga,discard,,,Positive Control Titer A,,,,,NA,pcona,ext_lab_bv_rpliga::pcona,dbl,216452.31,NA,NA,52280.1 to 314200.89,696,repeated,0,duplicated variable
12,pconb,ext_lab_bv_rpliga,discard,,,Positive Control Titer B,,,,,NA,pconb,ext_lab_bv_rpliga::pconb,dbl,228075.86,NA,NA,49461.67 to 324019.06,695,repeated,0,duplicated variable
13,pcave,ext_lab_bv_rpliga,discard,,,Average Positive Control Titer,,,,,NA,pcave,ext_lab_bv_rpliga::pcave,dbl,222264.09,NA,NA,57049.6 to 265092.55,696,repeated,0,duplicated variable
14,norcon,ext_lab_bv_rpliga,discard,,,Normalized Positive Control (PCAVE-NEGCON),,,,,NA,norcon,ext_lab_bv_rpliga::norcon,dbl,221293.68,NA,NA,57018.72 to 264152.82,696,repeated,0,duplicated variable
15,contrl,ext_lab_bv_rpliga,discard,,,MA104 Cell Line Negative Control,,,,,NA,contrl,ext_lab_bv_rpliga::contrl,dbl,158.5,NA,NA,0.01 to 5390.13,1325,repeated,0,duplicated variable
16,tita,ext_lab_bv_rpliga,discard,,,Titer A,#NAME?,,,,-9,tita,ext_lab_bv_rpliga::tita,dbl,255.17,NA,NA,1.33 to 294318.21,1352,repeated,0,duplicated variable
17,titb,ext_lab_bv_rpliga,discard,,,Titer B,#NAME?,,,,-9,titb,ext_lab_bv_rpliga::titb,dbl,252.68,NA,NA,2.25 to 255353.96,1343,repeated,0,duplicated variable
18,avetit,ext_lab_bv_rpliga,discard,,,Average Titer,#NAME?,,,,-9,avetit,ext_lab_bv_rpliga::avetit,dbl,253.93,NA,NA,1.85 to 274836.09,1346,repeated,0,duplicated variable
19,reject,ext_lab_bv_rpliga,discard,,,Rejected,"1 = Yes, 2 = No",,,,NA,reject,ext_lab_bv_rpliga::reject,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
20,reptriga,ext_lab_bv_rpliga,discard,,,Repeated titer,"1 = Yes, 2 = No",,,,NA,reptriga,ext_lab_bv_rpliga::reptriga,int,2,NA,NA,1 to 2,2,repeated,0,duplicated variable
21,nortit,ext_lab_bv_rpliga,discard,,,Normalized Titer (AVETIT-CONTRL),#NAME?,,,,-9,nortit,ext_lab_bv_rpliga::nortit,dbl,95.43,NA,NA,-1022.94 to 272706.58,1324,repeated,0,duplicated variable
22,uperml,ext_lab_bv_rpliga,discard,,,Endpoint titer converted to units/ml,NA,,,,NA,uperml,ext_lab_bv_rpliga::uperml,dbl,10.41,NA,NA,-88.4 to 20346.43,889,repeated,0,NA
23,pcave2,ext_lab_bv_rpliga,discard,,,Geometric mean of columns PCONA and PCONB,#NAME?,,,,-9,pcave2,ext_lab_bv_rpliga::pcave2,dbl,222188.09,NA,NA,56566.39 to 264800.69,696,repeated,0,NA
24,avetit2,ext_lab_bv_rpliga,discard,,,Geometric mean of columns TITA and TITB,#NAME?,,,,-9,avetit2,ext_lab_bv_rpliga::avetit2,dbl,253.92,NA,NA,1.81 to 274144.71,1346,repeated,0,NA
25,norcon2,ext_lab_bv_rpliga,discard,,,Normalized Pos Control (PCAVE2-NEGCON),#NAME?,,,,-9,norcon2,ext_lab_bv_rpliga::norcon2,dbl,221217.68,NA,NA,56231.55 to 263860.96,696,repeated,0,NA
26,nortit2,ext_lab_bv_rpliga,keep,,,Normalized Titer (AVETIT2-CONTRL),#NAME?,,,,-9,nortit2,ext_lab_bv_rpliga::nortit2,dbl,95.42,NA,NA,-1054.05 to 272015.2,1309,repeated,0,NA
27,uperml2,ext_lab_bv_rpliga,keep,,,Endpoint titer converted to units/ml for NORTIT2  [Seropositive >=20u/ml],NA,,,,NA,uperml2,ext_lab_bv_rpliga::uperml2,dbl,10.48,NA,NA,-91.71 to 20436.82,913,repeated,0,NA
28,batch,ext_lab_bv_rpliga,discard,,,Assay batch #,NA,,,,NA,batch,ext_lab_bv_rpliga::batch,int,1,NA,NA,1 to 4,4,repeated,0,duplicated variable
29,version,ext_lab_bv_rpliga,discard,,,Batch version,NA,,,,NA,version,ext_lab_bv_rpliga::version,int,2,NA,NA,1 to 2,2,once,0,duplicated variable
1,pid,ext_lab_bv_rpligg,keep,,,Child Identification,NA,,,,NA,pid,ext_lab_bv_rpligg::pid,chr,BP1005,NA,NA,>10 unique values,317,once,0,duplicated variable
2,specnum,ext_lab_bv_rpligg,discard,,,Specimen number,10=clinic stool,,,,NA,specnum,ext_lab_bv_rpligg::specnum,int,33,NA,NA,33 to 33,1,once,0,duplicated variable
3,specseq,ext_lab_bv_rpligg,discard,,,Specimen sequence,NA,,,,NA,specseq,ext_lab_bv_rpligg::specseq,int,1,NA,NA,1 to 2,2,repeated,0,duplicated variable
4,spectype,ext_lab_bv_rpligg,discard,,,Specimen type,Mother Blood,,,,NA,spectype,ext_lab_bv_rpligg::spectype,chr,InfantBlood,NA,NA,InfantBlood,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_rpligg,keep,,,Visit number,NA,,,,-9,vstnum,ext_lab_bv_rpligg::vstnum,int,2,NA,NA,2 to 7,2,repeated,0,duplicated variable
6,vstwk,ext_lab_bv_rpligg,discard,,,Visit week,NA,,,,NA,vstwk,ext_lab_bv_rpligg::vstwk,chr,Week 6,NA,NA,"Week 18, Week 6",2,repeated,0,duplicated variable
7,vstdetail,ext_lab_bv_rpligg,discard,,,visit details,NA,,,,NA,vstdetail,ext_lab_bv_rpligg::vstdetail,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
8,specdt,ext_lab_bv_rpligg,keep,,,Date of Specimen Collection dd/mm/yy,NA,,,,36412,specdt,ext_lab_bv_rpligg::specdt,chr,8/21/11 0:00,date?,NA,>10 unique values,192,repeated,0,duplicated variable
9,assydt,ext_lab_bv_rpligg,discard,,,Date Assay Performed,NA,,,,36412,assydt,ext_lab_bv_rpligg::assydt,chr,1/2/13 0:00,date?,NA,>10 unique values,56,once,0,duplicated variable
10,negcon,ext_lab_bv_rpligg,discard,,,Neg Control,NA,,,,NA,negcon,ext_lab_bv_rpligg::negcon,dbl,6581.58,NA,NA,972.6 to 145820.15,318,repeated,0,duplicated variable
11,pcona,ext_lab_bv_rpligg,discard,,,Positive Control Titer A,NA,,,,NA,pcona,ext_lab_bv_rpligg::pcona,dbl,404444.6,NA,NA,172286.24 to 667283.27,318,repeated,0,duplicated variable
12,pconb,ext_lab_bv_rpligg,discard,,,Positive Control Titer B,NA,,,,NA,pconb,ext_lab_bv_rpligg::pconb,dbl,342972.08,NA,NA,173544.47 to 758850.55,318,repeated,0,duplicated variable
13,pcave,ext_lab_bv_rpligg,discard,,,Average Positive Control Titer,NA,,,,NA,pcave,ext_lab_bv_rpligg::pcave,dbl,373708.34,NA,NA,199986.08 to 606393.06,318,repeated,0,duplicated variable
14,norcon,ext_lab_bv_rpligg,discard,,,Normalized Positive Control (PCAVE-NEGCON),NA,,,,NA,norcon,ext_lab_bv_rpligg::norcon,dbl,367126.76,NA,NA,190743.45 to 569873.69,318,repeated,0,duplicated variable
15,contrl,ext_lab_bv_rpligg,discard,,,MA104 Cell Line Negative Control,NA,,,,NA,contrl,ext_lab_bv_rpligg::contrl,dbl,1958.82,NA,NA,216.59 to 59123.56,634,repeated,0,duplicated variable
16,tita,ext_lab_bv_rpligg,discard,,,Titer A,#NAME?,,,,-9,tita,ext_lab_bv_rpligg::tita,dbl,59676.16,NA,NA,584.59 to 311848.9,634,repeated,0,duplicated variable
17,titb,ext_lab_bv_rpligg,discard,,,Titer B,#NAME?,,,,-9,titb,ext_lab_bv_rpligg::titb,dbl,55006.96,NA,NA,426.8 to 304571.3,634,repeated,0,duplicated variable
18,avetit,ext_lab_bv_rpligg,discard,,,Average Titer,#NAME?,,,,-9,avetit,ext_lab_bv_rpligg::avetit,dbl,57341.56,NA,NA,505.7 to 303599.08,634,repeated,0,duplicated variable
19,reject,ext_lab_bv_rpligg,discard,,,Rejected,"1 = Yes, 2 = No",,,,NA,reject,ext_lab_bv_rpligg::reject,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
20,reptrigg,ext_lab_bv_rpligg,discard,,,Repeated titer,"1 = Yes, 2 = No",,,,NA,reptrigg,ext_lab_bv_rpligg::reptrigg,int,2,NA,NA,1 to 2,2,repeated,0,NA
21,nortit,ext_lab_bv_rpligg,keep,,,Normalized Titer (AVETIT-CONTRL),#NAME?,,,,-9,nortit,ext_lab_bv_rpligg::nortit,dbl,55382.74,NA,NA,-2115.6 to 289940,634,repeated,0,duplicated variable
22,batch,ext_lab_bv_rpligg,discard,,,Assay batch #,NA,,,,NA,batch,ext_lab_bv_rpligg::batch,int,1,NA,NA,1 to 3,3,once,0,duplicated variable
23,version,ext_lab_bv_rpligg,discard,,,Batch version,NA,,,,NA,version,ext_lab_bv_rpligg::version,int,2,NA,NA,1 to 2,2,once,0,duplicated variable
1,pid,ext_lab_bv_rptype,keep,,,Child Identification,NA,,,,NA,pid,ext_lab_bv_rptype::pid,chr,BP1005,NA,NA,>10 unique values,700,once,0,duplicated variable
2,ptype1,ext_lab_bv_rptype,keep,,,"Rotavirus P-type by sequencing, first rota+ diarrheal episode stool in year 1","0=Sequenced but could not be typed, 77=Not applicable",,from stool,,NA,Ptype1,ext_lab_bv_rptype::ptype1,int,4,NA,NA,0 to 77,6,once,0,NA
3,ptype2,ext_lab_bv_rptype,keep,,,"Rotavirus P-type by sequencing, second rota+ diarrheal episode in year 1","0=Sequneced but could not be typed, 77=Not applicable",,from stool,,NA,Ptype2,ext_lab_bv_rptype::ptype2,int,77,NA,NA,4 to 77,3,once,0,NA
4,lea,ext_lab_bv_rptype,discard,,,Lewis A status,"1= Positive, 2= Negative",,,,99=Missing (no specimen run),LeA,ext_lab_bv_rptype::lea,int,2,NA,NA,1 to 99,3,once,0,NA
5,leb,ext_lab_bv_rptype,discard,,,Lewis B status,"1= Positive, 2= Negative",,,,99=Missing (no specimen run),LeB,ext_lab_bv_rptype::leb,int,1,NA,NA,1 to 99,3,once,0,NA
6,letype,ext_lab_bv_rptype,keep,,,Lewis type category,1=a+ b-; 2=a- b+; 3=a- b-; 4=a+ b+; 99= not done,,from infant blood,,99,Letype,ext_lab_bv_rptype::letype,int,2,NA,NA,1 to 99,5,once,0,duplicated variable
7,od1,ext_lab_bv_rptype,discard,,,Secretor status OD value 1,77= Not applicable  (OD value only for Letype=3),,,,99=Missing (no specimen run),OD1,ext_lab_bv_rptype::od1,dbl,77,NA,NA,0.05 to 99,49,once,0,NA
8,od2,ext_lab_bv_rptype,discard,,,Secretor status OD value 2,77= Not applicable  (OD value only for Letype=3),,,,99=Missing (no specimen run),OD2,ext_lab_bv_rptype::od2,dbl,77,NA,NA,0.05 to 99,54,once,0,NA
9,secretor,ext_lab_bv_rptype,keep,,,"Lewis Secretor status,<U+00A0>","Positive=1, Negative=2 and inconclusive=3  / 1= result_a+ve, result_b+ve OR 1= result_a-ve, result_b+ve; 2= result_a+ve, result_b-ve; 3 (Inconclusive)= result_a-ve, result_b-ve",,from infant blood,,NA,secretor,ext_lab_bv_rptype::secretor,int,1,NA,NA,1 to 99,3,once,0,duplicated variable
10,lewis,ext_lab_bv_rptype,discard,,,Overall Lewis status,"1= Positive, 2= Negative",,from infant blood,,99=Missing (no specimen run),LEWIS,ext_lab_bv_rptype::lewis,int,1,NA,NA,1 to 99,3,once,0,duplicated variable
11,odavg,ext_lab_bv_rptype,discard,,,Average OD value to determine secretor status for Lewis negatives only (a-b-),77= Not applicable  (OD value only for Letype=3),,,,99=Missing (no specimen run),ODavg,ext_lab_bv_rptype::odavg,dbl,77,NA,NA,0.05 to 99,53,once,0,NA
12,batch,ext_lab_bv_rptype,discard,,,Assay batch #,,,,,NA,BATCH,ext_lab_bv_rptype::batch,int,1,NA,NA,1 to 1,1,once,0,duplicated variable
13,version,ext_lab_bv_rptype,discard,,,Batch version,,,,,NA,VERSION,ext_lab_bv_rptype::version,int,1,NA,NA,1 to 1,1,once,0,duplicated variable
1,pid,ext_lab_bv_scd14,keep,,,Child Identification,,,,,NA,pid,ext_lab_bv_scd14::pid,chr,BP1005,NA,NA,>10 unique values,651,once,0,duplicated variable
2,specnum,ext_lab_bv_scd14,discard,,,Specimen number,,,,,NA,specnum,ext_lab_bv_scd14::specnum,int,33,NA,NA,33 to 33,1,once,0,duplicated variable
3,specseq,ext_lab_bv_scd14,discard,,,Specimen sequence,,,,,NA,specseq,ext_lab_bv_scd14::specseq,int,1,NA,NA,1 to 3,3,repeated,0,duplicated variable
4,spectype,ext_lab_bv_scd14,discard,,,Specimen type,,,,,NA,spectype,ext_lab_bv_scd14::spectype,chr,InfantBlood,NA,NA,InfantBlood,1,once,0,duplicated variable
5,vstnum,ext_lab_bv_scd14,keep,,,Visit number,,,,,-9,vstnum,ext_lab_bv_scd14::vstnum,int,2,NA,NA,2 to 10,3,repeated,0,duplicated variable
6,vstwk,ext_lab_bv_scd14,discard,,,Visit week,,,,,NA,vstwk,ext_lab_bv_scd14::vstwk,chr,Week 6,NA,NA,"Week 18, Week 40, Week 6",3,repeated,0,duplicated variable
7,vstdetail,ext_lab_bv_scd14,discard,,,visit details,,,,,NA,vstdetail,ext_lab_bv_scd14::vstdetail,int,-9,NA,NA,-9 to -9,1,once,0,duplicated variable
8,specdt,ext_lab_bv_scd14,keep,,,Date of Specimen Collection dd/mm/yy,,,,,36412,specdt,ext_lab_bv_scd14::specdt,chr,8/21/11 0:00,date?,NA,>10 unique values,312,repeated,0,duplicated variable
9,assydt,ext_lab_bv_scd14,discard,,,Date Assay Performed,,,,,36412,assydt,ext_lab_bv_scd14::assydt,chr,11/5/12 0:00,date?,NA,>10 unique values,14,repeated,0,duplicated variable
10,scd14,ext_lab_bv_scd14,keep,,,Soluble CD14 measure in ng/ml,#NAME?,,,,-9,scd14,ext_lab_bv_scd14::scd14,dbl,1467.71,NA,NA,163.08 to 5463.2,1274,repeated,0,NA
11,rept,ext_lab_bv_scd14,discard,,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,,,-9,rept,ext_lab_bv_scd14::rept,int,2,NA,NA,1 to 2,2,repeated,0,duplicated variable
12,resn,ext_lab_bv_scd14,discard,,,Reason for repeating,"3=Inconclusive, 4 = Assay failed, -9 = Not applicable",,,,-9,resn,ext_lab_bv_scd14::resn,int,-9,NA,NA,-9 to 3,2,repeated,0,duplicated variable
