ID,label,datasets,contain_unit
EUPATH_0000419,Larvicide frequency,icemr_indian_cx | icemr_indian,No
EUPATH_0042007,Last IRS source,general/general_promote_mothers,No
EUPATH_0022064,Last bednet treatment,icemr_amazoniaPeru_long,No
EUPATH_0000152,Last date observed,icemr_prism2 | gates_shine | general/general_promote_mothers | icemr_prism,No
EUPATH_0015433,Last day of diarrhea in the past 2 weeks,gates_gems1a | gates_vida,No
EUPATH_0000390,Last fumigation date,icemr_prism2 | icemr_amazoniaPeru_long,No
EUPATH_0031346,Last menstruation date,gates_vida,No
EUPATH_0031242,Last menstruation date available,gates_vida,No
EUPATH_0024160,Last personal bednet treatment,icemr_southernAfrica | icemr_malawi,No
EUPATH_0024249,Last visit to health center,icemr_southernAfrica,No
EUPATH_0024122,Last visit to health post,icemr_southernAfrica,No
EUPATH_0025085,Latrine type,icemr_malawi | general/general_promote_mothers,No
EUPATH_0011701,"Latrine type, current",gates_maled_phase3,No
EUPATH_0011702,"Latrine type, previous",gates_maled_phase3,No
EUPATH_0032534,"Legionella Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032667,"Legionella Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032759,"Legionella Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033023,"Legionella Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0011078,Legume count,gates_maled_phase3,No
EUPATH_0011644,Legumes,gates_maled_phase3,No
EUPATH_0015710,Length- or height-for-age z-score,gates_gems1a | gates_gems | gates_vida | gates_perch | gates_shine | gates_maled_phase3,No
EUPATH_0033199,Length- or height-for-age z-score categorization,gates_perch,No
EUPATH_0035068,Length- or height-for-age z-score flag,gates_washbBangladesh,No
EUPATH_0010082,"Length- or height-for-age z-score, using median length or height",gates_gems1a | gates_gems,No
EUPATH_0035067,"Length- or height-for-age z-score, using median stature",gates_washbKenya | gates_washbBangladesh,No
EUPATH_0000689,Length-for-age z-score,gates_maled_phase3,No
EUPATH_0036306,Leptin receptor genotype,gates_provide,No
EUPATH_0015434,Less severe diarrhea,gates_gems1a,No
EUPATH_0024304,Lethargic,icemr_southernAfrica,No
EUPATH_0033201,Leukocytosis,gates_perch,No
EUPATH_0033202,Leukopenia,gates_perch,No
EUPATH_0036342,Lewis secretor,gates_provide,No
EUPATH_0036343,Lewis type,gates_provide,No
EUPATH_0015574,"Licensed doctor, consultation expenses",gates_gems_huas,No
EUPATH_0015575,"Licensed doctor, diagnostic expenses",gates_gems_huas,No
EUPATH_0015576,"Licensed doctor, drug expenses",gates_gems_huas,No
EUPATH_0010249,"Licensed doctor, medical expenses",gates_gems_huas | gates_gems1a | gates_gems,No
EUPATH_0015577,"Licensed doctor, other expenses",gates_gems_huas,No
EUPATH_0010250,"Licensed doctor, transport expenses",gates_gems_huas | gates_gems1a | gates_gems,No
EUPATH_0015537,Licensed practitioner/private doctor,gates_gems_huas,No
OBI_0400065,Lighting source,icemr_prism2 | general/general_promote_mothers | icemr_prism | gates_llineup,No
EUPATH_0015621,Likely to visit health center by doctor/nurse recommendation,gates_gems_huas,No
EUPATH_0022104,Literacy level,icemr_amazoniaBrazil,No
EUPATH_0000395,Livestock count,icemr_indian_cx | icemr_indian,No
EUPATH_0048159,Location mean maximum temperature,gates_shine,No
EUPATH_0048075,Location mean rainfall,gates_shine,No
EUPATH_0048076,Location minimum tempature,gates_shine,No
EUPATH_0011290,"Log2 polio serotype 1 titer, by microneutralization result",gates_maled_phase3 | gates_provide,No
EUPATH_0036527,"Log2 polio serotype 1 titer, by microneutralization result",gates_provide,No
EUPATH_0011291,"Log2 polio serotype 2 titer, by microneutralization result",gates_maled_phase3 | gates_provide,No
EUPATH_0036528,"Log2 polio serotype 2 titer, by microneutralization result",gates_provide,No
EUPATH_0011292,"Log2 polio serotype 3 titer, by microneutralization result",gates_maled_phase3 | gates_provide,No
EUPATH_0036529,"Log2 polio serotype 3 titer, by microneutralization result",gates_provide,No
EUPATH_0000400,Long-lasting ITN bednet count,icemr_indian_cx | icemr_prism2 | icemr_indian,No
EUPATH_0020234,Long-lasting ITN bednet count categorization,icemr_prism2,No
EUPATH_0020235,Long-lasting ITN per person,icemr_prism2,No
EUPATH_0036096,Looked forward with enjoyment to things in the past 7 days,gates_provide,No
EUPATH_0035100,"Loose or watery stools during last 2 days, caregiver report",gates_washbBangladesh,No
EUPATH_0035099,"Loose or watery stools during last 7 days, caregiver report",gates_washbBangladesh,No
EUPATH_0010533,"Loose stools in day, caregiver report",gates_maled_phase3 | gates_provide,No
EUPATH_0010273,Lost earnings due to care,gates_gems1a | gates_gems,No
EUPATH_0010552,Lost to follow-up within 14 days of stool collection,gates_maled_phase3,No
EUPATH_0010553,Lost to follow-up within 28 days of stool collection,gates_maled_phase3,No
EUPATH_0010554,Lost to follow-up within 7 days of stool collection,gates_maled_phase3,No
EUPATH_0042090,"Low birth weight, preterm, or small for gestational age",general/general_promote_mothers,No
EUPATH_0037018,Low head circumference,gates_washbKenya,No
EUPATH_0033203,Lowest O2 level,gates_perch,No
EUPATH_0033207,Lung aspirate PCR reported,gates_perch,No
EUPATH_0033204,Lung aspirate collection date,gates_perch,No
EUPATH_0033205,Lung aspirate collection time,gates_perch,No
EUPATH_0033206,Lung aspirate culture reported,gates_perch,No
EUPATH_0031327,MUAC for age z-score; incl rehydration,gates_vida,No
EUPATH_0000710,MUAC-for-age z-score,gates_gems1a | gates_gems | gates_perch | gates_shine,No
EUPATH_0033210,MUAC-for-age z-score categorization,gates_perch,No
EUPATH_0010090,"MUAC-for-age z-score, using median MUAC",gates_gems1a | gates_gems | gates_vida,No
EUPATH_0031129,MacConkey agar,gates_vida,No
EUPATH_0010099,Main drinking water source,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0021178,Malaria care provided,icemr_india_gujarat,No
EUPATH_0021179,Malaria care source,icemr_india_gujarat,No
EUPATH_0010522,Malaria diagnosed by medical professional,gates_maled_phase3,No
EUPATH_0000090,Malaria diagnosis,general/general_umsp | icemr_amazoniaBrazil | icemr_prism2 | general/general_promote_mothers | icemr_prism | gates_scoreSmCohort,No
EUPATH_0000338,Malaria diagnosis and parasite status,icemr_prism2 | icemr_prism,No
EUPATH_0040013,Malaria diagnosis in pregnancy,general/general_umsp,No
EUPATH_0022112,Malaria ever,icemr_amazoniaBrazil,No
EUPATH_0020236,Malaria follow up day,icemr_prism2,No
EUPATH_0021301,Malaria in past year,icemr_india_behavior,No
EUPATH_0022081,Malaria in state lived in previously,icemr_amazoniaBrazil,No
EUPATH_0022082,"Malaria in state lived in previously, 2nd",icemr_amazoniaBrazil,No
EUPATH_0022083,"Malaria in state lived in previously, 3rd",icemr_amazoniaBrazil,No
EUPATH_0022084,"Malaria in state lived in previously, 4th",icemr_amazoniaBrazil,No
EUPATH_0022085,"Malaria in state lived in previously, 5th",icemr_amazoniaBrazil,No
EUPATH_0022133,Malaria medication in last 30 days,icemr_amazoniaBrazil,No
EUPATH_0041008,Malaria signs,general/general_crompton,No
EUPATH_0022130,Malaria since last observation,icemr_amazoniaBrazil,No
EUPATH_0022125,Malaria since last observation date,icemr_amazoniaBrazil,No
EUPATH_0022126,Malaria since last observation date 2,icemr_amazoniaBrazil,No
EUPATH_0022127,Malaria since last observation date 3,icemr_amazoniaBrazil,No
EUPATH_0022124,"Malaria since last observation date, from medical record",icemr_amazoniaBrazil,No
EUPATH_0022129,Malaria since last observation from medical record,icemr_amazoniaBrazil,No
EUPATH_0040018,Malaria suspected,general/general_umsp,No
EUPATH_0040023,Malaria test performed,general/general_umsp,No
EUPATH_0021304,Malaria test result,icemr_india_behavior,No
EUPATH_0022123,Malaria thick blood smear date,icemr_amazoniaBrazil,No
EUPATH_0000740,Malaria treatment,general/general_umsp | icemr_southernAfrica | icemr_prism2 | general/general_promote_mothers | icemr_prism,No
EUPATH_0021105,Malaria treatment completed,icemr_india_feverSurv,No
EUPATH_0022135,Malaria treatment end date,icemr_amazoniaBrazil,No
EUPATH_0022142,Malaria treatment since last observation,icemr_amazoniaBrazil,No
EUPATH_0022143,Malaria treatment since last observation 2,icemr_amazoniaBrazil,No
EUPATH_0022144,Malaria treatment since last observation 3,icemr_amazoniaBrazil,No
EUPATH_0022141,"Malaria treatment since last observation, from medical record",icemr_amazoniaBrazil,No
EUPATH_0022268,Malaria treatment start date,icemr_india_gujarat | icemr_amazoniaBrazil,No
EUPATH_0022145,Malaria-positive blood smear treatment,icemr_amazoniaBrazil,No
EUPATH_0000036,Malaria-related diagnosis,icemr_indian_cx | icemr_india_feverSurv | icemr_prism2 | icemr_indian,No
EUPATH_0025027,Male Aedes count,icemr_malawi,No
EUPATH_0025031,Male Anopheles count,icemr_malawi | gates_llineup,No
EUPATH_0044102,Male Anopheles funestus count,gates_llineup,No
EUPATH_0044104,Male Anopheles gambiae count,gates_llineup,No
EUPATH_0025043,Male Culex count,icemr_malawi,No
EUPATH_0036417,Male genitals,gates_provide,No
EUPATH_0044117,Male non-Anopheline count,gates_llineup,No
EUPATH_0031200,Malnutrition severity,gates_vida,No
EUPATH_0031328,"Malnutrition severity, rehydrated MUAC",gates_vida,No
EUPATH_0011332,Mannitol not detected,gates_maled_phase3,No
EUPATH_0036127,Manufactured toys,gates_provide,No
EUPATH_0030171,Mapping unit,gates_scoreRwanda,No
EUPATH_0000374,Marital status,icemr_amazoniaPeru_long | gates_ganc,No
EUPATH_0020215,Market distance,icemr_prism2 | general/general_promote_mothers | gates_llineup,No
EUPATH_0036355,Maternal Lewis secretor,gates_provide,No
EUPATH_0036356,Maternal Lewis type a,gates_provide,No
EUPATH_0036357,Maternal Lewis type b,gates_provide,No
EUPATH_0036079,Maternal age at first pregnancy,gates_provide,No
EUPATH_0036080,Maternal age at menarche,gates_provide,No
EUPATH_0036353,Maternal blood collection comment,gates_provide,No
EUPATH_0036289,Maternal blood collection date,gates_provide,No
EUPATH_0036354,Maternal blood quantity sufficient,gates_provide,No
EUPATH_0036145,Maternal blood sample collected,gates_provide,No
EUPATH_0036345,Maternal breast milk quantity sufficient,gates_provide,No
EUPATH_0036146,Maternal breast milk sample collected,gates_provide,No
EUPATH_0036254,Maternal breast milk sample collection date,gates_provide,No
EUPATH_0036147,Maternal data collection date,gates_provide,No
EUPATH_0011590,Maternal education,gates_maled_phase3,No
EUPATH_0035042,Maternal education level,gates_washbBangladesh,No
EUPATH_0011591,Maternal education score,gates_maled_phase3,No
EUPATH_0036081,Maternal live birth count,gates_provide,No
EUPATH_0036219,Maternal nail cutting frequency,gates_provide,No
EUPATH_0036083,Maternal non-live birth pregnancy count,gates_provide,No
EUPATH_0048073,Maternal suicidal ideation,gates_shine,No
EUPATH_0036084,Maternal tetanus vaccination count during pregnancy,gates_provide,No
EUPATH_0010498,Max dehydration categorization,gates_maled_phase3,No
EUPATH_0010491,Max dehydration level at episode,gates_maled_phase3,No
EUPATH_0010240,Max loose stools at episode,gates_gems_huas | gates_gems1a | gates_gems | gates_vida | icemr_southernAfrica | gates_gems1a_huas | gates_vida_hucs_kenya | gates_maled_phase3 | gates_provide | gates_vida_hucs_gambia_mali,No
EUPATH_0010496,Max loose stools per day categorization,gates_maled_phase3,No
EUPATH_0036395,Max vomiting frequency,gates_provide,No
EUPATH_0036464,Maximum Vesikari score per diarrheal episode,gates_provide,No
EUPATH_0011067,Meal count during recall,gates_maled_phase3,No
EUPATH_0000027,Meals per day,icemr_prism2 | general/general_promote_mothers | icemr_prism | gates_llineup,No
EUPATH_0020237,Meals per day categorization,icemr_prism2 | general/general_promote_mothers | gates_llineup,No
EUPATH_0036437,"Mean Poliovirus serotype 1 normalized copy number, by multiplexed qRT-PCR",gates_provide,No
EUPATH_0036438,"Mean Poliovirus serotype 2 normalized copy number, by multiplexed qRT-PCR",gates_provide,No
EUPATH_0036439,"Mean Poliovirus serotype 3 normalized copy number, by multiplexed qRT-PCR",gates_provide,No
EUPATH_0030024,"Mean Schistosoma mansoni count eggs per gram, by microscopy",gates_scoreCrosssect | gates_scoreSmCohort,No
EUPATH_0036466,Mean Vesikari score per diarrheal episode,gates_provide,No
EUPATH_0010880,Mean bacteria count in 1st diarrheal stools,gates_maled_phase3,No
EUPATH_0010881,Mean bacteria count in 1st monthly stools,gates_maled_phase3,No
EUPATH_0010879,Mean bacteria count in stools,gates_maled_phase3,No
EUPATH_0031324,Mean members per sleeping room,gates_vida,No
EUPATH_0010887,Mean parasite count in 1st diarrheal stools,gates_maled_phase3,No
EUPATH_0010888,Mean parasite count in 1st monthly stools,gates_maled_phase3,No
EUPATH_0010886,Mean parasite count in stools,gates_maled_phase3,No
EUPATH_0010892,Mean pathogen count in 1st diarrheal stools,gates_maled_phase3,No
EUPATH_0010894,Mean pathogen count in 1st monthly stools,gates_maled_phase3,No
EUPATH_0010891,Mean pathogen count in stools,gates_maled_phase3,No
EUPATH_0011604,Mean people per room,gates_maled_phase3 | gates_llineup,No
EUPATH_0010943,Mean virus count in 1st diarrheal stools,gates_maled_phase3,No
EUPATH_0010944,Mean virus count in 1st monthly stools,gates_maled_phase3,No
EUPATH_0010942,Mean virus count in stools,gates_maled_phase3,No
EUPATH_0011309,"Measles antibodies, by ELISA",gates_maled_phase3,No
EUPATH_0033208,Measles in last month,gates_perch,No
EUPATH_0036117,Measles vaccine,gates_provide,No
EUPATH_0011308,Measles vaccine doses prior to blood draw,gates_maled_phase3,No
EUPATH_0033433,"Measles vaccine status, age adjusted",gates_perch,No
EUPATH_0011661,Meat,gates_maled_phase3,No
EUPATH_0011079,Meat count,gates_maled_phase3,No
EUPATH_0000028,Meat meals per week,icemr_prism2 | general/general_promote_mothers | icemr_prism | gates_llineup,No
EUPATH_0020238,Meat meals per week categorization,icemr_prism2 | general/general_promote_mothers | gates_llineup,No
EUPATH_0033450,Mechanical ventilation,gates_perch,No
EUPATH_0020108,Media type,icemr_prism2,No
EUPATH_0036468,Median Vesikari score per diarrheal episode,gates_provide,No
EUPATH_0025092,Medication,icemr_malawi | general/general_promote_mothers | gates_provide,No
EUPATH_0023015,Medication administration route,icemr_india_gujarat | icemr_southAsia,No
EUPATH_0021181,"Medication administration route, 2",icemr_india_gujarat,No
EUPATH_0021182,"Medication administration route, 3",icemr_india_gujarat,No
EUPATH_0021183,"Medication administration route, 4",icemr_india_gujarat,No
EUPATH_0021184,"Medication administration route, 5",icemr_india_gujarat,No
EUPATH_0025093,Medication before visit,icemr_malawi,No
EUPATH_0023014,Medication dose,icemr_india_gujarat | icemr_southAsia,No
EUPATH_0021185,"Medication dose, 2",icemr_india_gujarat,No
EUPATH_0021186,"Medication dose, 3",icemr_india_gujarat,No
EUPATH_0021187,"Medication dose, 4",icemr_india_gujarat,No
EUPATH_0021188,"Medication dose, 5",icemr_india_gujarat,No
EUPATH_0021189,Medication frequency,icemr_india_gujarat,No
EUPATH_0021190,"Medication frequency, 2",icemr_india_gujarat,No
EUPATH_0021191,"Medication frequency, 3",icemr_india_gujarat,No
EUPATH_0021192,"Medication frequency, 4",icemr_india_gujarat,No
EUPATH_0021193,"Medication frequency, 5",icemr_india_gujarat,No
EUPATH_0021101,Medication from outside source,icemr_india_feverSurv | general/general_promote_mothers,No
EUPATH_0033209,Medication in past 48h,gates_perch,No
EUPATH_0021194,Medication prescription length,icemr_india_gujarat,No
EUPATH_0021195,"Medication prescription length, 2",icemr_india_gujarat,No
EUPATH_0021196,"Medication prescription length, 3",icemr_india_gujarat,No
EUPATH_0021197,"Medication prescription length, 4",icemr_india_gujarat,No
EUPATH_0021198,"Medication prescription length, 5",icemr_india_gujarat,No
EUPATH_0021103,Medication provided,icemr_india_feverSurv,No
