entity,Num_datasets,labels,PARENT,direct_parent,category,termType
http://purl.obolibrary.org/obo/EUPATH_0032699,1,"Influenza A Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032792,1,"Influenza A Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033055,1,"Influenza A Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032620,1,"Influenza A, by multiplexed qPCR",Laboratory test,Alphainfluenzavirus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032726,1,"Influenza A, by multiplexed qPCR",Laboratory test,Alphainfluenzavirus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032818,1,"Influenza A, by multiplexed qPCR",Laboratory test,Alphainfluenzavirus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033083,1,"Influenza A, by multiplexed qPCR",Laboratory test,Alphainfluenzavirus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032593,1,"Influenza B (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032793,1,"Influenza B (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032594,1,"Influenza B Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032701,1,"Influenza B Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032794,1,"Influenza B Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033057,1,"Influenza B Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032621,1,"Influenza B, by multiplexed qPCR",Laboratory test,Betainfluenzavirus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032727,1,"Influenza B, by multiplexed qPCR",Laboratory test,Betainfluenzavirus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032819,1,"Influenza B, by multiplexed qPCR",Laboratory test,Betainfluenzavirus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033084,1,"Influenza B, by multiplexed qPCR",Laboratory test,Betainfluenzavirus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032595,1,"Influenza C (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032795,1,"Influenza C (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032596,1,"Influenza C Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032703,1,"Influenza C Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032796,1,"Influenza C Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033059,1,"Influenza C Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032622,1,"Influenza C, by multiplexed qPCR",Laboratory test,Gammainfluenzavirus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032728,1,"Influenza C, by multiplexed qPCR",Laboratory test,Gammainfluenzavirus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032820,1,"Influenza C, by multiplexed qPCR",Laboratory test,Gammainfluenzavirus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033085,1,"Influenza C, by multiplexed qPCR",Laboratory test,Gammainfluenzavirus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0036262,1,Interferon gamma (pg/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036499,1,Interferon gamma (pg/mL),Laboratory test,Maternal blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036498,1,Interferon gamma (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036283,1,Interferon gamma-induced protein 10 (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036264,1,Interleukin 1 beta (pg/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036509,1,Interleukin 1 beta (pg/mL),Laboratory test,Maternal blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036508,1,Interleukin 1 beta (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036280,1,Interleukin 1 receptor agonist (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036263,1,Interleukin 10 (pg/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036501,1,Interleukin 10 (pg/mL),Laboratory test,Maternal blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036500,1,Interleukin 10 (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036502,1,"Interleukin 12, p70 (pg/mL)",Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036503,1,"Interleukin 12, p70 (pg/mL)",Laboratory test,Maternal blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036276,1,"Interleukin 12, p70 (pg/mL)",Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036504,1,Interleukin 13 (pg/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036505,1,Interleukin 13 (pg/mL),Laboratory test,Maternal blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036277,1,Interleukin 13 (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036278,1,Interleukin 15 (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036506,1,Interleukin 17A (pg/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036507,1,Interleukin 17A (pg/mL),Laboratory test,Maternal blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036279,1,Interleukin 17A (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036532,1,Interleukin 2 (pg/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036533,1,Interleukin 2 (pg/mL),Laboratory test,Maternal blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036281,1,Interleukin 2 (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036265,1,Interleukin 4 (pg/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036511,1,Interleukin 4 (pg/mL),Laboratory test,Maternal blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036510,1,Interleukin 4 (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036266,1,Interleukin 5 (pg/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036513,1,Interleukin 5 (pg/mL),Laboratory test,Maternal blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036512,1,Interleukin 5 (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036267,1,Interleukin 6 (pg/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036515,1,Interleukin 6 (pg/mL),Laboratory test,Maternal blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036514,1,Interleukin 6 (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036268,1,Interleukin 7 (pg/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036518,1,Interleukin 7 (pg/mL),Laboratory test,Maternal blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036516,1,Interleukin 7 (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036269,1,Interleukin 8 (pg/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036520,1,Interleukin 8 (pg/mL),Laboratory test,Maternal blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036519,1,Interleukin 8 (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036282,1,Interleukin 9 (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011793,1,Iodamoeba butschlii aggregate data,Laboratory test,Aggregate data for eukaryota detection in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0000687,1,Iodine (ug/L),Laboratory test,Urine test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011175,1,Iodine level,Laboratory test,Urine test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021176,1,Iron (ug/dL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011794,1,Isospora aggregate data,Laboratory test,Aggregate data for eukaryota detection in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0011979,1,Isospora in stool,Laboratory test,Eukaryota in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0011005,1,"Isospora, by microscopy",Laboratory test,Isospora in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032155,1,Kingella in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032328,1,"Kingella, by bacteriology",Laboratory test,Kingella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032329,1,"Kingella, by culture",Laboratory test,Kingella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032528,1,"Kingella, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032330,1,"Klebsiella aerogenes (Enterobacter aerogenes), by bacteriology",Laboratory test,Klebsiella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032331,1,"Klebsiella aerogenes (Enterobacter aerogenes), by culture",Laboratory test,Klebsiella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032529,1,"Klebsiella aerogenes (Enterobacter aerogenes), by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033299,1,Klebsiella in blood,Laboratory test,Bacteria in blood,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032156,1,Klebsiella in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032332,1,"Klebsiella oxytoca, by bacteriology",Laboratory test,Klebsiella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032333,1,"Klebsiella oxytoca, by culture",Laboratory test,Klebsiella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032530,1,"Klebsiella oxytoca, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032334,1,"Klebsiella pneumoniae, by bacteriology",Laboratory test,Klebsiella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032213,1,"Klebsiella pneumoniae, by culture",Laboratory test,Klebsiella in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032335,1,"Klebsiella pneumoniae, by culture",Laboratory test,Klebsiella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032531,1,"Klebsiella pneumoniae, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032336,1,"Klebsiella, by bacteriology",Laboratory test,Klebsiella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032337,1,"Klebsiella, by culture",Laboratory test,Klebsiella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032532,1,"Klebsiella, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011217,1,L:M analysis date,Laboratory test,Urine test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011283,1,L:M analysis lab,Laboratory test,Urine test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036402,1,L:M excretion ratio,Laboratory test,Urine test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036109,1,L:M solution volume (mL),Laboratory test,Urine test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036401,1,Lactulose excreted (%),Laboratory test,Urine test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036399,1,Lactulose excreted (mg),Laboratory test,Urine test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036397,1,Lactulose excreted (mg/L),Laboratory test,Urine test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011331,1,Lactulose not detected,Laboratory test,Urine test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036243,1,Lauric acid (%),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0000688,1,Lead (ug/dL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032533,1,"Legionella (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032758,1,"Legionella (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032534,1,"Legionella Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032667,1,"Legionella Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032759,1,"Legionella Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033023,1,"Legionella Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032175,1,Legionella in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033314,1,Legionella in lung aspirate,Laboratory test,Bacteria in lung aspirate,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033320,1,Legionella in nasopharyngeal/oropharyngeal swabs,Laboratory test,Bacteria in nasopharyngeal/oropharyngeal swabs,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033344,1,Legionella in pleural fluid,Laboratory test,Bacteria in pleural fluid,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032338,1,"Legionella, by multiplexed qPCR",Laboratory test,Legionella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032643,1,"Legionella, by multiplexed qPCR",Laboratory test,Legionella in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032739,1,"Legionella, by multiplexed qPCR",Laboratory test,Legionella in nasopharyngeal/oropharyngeal swabs,sample,value
