variable	variable2	values	mappedTerm	X
126plate303::othbodysys	126plate303::othbodysys	PIED	Foot	
126plate303::othbodysys	126plate303::othbodysys	SKELETAL	Skeletal	
126plate303::othbodysys	126plate303::othbodysys	SKIN	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	SKIN/DERMATOLOGICAL	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	SKIN/DESMATOLOGICAL	Dermatological	
126plate303::othbodysys	126plate303::othbodysys	SRELETAF	Skeletal	
126plate303::othexamcmnt	EUPATH_0041088	ABCES DU POUCE	Finger staphyloccus infection	
126plate303::othexamcmnt	EUPATH_0041088	ADENOPATHIE SOUS OXILLAIRE	Maxillary adenopathy	
126plate303::othexamcmnt	EUPATH_0041088	BLESSURE PAR OBJET SUILLE	Injuries	
126plate303::othexamcmnt	EUPATH_0041088	BOURBILLON	Head boil	
126plate303::othexamcmnt	EUPATH_0041088	BRULURE SUPERFICIELLE CUISS	Superficial burn	
126plate303::othexamcmnt	EUPATH_0041088	BRULURE SUPERFICIELLE DE L.	Superficial burn	
126plate303::othexamcmnt	EUPATH_0041088	BRULURE SUPERFICIELLE DE LN	Superficial burn	
126plate303::othexamcmnt	EUPATH_0041088	CIRCINCISION	Wound	
126plate303::othexamcmnt	EUPATH_0041088	DEFICIT PONDERALE	Lost weight	
126plate303::othexamcmnt	EUPATH_0041088	DERMATOPHYTE DE LA CUISSE G	Dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	DERMATOPHYTE DE LA PEAU GLA	Dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	DERMATOSE	Dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	DERMATOSE DES PLIS INGUINAU	Dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	DERMATOSE ERUPTIVE DE L'ORE	Dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	DERMATOSE GENERALISEE	Dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	DERMITE FEBOUHOIDE	Dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	DERMITE INTERFESSIER	Dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	DERNITE SEBORRHOIDE	Dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	DORSALGIE SUITE A UN EFFORT	Back pain with exertion	
126plate303::othexamcmnt	EUPATH_0041088	DOULEURS DE L EPAULE GAUCHE	Elbow pain	
126plate303::othexamcmnt	EUPATH_0041088	ECZEMA SUR  L'ABDOMEN	Abdominal eczema	
126plate303::othexamcmnt	EUPATH_0041088	GROUTES CUTANEES	Dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	HERNIE CROTALE	Scrotal hernia	
126plate303::othexamcmnt	EUPATH_0041088	HERNIE SCROTALE	Scrotal hernia	
126plate303::othexamcmnt	EUPATH_0041088	HYDROCELE DROIT	Right testicular swelling	
126plate303::othexamcmnt	EUPATH_0041088	HYPOSPADIA	Hypospadia	
126plate303::othexamcmnt	EUPATH_0041088	INFLAMMATION DU DROITE	Inflammation	
126plate303::othexamcmnt	EUPATH_0041088	INFLAMMATION DU GENOU DROIT	Knee inflammation	
126plate303::othexamcmnt	EUPATH_0041088	INFLAMMATION LOCALE DE LA C	Inflammation	
126plate303::othexamcmnt	EUPATH_0041088	LESION DE GRATTAGE	Dermatological	
126plate303::othexamcmnt	EUPATH_0041088	LEUCORRHEE + LESIONS DE GRA	Genital infection	
126plate303::othexamcmnt	EUPATH_0041088	LEUCORRHEES	Genital infection	
126plate303::othexamcmnt	EUPATH_0041088	LUSCATION DU POUCE DROIT	Right finger dislocation	
126plate303::othexamcmnt	EUPATH_0041088	MYCOSE DE LA PEAU GLABRE	Fungal dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	MYCOSE PERI OMBILICALE	Fungal dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	PANARIS	Finger staphyloccus infection	
126plate303::othexamcmnt	EUPATH_0041088	PHYMOSIS	Phymosis - congenital abnormality of male resulting in obstruction of urine flow	
126plate303::othexamcmnt	EUPATH_0041088	PHYRIASIS VERSICOLOR	Dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	PIED HELIN POST INJECTION I	Foot congenital abnormalities, foot valgum	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE (AURICULAIRE GAUCHE)	Left finger wound	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE AU NIVEAU DE LA JAMBE	Leg wound	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE DE BRULURE	Burn	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE INFECTEE DU COUDE GAU	Left elbow wound	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE INFECTEE POUR EXCISIO	Traditional  excision infected	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE MULTIPLES AU MENTON	Chin dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE OUVERTE (JAMBE DROITE	Right leg wound	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE OUVERTE CHEVILLE GAUC	Left heel wound	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE OUVERTE DU GENOU GAUC	Left knee wound	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE OUVERTE LATERO INTERN	Wound	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE SALE	Wound	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE SUPERFICIELLE SUITE B	Superficial wound	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE SUR INFECTEE	Infected wound	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE SUR LE TENDON D'ACHIL	Achille heel wound	
126plate303::othexamcmnt	EUPATH_0041088	PLAIE SURINFECTEE DE LA CHA	Infected wound	
126plate303::othexamcmnt	EUPATH_0041088	PRURIGO	Urticaria	
126plate303::othexamcmnt	EUPATH_0041088	PTYRIASIS VERSICOLOR	Dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	PYODERMITE AU PIED DROITE	Pyodermyditis	
126plate303::othexamcmnt	EUPATH_0041088	PYODERMITE DES MEMBRES INFE	Pyodermyditis	
126plate303::othexamcmnt	EUPATH_0041088	PYODERMITE DU CUIR CHEVELU	Pyodermyditis	
126plate303::othexamcmnt	EUPATH_0041088	PYODERMITE DU CURECHEVELURE	Pyodermyditis	
126plate303::othexamcmnt	EUPATH_0041088	PYODERMITE PRURIGINEUX	Pyodermyditis	
126plate303::othexamcmnt	EUPATH_0041088	SEQUELLE D'INJECTION INTRAM	Sequelae of intramuscular injection	
126plate303::othexamcmnt	EUPATH_0041088	TEIGNE A LA POITRINE	Scalp dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	TEIGNE AU FLANC DROITE	Scalp dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	TEIGNE DE LA PEAU GLABLE	Dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	TEIGNE SUR LA LEVRE SUPERIE	Mouth dermatitis	
126plate303::othexamcmnt	EUPATH_0041088	URTICAIRE AU VISAGE ET AU C	Face and neck urticaria	
126plate303::othexamcmnt	EUPATH_0041088	URTICAIRE SUR LES MEMBRES S	Arm urticaria	
126plate303::othexamcmnt	EUPATH_0041088	ND	:::UNDEF:::	
126plate311::heentcmnt	EUPATH_0041048	AMYGDALITE SOUS TRAITEMENT	Tonsil infection	
126plate311::heentcmnt	EUPATH_0041048	CEPHALE'S	Headache	
126plate311::heentcmnt	EUPATH_0041048	CEPHALEE'S	Headache	
126plate311::heentcmnt	EUPATH_0041048	CEPHALES(SOUS TRAITEMENT)	Headache	
126plate311::heentcmnt	EUPATH_0041048	CONGULION NASALE	Nasal congestion	
126plate311::heentcmnt	EUPATH_0041048	CONJONTIVITE	Conjunctivitis	
126plate311::heentcmnt	EUPATH_0041048	DOULEUR A LA DEGGLUBITION	Dysphagia	
126plate311::heentcmnt	EUPATH_0041048	DOULEUR DE GORGE	Tonsil infection	
126plate311::heentcmnt	EUPATH_0041048	DOULEUR OCCULAIRE DROITE	Ocular pain	
126plate311::heentcmnt	EUPATH_0041048	EPISTOXIX POST-TRANMATIQUE	Epistaxis	
126plate311::heentcmnt	EUPATH_0041048	ETERNUES RHINORRHEE	Rhinitis	
126plate311::heentcmnt	EUPATH_0041048	ETITE AIGUE	Otitis	
126plate311::heentcmnt	EUPATH_0041048	FURONCULOSE DU FRONT	Forhead boil	
126plate311::heentcmnt	EUPATH_0041048	HINITE	Rhinitis	
126plate311::heentcmnt	EUPATH_0041048	INFLAMMATION PURIAUCULAIRE GAUCHE	Left finger inflammation	
126plate311::heentcmnt	EUPATH_0041048	LARMOUVEMENT	Epiphora	
126plate311::heentcmnt	EUPATH_0041048	LCET	Tropical endemic conjunctivitis	
126plate311::heentcmnt	EUPATH_0041048	MYCOSE A LA JOUE DROITE	Right cheek candidosis	
126plate311::heentcmnt	EUPATH_0041048	ORGELET	Upper eyelid infection	
126plate311::heentcmnt	EUPATH_0041048	ORGUELET	Upper eyelid infection	
126plate311::heentcmnt	EUPATH_0041048	OTALGIE, RHINITE	Otitis, rhinitis	
126plate311::heentcmnt	EUPATH_0041048	OTALOGIE	Otitis	
126plate311::heentcmnt	EUPATH_0041048	OTITE AIGUE MOYENNE(SOUS TRAIMENT)	Otitis	
126plate311::heentcmnt	EUPATH_0041048	OTITE SUPPUREE DROITE (SOUS TRAITE)	Otitis	
126plate311::heentcmnt	EUPATH_0041048	OTITE SUPPUREE SOUS TRAITEMENT	Otitis	
126plate311::heentcmnt	EUPATH_0041048	OTORHEE	Otitis	
126plate311::heentcmnt	EUPATH_0041048	OTORRHEE PURULENTE	Otitis	
126plate311::heentcmnt	EUPATH_0041048	PAROTIDITE OURLIENNE GAUCHE	Mumps	
126plate311::heentcmnt	EUPATH_0041048	PIQURE D INSECTE AUI VISAGE	Face edema	
126plate311::heentcmnt	EUPATH_0041048	PLAE INFECTEE DU CUIR CHEVELU	Scalp wound	
126plate311::heentcmnt	EUPATH_0041048	PLAIE DE L'AILE DU NEZ	Nose wound	
126plate311::heentcmnt	EUPATH_0041048	PLAIE DU PAVILLON DE L'OREILLE GAUCHE	Left ear wound	
126plate311::heentcmnt	EUPATH_0041048	PLAIE RETROCURICULAIRE GAUCHE	Left ear wound	
126plate311::heentcmnt	EUPATH_0041048	PYODERMITE AU MENTON	Pyodermyditis	
126plate311::heentcmnt	EUPATH_0041048	PYODERMITE AUX OREILLES	Pyodermyditis	
126plate311::heentcmnt	EUPATH_0041048	PYODERMITE DU CUIR CHEVELUS	Pyodermyditis	
126plate311::heentcmnt	EUPATH_0041048	PYODERMITE SURINFECTEE	Pyodermyditis	
126plate311::heentcmnt	EUPATH_0041048	RAIDEUR DU COU (SOUS TRAITEMENT)	Neck stiffness	
126plate311::heentcmnt	EUPATH_0041048	RHINITE CEPHALEES	Headache, rhinitis	
126plate311::heentcmnt	EUPATH_0041048	RHINORCHEE	Rhinitis	
126plate311::heentcmnt	EUPATH_0041048	RHINORHEA	Rhinitis	
126plate311::heentcmnt	EUPATH_0041048	RHINORRHEA	Rhinitis	
126plate311::heentcmnt	EUPATH_0041048	RHINTE	Rhinitis	
126plate311::heentcmnt	EUPATH_0041048	RHUNORRHEE	Rhinitis	
126plate311::heentcmnt	EUPATH_0041048	RIHNITE	Rhinitis	
126plate311::heentcmnt	EUPATH_0041048	TEIGNE ( SOUS TRAITEMENT)	Scalp dermatitis	
126plate311::heentcmnt	EUPATH_0041048	TEIGNE CUIR DU CHEVELU	Scalp dermatitis	
126plate311::heentcmnt	EUPATH_0041048	THINITE	Rhinitis	
126plate311::heentcmnt	EUPATH_0041048	TOUX SECHE	Dry cough	
126plate311::heentcmnt	EUPATH_0041048	.	:::UNDEF:::	
126plate311::pulrespcmnt	DOID_1579	(TOUX SECHE)	Dry cough	
126plate311::pulrespcmnt	DOID_1579	DOULEURS THORAXIQUES	Chest pain	
126plate311::pulrespcmnt	DOID_1579	GENE RESPIRATOIRE	Difficult breathing	
126plate311::pulrespcmnt	DOID_1579	TOUSX QUNTEUSE	Fatty cough	
126plate311::pulrespcmnt	DOID_1579	TOUX ( SOUS TRAITEMENT)	Cough	
126plate311::pulrespcmnt	DOID_1579	TOUX ASTHMATIQUE	Asthma	
126plate311::pulrespcmnt	DOID_1579	TOUX GRASEE	Fatty cough	
126plate311::pulrespcmnt	DOID_1579	TOUX GRATTE	Fatty cough	
126plate311::pulrespcmnt	DOID_1579	TOUX NOCTUNES	Nightly cough	
126plate311::pulrespcmnt	DOID_1579	TOUX NOCTURE	Nightly cough	
126plate311::pulrespcmnt	DOID_1579	TOUX QUINTEUSE	Fatty cough	
126plate311::pulrespcmnt	DOID_1579	TOUX QUNTEUSE(SOUS TRAITEMENT)	Cough	
126plate311::pulrespcmnt	DOID_1579	TOUX SCHE	Dry cough	
126plate311::pulrespcmnt	DOID_1579	TOUX SECHCE	Dry cough	
126plate311::pulrespcmnt	DOID_1579	TOUX SECHE(SOUS TRAIMENT)	Dry cough	
126plate311::pulrespcmnt	DOID_1579	TOUX SEICHE	Dry cough	
126plate311::pulrespcmnt	DOID_1579	TOUX(SOUS TRAITEMENT)	Cough	
126plate311::pulrespcmnt	DOID_1579	TPUX GRASSE	Fatty cough	
126plate311::pulrespcmnt	DOID_1579	TPUX SECHE	Dry cough	
126plate311::cardiocmnt	EFO_0000319	DOULEUR ABDOMINALES	Abdominal pain	
126plate311::gastrohepcmnt	EUPATH_0041042	ABDOMEN DISTENDU	Abdominal distension	
126plate311::gastrohepcmnt	EUPATH_0041042	AUGMENTATION DU VOLUME ABDOMINAL	Abdominal distension	
126plate311::gastrohepcmnt	EUPATH_0041042	BALLONNEMENT ABDOMINAL	Abdominal distension	
126plate311::gastrohepcmnt	EUPATH_0041042	BALLONNEMENT ABDOMINALES	Abdominal distension	
126plate311::gastrohepcmnt	EUPATH_0041042	DIARRAHEES SANGUINOLENTES	Diarrhea	
126plate311::gastrohepcmnt	EUPATH_0041042	{{DIARRH.E GLAIREUSE}}	Diarrhea	
126plate311::gastrohepcmnt	EUPATH_0041042	DIARRHEE LIQUIDIENNE	Diarrhea	
126plate311::gastrohepcmnt	EUPATH_0041042	DIARRHEES GLAIRUESES	Diarrhea	
126plate311::gastrohepcmnt	EUPATH_0041042	DIARRHEES, SANGUINOLENTS	Diarrhea	
126plate311::gastrohepcmnt	EUPATH_0041042	DOULEUR ABDOMINAL	Abdominal pain	
126plate311::gastrohepcmnt	EUPATH_0041042	DOULEUR ABDOMINALE, VOMISSEMENT	Abdominal pain, vomiting	
126plate311::gastrohepcmnt	EUPATH_0041042	DOULEUR ABDOMINALES, VOMINEMENTS	Abdominal pain, vomiting	
126plate311::gastrohepcmnt	EUPATH_0041042	DOULEUR ABDOMINALES, VOMISSEMENT	Abdominal pain, vomiting	
126plate311::gastrohepcmnt	EUPATH_0041042	DOULEUR ABDOMINALES, VOMISSEMENTS	Abdominal pain, vomiting	
126plate311::gastrohepcmnt	EUPATH_0041042	DOULEURS A LA DEGLUTITION	Dysphagia	
126plate311::gastrohepcmnt	EUPATH_0041042	DOULEURS ABDOMINAES,VOMISSEMENTS	Abdominal pain, vomiting	
126plate311::gastrohepcmnt	EUPATH_0041042	DOULEURS ABDOMINALES/VOMISSEMENTS	Abdominal pain	
126plate311::gastrohepcmnt	EUPATH_0041042	DYSENTERIE HEMATIFORME	Diarrhea	
126plate311::gastrohepcmnt	EUPATH_0041042	NOTION DE VOMISSEMENTS	Vomiting	
126plate311::gastrohepcmnt	EUPATH_0041042	PRURIT PERIANAL	Intestinal parasitic disease	
126plate311::gastrohepcmnt	EUPATH_0041042	VOMINSSEMENTS	Vomiting	
126plate311::gastrohepcmnt	EUPATH_0041042	VOMISSEMENT + DOULEUR ABDOMINALES	Abdominal pain, vomiting	
126plate311::gastrohepcmnt	EUPATH_0041042	VOMISSEMENTS DOULEURS ABDOMINALE	Abdominal pain, vomiting	
126plate311::gastrohepcmnt	EUPATH_0041042	VOMISSEMNETS	Vomiting	
126plate311::gastrohepcmnt	EUPATH_0041042	VOMISSSEMENT	Vomiting	
126plate311::gastrohepcmnt	EUPATH_0041042	VOSSEMENTS	Vomiting	
126plate311::gastrohepcmnt	EUPATH_0041042	VPMISSEMENT	Vomiting	
126plate311::genitorenalcmnt	EFO_0009663	BRULURE MICHONNELLES	Urinary tract infection	
126plate311::genitorenalcmnt	EFO_0009663	DOULEUR ONGUINALES	Inguinal pain	
126plate311::genitorenalcmnt	EFO_0009663	NOTION D'HERMATURIE TERMINALES	Blood in urine	
126plate311::genitorenalcmnt	EFO_0009663	NOTION DE PRURIT VAGINAL	Genital infection	
126plate311::genitorenalcmnt	EFO_0009663	PLAIE DE CIRCONCISION TRADITIONNELLE	Traditional male circumcision	
126plate311::genitorenalcmnt	EFO_0009663	PRURIT URGENITAL	Genital infection	
126plate311::genitorenalcmnt	EFO_0009663	PRURIT VULVAIRE	Genital infection	
126plate311::skindermcmnt	DOID_37	ALLERGIE PRURIPINEUSE	Pruritus	
126plate311::skindermcmnt	DOID_37	ALLERGIE PURIGINEUSE	Pruritus	
126plate311::skindermcmnt	DOID_37	BRLURE SUPERFIELLE DE L'AVANT BRAS	Upper arm burn	
126plate311::skindermcmnt	DOID_37	BRULURE AU BRAS DROIT	Arm burn	
126plate311::skindermcmnt	DOID_37	BRULURE SOUS TRAITEMENT	Burn	
126plate311::skindermcmnt	DOID_37	DERMATOSE (SOUS TRAITEMENT)	Dermatitis	
126plate311::skindermcmnt	DOID_37	DERMATOSE ATYPIQUE(SOUS TRAITEMENT)	Dermatitis	
126plate311::skindermcmnt	DOID_37	DERMATOSE AU PIED GAUCHE	Dermatitis	
126plate311::skindermcmnt	DOID_37	DERMATOSE AU PUBIS	Dermatitis	
126plate311::skindermcmnt	DOID_37	DERMATOSE SOUS AXILLAIRE	Dermatitis	
126plate311::skindermcmnt	DOID_37	DERMATOSE SOUS TRAITEMENT	Dermatitis	
126plate311::skindermcmnt	DOID_37	ERUPTION VESICULEURSE DISSIMINE SURLE CORPS	Dermatitis	
126plate311::skindermcmnt	DOID_37	ERUPTION VESICULEUSE	Dermatitis	
126plate311::skindermcmnt	DOID_37	ERUTION CUTANEE(SOUS TRAITEMENT)	Dermatitis	
126plate311::skindermcmnt	DOID_37	NOTION DE FIEVRE VESPERALE	Fever	
126plate311::skindermcmnt	DOID_37	PLAIE A LA JAMBE DROITE	Right leg wound	
126plate311::skindermcmnt	DOID_37	PLAIE AU NIVEAU COUDE GAUCHE	Left elbow wound	
126plate311::skindermcmnt	DOID_37	PLAIE AU NIVEAU DU PIED GAUCHE	Left foot wound	
126plate311::skindermcmnt	DOID_37	PLAIE AU PAVILLONS DE L'OREILLE DROITE	Right ear wound	
126plate311::skindermcmnt	DOID_37	PLAIE AU TALON	Heel wound	
126plate311::skindermcmnt	DOID_37	PLAIE DE BRULURE DE L'AVANT BRAS DROIT	Right arm burn	
126plate311::skindermcmnt	DOID_37	PLAIE DE JAMBE GAUCHE	Left leg wound	
126plate311::skindermcmnt	DOID_37	PLAIE DE LA CHEVILLE GAUCHE	Left heel wound	
126plate311::skindermcmnt	DOID_37	PLAIE DE LA JAMBE GAUCHE	Left leg wound	
126plate311::skindermcmnt	DOID_37	PLAIE DE LA PLANTE DU PIEDS GAUCHE	Left foot wound	
126plate311::skindermcmnt	DOID_37	PLAIE INFECTEE	Infected wound	
126plate311::skindermcmnt	DOID_37	PLAIE MULTIPLE	Dermatitis	
126plate311::skindermcmnt	DOID_37	PLAIE OUVERTE DE L INDEXE GAUCHE	Left finger wound	
126plate311::skindermcmnt	DOID_37	PLAIE SURINFECREE DU COUDE GAUCHE	Left elbow wound	
126plate311::skindermcmnt	DOID_37	PLAIE SURINTANTE	Infected wound	
126plate311::skindermcmnt	DOID_37	PLAIES LEGERE AU COU	Neck wound	
126plate311::skindermcmnt	DOID_37	PRURIT AU PUBIS	Genital infection	
126plate311::skindermcmnt	DOID_37	PRURITE	Urticaria	
126plate311::skindermcmnt	DOID_37	PYODERMITE A LA FESSE	Pyodermyditis	
126plate311::skindermcmnt	DOID_37	PYTRIASIS VERSICOLER	Dermatitis	
126plate311::skindermcmnt	DOID_37	SENSATION DE BRUILURE DE LA PLANTE DES PIED	Foot plant paresthesia	
126plate311::skindermcmnt	DOID_37	TEIGNE SURINFECTEE	Scalp dermatitis	
126plate311::skindermcmnt	DOID_37	URTICAIRES	Urticaria	
126plate312::musccmnt	DOID_17	DOULEUR ARTICULAIRE DU GENOUS DROIT POST TRAUMATIQUES	Knee pain	
126plate312::musccmnt	DOID_17	DOULEUR DU GENOU DROIT	Knee pain	
126plate312::musccmnt	DOID_17	DOULEUR DU POIGNE DROIT	Hand pain	
126plate312::musccmnt	DOID_17	DOULEURS DU COU (ACCIDENT DE JEUX)	Neck pain	
126plate312::musccmnt	DOID_17	FRACTURE AVANT BRAS DROIT	Right arm broken	
126plate312::musccmnt	DOID_17	INFLAMMATION DE L'AVANT BRAS	Upper arm inflammation	
126plate312::musccmnt	DOID_17	INFLAMMATION DE L'AVANT BRAS GAUCHE	Left upper arm inflmmation	
126plate312::musccmnt	DOID_17	INFLAMMATION DU GENOU GAUCHE	Knee inflammation	
126plate312::musccmnt	DOID_17	INFLAMMATION DU GENOUS GAUCHE	Knee inflammation	
126plate312::musccmnt	DOID_17	INFLAMMATION POST TROMMATIQUE DE L'AVANT BRAS GAUCHE	Left upper arm inflmmation	
126plate312::musccmnt	DOID_17	LUXATION DU COUDE DROIT	Right elbow dislocation	
126plate312::musccmnt	DOID_17	LUXATION DU GROS ORTEIL	Toe dislocation	
126plate312::musccmnt	DOID_17	MALFORMATION CONGENITALE	Congenital abnormality	
126plate312::musccmnt	DOID_17	PANARIS A L'INDEX DROIT	Finger staphyloccus infection	
126plate312::musccmnt	DOID_17	PANARUS A L'INDEX DROIT	Finger staphyloccus infection	
126plate312::musccmnt	DOID_17	PIED DROIT PLAIE POUR FRUITURE	Foot burn	
126plate312::musccmnt	DOID_17	PLAIES INFECTEE AU PIED DROIT	Right foot wound	
126plate312::musccmnt	DOID_17	TRAUMATISME DU BRAS GAUCHE	Left upper arm trauma	
126plate312::hemlymphcmnt	EUPATH_0041051	EPISTAXIS	Epistaxis	
126plate312::neurocmnt	DOID_863	SEIGURE	Seizure	
126plate312::othhx_specify	EUPATH_0041062	AUDITION LANGUAGE	Speech and hearing	
126plate312::othhx_specify	EUPATH_0041062	AUDITION+LANGAGE	Speech and hearing	
126plate312::othhx_specify	EUPATH_0041062	LYMPHATIC	Lymphatic	
126plate312::othhx_specify	EUPATH_0041062	PULMONARY/ RESPIRATORY	Pulmonary	
126plate312::othhx_specify	EUPATH_0041062	SIGENE GENERAL	General signs	
126plate312::otherhxcmnt	EUPATH_0041060	CEPHALEES	Headache	
126plate312::otherhxcmnt	EUPATH_0041060	FEIVRE VESPERALE	Fever	
126plate312::otherhxcmnt	EUPATH_0041060	FIEVRE NOTION DE FIEVRE	Fever	
126plate312::otherhxcmnt	EUPATH_0041060	FIEVRE VESPERSLE	Fever	
126plate312::otherhxcmnt	EUPATH_0041060	FRISSONS + FIEVRE	Fever, chills	
126plate312::otherhxcmnt	EUPATH_0041060	FRISSONS/FIEVRE	Fever, chills	
126plate312::otherhxcmnt	EUPATH_0041060	GANGLIONS DOULEUREUX A L'AINE GAUCHE	Inguinal adenopathy	
126plate312::otherhxcmnt	EUPATH_0041060	NOTION DE CONVULSION FEBRILE	Seizures	
126plate312::otherhxcmnt	EUPATH_0041060	SANSATION DE FROID	Chills	
126plate312::otherhxcmnt	EUPATH_0041060	SOURD MUIETTE	Deaf dumb	
126plate312::otherhxcmnt	EUPATH_0041060	TOUX GRASSE	Fatty cough	
126plate312::otherhxcmnt	EUPATH_0041060	TOUX SECHE	Dry cough	
126plate312::othhx_specify.1	EUPATH_0041062	GENITAL	Genital	
126plate312::othhx_specify.1	EUPATH_0041062	HEENT	Heent	
126plate312::othhx_specify.1	EUPATH_0041062	SIGNE GENRALE	General signs	
126plate312::othhx_specify.1	EUPATH_0041062	SIGNES GENERALE	General signs	
126plate312::otherhxcmnt.1	EUPATH_0041037	CEPHALEES	Headache	
126plate312::otherhxcmnt.1	EUPATH_0041037	FEIVRE VESPERALE	Fever	
126plate312::otherhxcmnt.1	EUPATH_0041037	FIEVRE NOCTURNE	Fever	
126plate312::otherhxcmnt.1	EUPATH_0041037	FIEVRE VESPERAL	Fever	
126plate312::otherhxcmnt.1	EUPATH_0041037	{{FI.VRE VESPERALE}}	Fever	
126plate312::otherhxcmnt.1	EUPATH_0041037	FRISSON	Chills	
126plate312::otherhxcmnt.1	EUPATH_0041037	NOTION DE FIEVRE	Fever	
126plate312::otherhxcmnt.1	EUPATH_0041037	NOTION DE FIEVRE VESPERALE	Fever	
126plate312::otherhxcmnt.1	EUPATH_0041037	TRADITIONNAL CURCUMAZION	Traditional male circumcision	
126plate313::genappearcmnt	EUPATH_0041085	STEPPAGE	Walking hobble	
126plate313::heent_examcmnt	EUPATH_0041087	AMYDALITE	Tonsil infection	
126plate313::heent_examcmnt	EUPATH_0041087	AMYGADALITE	Tonsil infection	
126plate313::heent_examcmnt	EUPATH_0041087	AMYGDALITE	Tonsil infection	
126plate313::heent_examcmnt	EUPATH_0041087	AMYGDALITE LELATERALE	Tonsil infection	
126plate313::heent_examcmnt	EUPATH_0041087	BOURBOUILLE DU CUIR CHEVELU	Prickly heat, miliaria rubra, on scalp	
126plate313::heent_examcmnt	EUPATH_0041087	CANDIDOSE BUCCALE SURINFECTEE	Buccal candidosis	
126plate313::heent_examcmnt	EUPATH_0041087	CATARAITE BILATERALE	Cataract	
126plate313::heent_examcmnt	EUPATH_0041087	CAVITE BILATERALE	Infected dental caries	
126plate313::heent_examcmnt	EUPATH_0041087	CONGESTION NASALE	Nasal congestion	
126plate313::heent_examcmnt	EUPATH_0041087	CONJONCTITE UNILARALE GAUCHE	Conjunctivitis	
126plate313::heent_examcmnt	EUPATH_0041087	CONJONTIVITE UNITIAL EICITE DROITE	Conjunctivitis	
126plate313::heent_examcmnt	EUPATH_0041087	DERMATOSE AU NIVEAU DE LA PAUPIERE INFERIEUR GAUCHE	Dermatitis	
126plate313::heent_examcmnt	EUPATH_0041087	ECCULEMENT AIRRICULAIRE GAUCHE	Otitis	
126plate313::heent_examcmnt	EUPATH_0041087	EDEME DU VISAGE	Face edema	
126plate313::heent_examcmnt	EUPATH_0041087	FINS CREPITANTS GAUCHE	Pneumopathy	
126plate313::heent_examcmnt	EUPATH_0041087	GENGIVITE	Gingivitis	
126plate313::heent_examcmnt	EUPATH_0041087	INFLAMMATION AIGUE DU CONDUIT AUDITEUR GAUCHE	Ear inflamation	
126plate313::heent_examcmnt	EUPATH_0041087	INFLAMMATION DE LA JAMBE GAUCHE	Leg inflammation	
126plate313::heent_examcmnt	EUPATH_0041087	INFLAMMATION PALPEDRALE	Palpebra inflammation	
126plate313::heent_examcmnt	EUPATH_0041087	INFLAMMATION PAROTIDCLIENNE	Mumps	
126plate313::heent_examcmnt	EUPATH_0041087	INFLAMMATION PULPEBRULE	Palpebra inflammation	
126plate313::heent_examcmnt	EUPATH_0041087	OREILLONS	Mumps	
126plate313::heent_examcmnt	EUPATH_0041087	ORGELET	Upper eyelid infection	
126plate313::heent_examcmnt	EUPATH_0041087	OTITE SUPPUREE DROITE	Otitis	
126plate313::heent_examcmnt	EUPATH_0041087	OTORRHEE BILATERALE	Otitis	
126plate313::heent_examcmnt	EUPATH_0041087	PALECHES	Mouth herpes	
