colOrder,variable,dataFile,IRI,label,definition,category,codebookDescription,codebookValues,termType,parentIRI,parentLabel,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
305,fp_methods_know_of___11,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: None,,,37. In addition to the lactational amenorrhea method (LAM) what other forms of birth spacing or family planning can you use immediately after delivery? (choice=None),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,fp_methods_know_of___11,groupanc_kenyanigeria_combined_final::fp_methods_know_of___11,int,0,NA,NA,0 to 1,2,0.832612872,NA
306,fp_methods_know_of___12,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: DonÕt know,,,37. In addition to the lactational amenorrhea method (LAM) what other forms of birth spacing or family planning can you use immediately after delivery? (choice=Dont Know),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,fp_methods_know_of___12,groupanc_kenyanigeria_combined_final::fp_methods_know_of___12,int,0,NA,NA,0 to 1,2,0.832612872,NA
307,danger_signs_for_newborn___1,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Too hot or too cold,,Observation,39. What are danger/warning signs for your newborn? These are things that mean there might be a problem and that you should see a health care worker. (choice=Too hot or too cold),0 = Unchecked | 1 = Checked,Multifilter,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,danger_signs_for_newborn___1,groupanc_kenyanigeria_combined_final::danger_signs_for_newborn___1,int,1,NA,NA,0 to 1,2,0.832612872,NA
308,danger_signs_for_newborn___2,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Convulsions,,Observation,39. What are danger/warning signs for your newborn? These are things that mean there might be a problem and that you should see a health care worker. (choice=Convulsions),0 = Unchecked | 1 = Checked,Multifilter,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,danger_signs_for_newborn___2,groupanc_kenyanigeria_combined_final::danger_signs_for_newborn___2,int,0,NA,NA,0 to 1,2,0.832612872,NA
309,danger_signs_for_newborn___3,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Little/no movement,,Observation,39. What are danger/warning signs for your newborn? These are things that mean there might be a problem and that you should see a health care worker. (choice=Little or no movement),0 = Unchecked | 1 = Checked,Multifilter,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,danger_signs_for_newborn___3,groupanc_kenyanigeria_combined_final::danger_signs_for_newborn___3,int,0,NA,NA,0 to 1,2,0.832612872,NA
310,danger_signs_for_newborn___4,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Feeding poorly or not at all,,Observation,39. What are danger/warning signs for your newborn? These are things that mean there might be a problem and that you should see a health care worker. (choice=Feeding poorly or not at all),0 = Unchecked | 1 = Checked,Multifilter,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,danger_signs_for_newborn___4,groupanc_kenyanigeria_combined_final::danger_signs_for_newborn___4,int,1,NA,NA,0 to 1,2,0.832612872,NA
311,danger_signs_for_newborn___5,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Fast breathing,,Observation,39. What are danger/warning signs for your newborn? These are things that mean there might be a problem and that you should see a health care worker. (choice=Fast breathing or chest indrawing),0 = Unchecked | 1 = Checked,Multifilter,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,danger_signs_for_newborn___5,groupanc_kenyanigeria_combined_final::danger_signs_for_newborn___5,int,0,NA,NA,0 to 1,2,0.832612872,NA
312,danger_signs_for_newborn___6,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Not passing urine and/or stool,,Observation,39. What are danger/warning signs for your newborn? These are things that mean there might be a problem and that you should see a health care worker. (choice=Not passing urine and/or stool),0 = Unchecked | 1 = Checked,Multifilter,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,danger_signs_for_newborn___6,groupanc_kenyanigeria_combined_final::danger_signs_for_newborn___6,int,1,NA,NA,0 to 1,2,0.832612872,NA
313,danger_signs_for_newborn___7,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Umbilical cord stump bleeding/foul odor/redness,,Observation,39. What are danger/warning signs for your newborn? These are things that mean there might be a problem and that you should see a health care worker. (choice=Umbilical cord stump is bleeding; has foul odor; or redness around it),0 = Unchecked | 1 = Checked,Multifilter,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,danger_signs_for_newborn___7,groupanc_kenyanigeria_combined_final::danger_signs_for_newborn___7,int,0,NA,NA,0 to 1,2,0.832612872,NA
314,danger_signs_for_newborn___8,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Very small baby born at home,,Observation,39. What are danger/warning signs for your newborn? These are things that mean there might be a problem and that you should see a health care worker. (choice=Very small baby born at home),0 = Unchecked | 1 = Checked,Multifilter,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,danger_signs_for_newborn___8,groupanc_kenyanigeria_combined_final::danger_signs_for_newborn___8,int,1,NA,NA,0 to 1,2,0.832612872,NA
315,danger_signs_for_newborn___9,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Yellow palms or soles of feet,,Observation,39. What are danger/warning signs for your newborn? These are things that mean there might be a problem and that you should see a health care worker. (choice=Yellow palms or soles of feet),0 = Unchecked | 1 = Checked,Multifilter,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,danger_signs_for_newborn___9,groupanc_kenyanigeria_combined_final::danger_signs_for_newborn___9,int,0,NA,NA,0 to 1,2,0.832612872,NA
316,danger_signs_for_newborn___10,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Other,,Observation,39. What are danger/warning signs for your newborn? These are things that mean there might be a problem and that you should see a health care worker. (choice=Other),0 = Unchecked | 1 = Checked,Multifilter,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,danger_signs_for_newborn___10,groupanc_kenyanigeria_combined_final::danger_signs_for_newborn___10,int,0,NA,NA,0 to 1,2,0.832612872,NA
317,danger_signs_for_newborn___11,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Don't know,,Observation,39. What are danger/warning signs for your newborn? These are things that mean there might be a problem and that you should see a health care worker. (choice=Dont know),0 = Unchecked | 1 = Checked,Multifilter,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,danger_signs_for_newborn___11,groupanc_kenyanigeria_combined_final::danger_signs_for_newborn___11,int,0,NA,NA,0 to 1,2,0.832612872,NA
318,keep_newborn_healthy___1,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Keep warm,,Observation,40. What are the most important things you can do to help keep your newborn healthy? (choice=Keep warm (keep head and body covered; skin to skin with mom)),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,keep_newborn_healthy___1,groupanc_kenyanigeria_combined_final::keep_newborn_healthy___1,int,1,NA,NA,0 to 1,2,0.832612872,NA
319,keep_newborn_healthy___2,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Feed only breastmilk,,Observation,40. What are the most important things you can do to help keep your newborn healthy? (choice=Feed only on breastmilk),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,keep_newborn_healthy___2,groupanc_kenyanigeria_combined_final::keep_newborn_healthy___2,int,0,NA,NA,0 to 1,2,0.832612872,NA
320,keep_newborn_healthy___3,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Feed often,,Observation,40. What are the most important things you can do to help keep your newborn healthy? (choice=Feed often/whenever baby wants),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,keep_newborn_healthy___3,groupanc_kenyanigeria_combined_final::keep_newborn_healthy___3,int,1,NA,NA,0 to 1,2,0.832612872,NA
321,keep_newborn_healthy___4,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Do not put anything on cord stump,,Observation,40. What are the most important things you can do to help keep your newborn healthy? (choice=Do  not put anything on cord stump),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,keep_newborn_healthy___4,groupanc_kenyanigeria_combined_final::keep_newborn_healthy___4,int,0,NA,NA,0 to 1,2,0.832612872,NA
322,keep_newborn_healthy___5,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Keep cord stump clean,,Observation,40. What are the most important things you can do to help keep your newborn healthy? (choice=Keep cord stump clean),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,keep_newborn_healthy___5,groupanc_kenyanigeria_combined_final::keep_newborn_healthy___5,int,0,NA,NA,0 to 1,2,0.832612872,NA
323,keep_newborn_healthy___6,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Wash hands,,Observation,40. What are the most important things you can do to help keep your newborn healthy? (choice=Wash hands),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,keep_newborn_healthy___6,groupanc_kenyanigeria_combined_final::keep_newborn_healthy___6,int,0,NA,NA,0 to 1,2,0.832612872,NA
324,keep_newborn_healthy___7,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Have baby immunized,,Observation,40. What are the most important things you can do to help keep your newborn healthy? (choice=Have baby immunized),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,keep_newborn_healthy___7,groupanc_kenyanigeria_combined_final::keep_newborn_healthy___7,int,1,NA,NA,0 to 1,2,0.832612872,NA
325,keep_newborn_healthy___8,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Wait atleast 24 hours before bathing baby,,Observation,40. What are the most important things you can do to help keep your newborn healthy? (choice=Wait atleast 24 hours before bathing baby),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,keep_newborn_healthy___8,groupanc_kenyanigeria_combined_final::keep_newborn_healthy___8,int,0,NA,NA,0 to 1,2,0.832612872,NA
326,keep_newborn_healthy___9,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Other,,Observation,40. What are the most important things you can do to help keep your newborn healthy? (choice=Other),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,keep_newborn_healthy___9,groupanc_kenyanigeria_combined_final::keep_newborn_healthy___9,int,0,NA,NA,0 to 1,2,0.832612872,NA
327,keep_newborn_healthy___10,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Don't know,,Observation,40. What are the most important things you can do to help keep your newborn healthy? (choice=Dont know),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,keep_newborn_healthy___10,groupanc_kenyanigeria_combined_final::keep_newborn_healthy___10,int,0,NA,NA,0 to 1,2,0.832612872,NA
328,given_mosquito_net,groupanc_kenyanigeria_combined_final,,Given a mosquito net during ANC care for this pregnancy,,Observation,41. Were you given a mosquito net during ANC care for this pregnancy?,1 = Yes | 2 = No | 3 = Not sure,,EUPATH_0021097,Personal vector intervention,NA,NA,NA,given_mosquito_net,groupanc_kenyanigeria_combined_final::given_mosquito_net,int,1,NA,NA,1 to 3,3,0.852145373,NA
329,slept_under_net,groupanc_kenyanigeria_combined_final,,Bednet last night,,Observation,42. Did you sleep under a bed net last night?,1 = Yes | 2 = No | 3 = Not sure,,EUPATH_0021097,Personal vector intervention,NA,NA,NA,slept_under_net,groupanc_kenyanigeria_combined_final::slept_under_net,int,1,NA,NA,1 to 3,3,0.865033622,NA
330,baby_slept_under_net,groupanc_kenyanigeria_combined_final,,Baby sleep under a bed net last night,,Observation,43. Did your baby sleep under a bed net last night?,1 = Yes | 2 = No | 3 = Not sure,,EUPATH_0021097,Personal vector intervention,NA,NA,NA,baby_slept_under_net,groupanc_kenyanigeria_combined_final::baby_slept_under_net,int,1,NA,NA,1 to 3,3,0.852785783,NA
331,did_hiv_test,groupanc_kenyanigeria_combined_final,,HIV test during antenatal care,,Observation,44. Did you have an HIV test and receive the results during antenatal care?,1 = Yes | 2 = No | 3 = Not sure,,OGMS_0000073,Diagnosis,NA,NA,NA,did_hiv_test,groupanc_kenyanigeria_combined_final::did_hiv_test,int,1,NA,NA,1 to 3,3,0.852145373,NA
332,know_hiv_status,groupanc_kenyanigeria_combined_final,,Knowledge of HIV status before antenatal care,,Observation,45. Did you know your HIV status before antenatal care?,1 = Yes | 2 = No | 3 = Not sure,,EUPATH_0000738,Observation,NA,NA,NA,know_hiv_status,groupanc_kenyanigeria_combined_final::know_hiv_status,int,1,NA,NA,1 to 3,3,0.852225424,NA
