variable,colOrder,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag,IRI,label,displayOrder,parentLabel,parentIRI
height,47,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Height in cm,NA,variable,,,,height,prism border cohort study expanded database through october 31st 2020::height,dbl,94,NA,NA,-9 to 186,130,NA,0.945902872,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0010075,Height (cm),NA,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649
weight,48,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Weight in kg,NA,variable,,,,weight,prism border cohort study expanded database through october 31st 2020::weight,dbl,15,NA,NA,-9 to 84,81,NA,0.945121034,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000732,Weight (kg),NA,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649
muac,49,prism border cohort study expanded database through october 31st 2020,keep,NA,NA,Mid-upper arm circumference,NA,NA,,,,muac,prism border cohort study expanded database through october 31st 2020::muac,dbl,-9,NA,NA,-9 to 19,10,NA,0.942986017,duplicated variable,NA,NA,NA,NA,NA
heartrate,50,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Heart rate,NA,variable,,,,heartrate,prism border cohort study expanded database through october 31st 2020::heartrate,dbl,-9,NA,NA,-9 to 99,9,NA,0.942986017,duplicated variable,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),4,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083
sbp,51,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Systolic blood pressure,NA,variable,,,,sbp,prism border cohort study expanded database through october 31st 2020::sbp,dbl,-9,NA,NA,-9 to 200,10,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0021086,Systolic blood pressure (mmHg),2,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083
dbp,52,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Diastolic blood pressure,NA,variable,,,,dbp,prism border cohort study expanded database through october 31st 2020::dbp,dbl,-9,NA,NA,-9 to 117,9,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),3,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083
resprate,53,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Respiratory rate,NA,variable,,,,resprate,prism border cohort study expanded database through october 31st 2020::resprate,dbl,-9,NA,NA,-9 to -9,1,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/CMO_0000289,Respiratory rate (breaths/min),5,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083
sp02,54,prism border cohort study expanded database through october 31st 2020,keep,NA,NA,Oxygen saturation,NA,NA,,,,sp02,prism border cohort study expanded database through october 31st 2020::sp02,dbl,-9,NA,NA,-9 to -9,1,NA,0.953901669,duplicated variable,NA,NA,NA,NA,NA
fever,55,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Subjective fever,"1-Yes
0-No
9-Cannot assess",value,,,,fever,prism border cohort study expanded database through october 31st 2020::fever,dbl+lbl,0,NA,NA,0 to 1,2,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000100,Subjective fever,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
febrile,56,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Whether elevated temperature or subjective fever,,variable,,,,febrile,prism border cohort study expanded database through october 31st 2020::febrile,dbl+lbl,0,NA,NA,0 to 1,2,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000097,Febrile,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
fduration,57,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Duration of fever,NA,variable,,,,fduration,prism border cohort study expanded database through october 31st 2020::fduration,dbl,-9,NA,NA,-9 to 5,6,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000164,"Fever, subjective duration (days)",10,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
fatigue,58,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Fatigue,"1-Yes
0-No
9-Cannot assess",value,,,,fatigue,prism border cohort study expanded database through october 31st 2020::fatigue,dbl+lbl,0,NA,NA,0 to 9,3,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/SYMP_0019177,Fatigue,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
fmduration,59,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Duration of fatigue,NA,variable,,,,fmduration,prism border cohort study expanded database through october 31st 2020::fmduration,dbl,-9,NA,NA,-9 to 7,7,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000158,Fatigue duration (days),9,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
abdominalpain,60,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Abdominal pain,"1-Yes
0-No
9-Cannot assess",value,,,,abdominalpain,prism border cohort study expanded database through october 31st 2020::abdominalpain,dbl+lbl,0,NA,NA,0 to 9,3,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
apainduration,61,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Duration of abdominal pain,NA,variable,,,,apainduration,prism border cohort study expanded database through october 31st 2020::apainduration,dbl,-9,NA,NA,-9 to 14,8,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000154,Abdominal pain duration (days),5,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
anorexia,62,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Anorexia,"1-Yes
0-No
9-Cannot assess",value,,,,anorexia,prism border cohort study expanded database through october 31st 2020::anorexia,dbl+lbl,0,NA,NA,0 to 9,3,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/SYMP_0000523,Anorexia,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
aduration,63,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Duration of anorexia,NA,variable,,,,aduration,prism border cohort study expanded database through october 31st 2020::aduration,dbl,-9,NA,NA,-9 to 7,7,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000155,Anorexia duration (days),6,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
vomiting,64,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Vomiting,"1-Yes
0-No
9-Cannot assess",value,,,,vomiting,prism border cohort study expanded database through october 31st 2020::vomiting,dbl+lbl,0,NA,NA,0 to 1,2,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/HP_0002013,Vomiting,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
vduration,65,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Duration of vomiting,NA,variable,,,,vduration,prism border cohort study expanded database through october 31st 2020::vduration,dbl,-9,NA,NA,-9 to 4,5,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000165,Vomiting duration (days),16,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
diarrhea,66,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Diarrhea,"1-Yes
0-No
9-Cannot assess",value,,,,diarrhea,prism border cohort study expanded database through october 31st 2020::diarrhea,dbl+lbl,0,NA,NA,0 to 1,2,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/HP_0002014,Diarrhea,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
dduration,67,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Duration of diarrhea,NA,variable,,,,dduration,prism border cohort study expanded database through october 31st 2020::dduration,dbl,-9,NA,NA,-9 to 3,4,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000157,Diarrhea duration (days),8,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
cough,68,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Cough,"1-Yes
0-No
9-Cannot assess",value,,,,cough,prism border cohort study expanded database through october 31st 2020::cough,dbl+lbl,0,NA,NA,0 to 1,2,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/SYMP_0000614,Cough,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
cduration,69,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Duration of cough,NA,variable,,,,cduration,prism border cohort study expanded database through october 31st 2020::cduration,dbl,-9,NA,NA,-9 to 7,8,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000156,Cough duration (days),7,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
sob,70,prism border cohort study expanded database through october 31st 2020,keep,NA,NA,Shortness of breath,NA,NA,,,,sob,prism border cohort study expanded database through october 31st 2020::sob,dbl+lbl,0,NA,NA,0 to 0,1,NA,0.942986017,duplicated variable,NA,NA,NA,NA,NA
sobduration,71,prism border cohort study expanded database through october 31st 2020,keep,NA,NA,Duration of shortness of breath,NA,NA,,,,sobduration,prism border cohort study expanded database through october 31st 2020::sobduration,dbl,-9,NA,NA,-9 to -9,1,NA,0.942986017,duplicated variable,NA,NA,NA,NA,NA
headache,72,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Headache,"1-Yes
0-No
9-Cannot assess",value,,,,headache,prism border cohort study expanded database through october 31st 2020::headache,dbl+lbl,0,NA,NA,0 to 9,3,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/HP_0002315,Headache,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
hduration,73,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Duration of headache,NA,variable,,,,hduration,prism border cohort study expanded database through october 31st 2020::hduration,dbl,-9,NA,NA,-9 to 7,7,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000159,Headache duration (days),11,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
jointpains,74,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Joint pains,"1-Yes
0-No
9-Cannot assess",value,,,,jointpains,prism border cohort study expanded database through october 31st 2020::jointpains,dbl+lbl,0,NA,NA,0 to 9,3,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/SYMP_0000064,Joint pains,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
djointpains,75,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Duration of joint pains,NA,variable,,,,djointpains,prism border cohort study expanded database through october 31st 2020::djointpains,dbl,-9,NA,NA,-9 to 14,8,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000161,Joint pains duration (days),13,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
muscleaches,76,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Muscle aches,"1-Yes
0-No
9-Cannot assess",value,,,,muscleaches,prism border cohort study expanded database through october 31st 2020::muscleaches,dbl+lbl,0,NA,NA,0 to 9,3,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/HP_0003326,Muscle aches,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
mduration,77,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Duration of muscle aches,NA,variable,,,,mduration,prism border cohort study expanded database through october 31st 2020::mduration,dbl,-9,NA,NA,-9 to 4,4,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000162,Muscle aches duration (days),14,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
seizure,78,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Seizures,"1-Yes
0-No
9-Cannot assess",value,,,,seizure,prism border cohort study expanded database through october 31st 2020::seizure,dbl+lbl,0,NA,NA,0 to 9,2,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/SYMP_0000124,Seizures,NA,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002
sduration,79,prism border cohort study expanded database through october 31st 2020,keep,,Observation,Duration of seizures,NA,variable,,,,sduration,prism border cohort study expanded database through october 31st 2020::sduration,dbl,-9,NA,NA,-9 to -9,1,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000163,Seizures duration (days),15,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
labalgorithm,80,prism border cohort study expanded database through october 31st 2020,keep,"A thick smear, filter paper, WB qPCR (2 aliquots), and WB RNA Protect (3 aliquots) were always collected.",Sample,Which laboratory tests done,"1 - Routine ( 2-4 kg)
 2 - Routine ( >= 5 kg,  Yes PBMC, no positive qpcr  ...)
 3 - Routine ( >=5 kg,   Yes PBMC, Yes Positive qpcr, no membrane feeding ….)
 4 - Routine ( >=5 kg,   Yes PBMC, Yes Positive qpcr, Yes membrane feeding.. )
 5 - Routine ( 5-7 kg,    No PBMC, No positive qpcr )
 6 - Routine ( 5-7 kg ,   No PBMC, Yes Positive qpcr, No membrane feeding...)
 7 - Routine ( 5-7 kg ,   No PBMC, Yes Positive qpcr, Yes membrane feeding.. )
 8 - Routine ( >= 8 kg,  No PBMC, No positive qpcr  )
 9 - Routine ( >= 8 kg,  No PBMC, Yes Positive qpcr, No membrane feeding... )
10-Routine  ( >= 8 kg,  No PBMC, Yes Positive qpcr, Yes membrane feeding )                    11 - Non-routine ( 2-4 kg) 
12 - Non-routine ( >= 5 kg, yes malaria previously ..)
13 - Non-routine ( >= 5 kg , no malaria, yes membrane feeding, no parasite culture)
14 - Non-routine ( >= 5 kg, no malaria,   no membrane feeding, yes parasite culture)
15 - Non-routine ( >= 5 kg, no malaria, yes membrane feeding, yes parasite culture)",variable,,,,labalgorithm,prism border cohort study expanded database through october 31st 2020::labalgorithm,dbl+lbl,5,NA,NA,1 to 99,11,NA,0.942986017,duplicated variable,http://purl.obolibrary.org/obo/OBI_0100051,Sample type,NA,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609
