"displayOrder","variable","dataFile","IRI","label","definition","category","parentLabel","parentIRI","termType","colOrder","codebookDescription","codebookValues","notesForOnt"
"","hh_18m::hhid","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0000094","Household ID","","Household","Household","","variable","","Household ID number","9 digit code",""
"","hh_18m::hhmeals","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0000027","Meals per day","Number of meals the household usually ate per day.","Household","Food security","","variable","","Now I would like to ask you about the food your household eats.
How many meals does your household usually have per day?","1-8, -8: Refused to answer",""
"","hh_18m::hhmealscat","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0020237","Meals per day categorization","Categorization of the number of meals the household usually ate per day.","Household","Food security","","variable","","Number of meals per day","",""
"","hh_18m::hhnumt","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0000028","Meat meals per week","Number of days during the past week when the household ate meat.","Household","Food security","","variable","","In the past week, on how many days did the household eat meat?","0-7, -8: Refused to answer",""
"","hh_18m::hhnumtcat","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0020238","Meat meals per week categorization","Categorization of the number of days during the past week when the household ate meat.","Household","Food security","","variable","","Number of days eating meat in the past week","",""
"","hh_18m::hhpsf","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0000029","Food problems per week","Number of times during the previous week where there were problems in satisfying the food needs of the household.","Household","Food security","","variable","","How often in the last year did you have problems in  satisfying the  food needs of the household?","1 - never, 2 - seldom, 3 - sometimes, 4 - often, 5 - always, -7: Don't know, -8: Refused to answer",""
"","hh_18m::hhrooms","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0000025","Sleeping rooms in dwelling","Number of rooms in the household that were used for sleeping, including rooms that are outside of the main dwelling.","Household","Dwelling characteristics","","variable","","How many rooms in your household  are used for sleeping? (INCLUDING ROOMS OUTSIDE THE MAIN DWELLING). If there are 15 or more rooms, enter 15","1-15, -7: Don't know, -8: Refused to answer",""
"","hh_18m::hhspaces","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0000201","Sleeping places count","Number of sleeping places (mats, mattresses or beds) that were available in the household. Households that had more than 25 sleeping places available had the sleeping places count recorded as 25.","Household","Dwelling characteristics","","variable","","How many sleeping spaces like mats, mattresses,  or beds are available in your household? If there are 25 or more sleeping places, enter 25","1-25, -7: Don't know, -8: Refused to answer",""
"","hh_18m::internet","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0020205","Internet device","Whether any member of the household owned or had access to a device to access the internet.","Household","Assets","","value","","A device that can be used to access the internet?","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_18m::itn","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0041014","ITN bednet count","Number of insecticide-treated bednets (ITNs) in the household.","Household","Household vector intervention","","variable","","","",""
"","hh_18m::itncat","hh_18m","new IRI","ITN bednet count categorization","Categorization of the number of insecticide-treated bednets (ITNs) in the household.","Household","Household vector intervention","","variable","","Catergories of number of nets per household","","new term, suggested parent = Household vector intervention"
"","hh_18m::itnsperperson","hh_18m","new IRI","ITNs per person","Number of insecticide-treated bednets (ITNs) per person in the household.","Household","Household vector intervention","","variable","","","","new term, suggested parent = Household vector intervention"
"","hh_18m::laptop","hh_18m","new IRI","Laptop computer","Whether any member of the household owned or had access to a laptop computer.","Household","Assets","","value","","Laptop","1 - Yes, 0 - No","new term, suggested parent = Assets"
"","hh_18m::llincat","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0035014","Intervention assignment","Clusters were randomized to receive one of 4 types of long-lasting insecticide-treated bednets (LLINs): (1) PermaNet 2.0, (2) PermaNet 3.0, (3) Olyset Net, or (4) Olyset Plus.","Household","Household","","variable","","Type of LLIN cluster assinged to","",""
"","hh_18m::llindich","hh_18m","new IRI","Intervention assignment, dichotomized","Clusters were randomized to receive either conventional long-lasting insecticide-treated bednets (LLINs) or LLINs containing piperonyl butoxide (PBO). Conventional LLINs include PermaNet 2.0 and Olyset Net. PBO LLINs include PermaNet 3.0 and Olyset Plus.","Household","Household","","variable","","Intervention arm dichotomized","","new term, suggested parent = Household"
"","hh_18m::manynet","hh_18m","new IRI","UCC LLIN count","If the household received at least one long-lasting insecticide-treated bednet (LLIN) in the 2016-2017 Universal Coverage Campaign (UCC) led by the Ministry of Health, the number of bednets the household received.","Household","Universal Coverage Campaign","","variable","","If yes, How many nets did you receive? ","Numeric","new term, suggested parent = Universal Coverage Campaign (new parent category)"
"","hh_18m::manynow","hh_18m","new IRI","Remaining UCC LLIN count","If the household received at least one bednet in the 2016-2017 Universal Coverage Campaign (UCC) led by the Ministry of Health, the number of bednets the household still had.","Household","Universal Coverage Campaign","","variable","","How many nets from the campaign do you still have?","Numeric","new term, suggested parent = Universal Coverage Campaign (new parent category)"
"","hh_18m::mboat","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0000179","Boat with a motor","Whether any member of the household owned or had access to a boat with a motor.","Household","Assets","","value","","A boat with a motor?","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_18m::mmewalls","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0000009","Wall material","Primary material of exterior walls.","Household","Dwelling characteristics","","variable","","Main material of exterior walls","11 - thatched/straw, 21 - mud and poles, 22 - un-burnt bricks, 23 - un-burnt bricks with plaster/cement, 24 - burnt bricks with mud, 31 - cement blocks, 32 - stone, 33 - timber, 34 - burnt bricks with plaster/cement, 35 - iron sheets, 96 - other, -9: Skipped",""
"","hh_18m::mmfloor","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0000006","Floor material","Primary material of floors.","Household","Dwelling characteristics","","variable","","Main material of the floor","11 - earth or sand, 12 - earth and dung, 31 - parquet or polished wood, 33 - mosaic or tiles, 34 - bricks, 35 - cement/concrete, 36 - stones, 96 - other, -9: Skipped",""
"","hh_18m::mmroof","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0000003","Roof material","Primary material of the roof.","Household","Dwelling characteristics","","variable","","Main material of the roof ","11 - thatched (including papyrus), 12 - mud, 21 - wood/planks, 22 - iron sheets, 23 - asbestos, 24 - tiles, 25 - tin, 26 - cement, 96 - other, -9: Skipped",""
"","hh_18m::mobile","hh_18m","http://purl.obolibrary.org/obo/ENVO_01000581","Mobile phone","Whether any member of the household owned or had access to a mobile phone.","Household","Assets","","value","","Does any member of your household own or have‚ a mobile phone?","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_18m::mthfcty","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0020217","Transit to health facility","Method of transit used to reach the nearest health facility.","Household","Dwelling environment","","variable","","If you were to go this facility,how would you most likely go there?","1 - car/motorcycle, 2 - public transport(bus,taxi), 3 - animal/animal cart, 4 - walking, 5 - bicycle, 7 - boat, 96 - other, -7: Don't know, -8: Refused to answer",""
"","hh_18m::neteduc","hh_18m","new IRI","UCC LLIN instructions received","Whether the household received any education on how to use or hang the long-lasting insecticide-treated bednets (LLINs) prior to or during distribution through the 2016-2017 Universal Coverage Campaign (UCC) led by the Ministry of Health.","Household","Universal Coverage Campaign","","variable","","Did you receive any education on how to hang(or use) the bednets prior to or during distribution?","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer","new term, suggested parent = Universal Coverage Campaign (new parent category)"
"","hh_18m::netsperperson","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0020227","Bednets per person","Number of bednets per person in the household.","Household","Household vector intervention","","variable","","","",""
"","hh_18m::nettype","hh_18m","new IRI","UCC LLIN type","Type of long-lasting insecticide-treated bednets (LLINs) the household received during the 2016-2017 Universal Coverage Campaign (UCC) led by the Ministry of Health.","Household","Universal Coverage Campaign","","variable","","What type of nets did you receive ","1 : PermaNet 2.0, 2 :PermaNet 3.0, 3 :Olyset Net, 4 :Olyset Plus, -7: Don’t Know, -8: Refused to answer","new term, suggested parent = Universal Coverage Campaign (new parent category)"
