overallOrder,variable,dataFile,keepDiscard,IRI,label,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,flag
1091,anof22tubessp_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #22: If no, provide explanation",NA,,,,NA,anof22tubessp_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1092,anof22dnaext_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"MOLECULAR LAB
Female #22: Was DNA extracted from the mosquito?","0, No | 1, Yes",,,,NA,anof22dnaext_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1093,anof22dnaextsp_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #22: If DNA not extracted, specify why not",NA,,,,NA,anof22dnaextsp_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1094,anof22pcrspec_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #22: Mosquito species determined by PCR,"0, Species undetected | 1, FUN - An. funestus s.s. | 2, VAN - An. vaneedeni | 3, RIV - An. rivulorum | 4, RIVLIKE - An. rivulorum-like | 5, PAR - An. parensis | 6, LEES - An. leesoni | 7, GA - An. gambiae s.s. | 8, AR - An. arabiensis | 9, ME - An. melas/meras | 10, QD - An. quadriannulatus | 11, QDA - An. quadriannulatus alternate",,,,NA,anof22pcrspec_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1095,anof22bdml_pcr1_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #22: Was DNA extracted from the bloodmeal in the abdomen for determination of the host species?,"0, No | 1, Yes",,,,NA,anof22bdml_pcr1_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1096,anof22bdml_univ_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #22: Did the bloodmeal test positive by the universal primer?,"0, No, non-reactor | 1, Yes",,,,NA,anof22bdml_univ_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1097,anof22bdml_hum_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #22: Did the bloodmeal test positive for the human primer?,"0, No, non-human | 1, Yes, human",,,,NA,anof22bdml_hum_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1098,anof22bdml_nhum_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #22: If further PCR testing has been done to identify the non-human species that was the source of the bloodmeal, indicate the species here","0, Not detected | 1, Cow | 2, Goat | 3, Dog | 4, Pig",,,,NA,anof22bdml_nhum_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1099,anof22bdml_pcr2_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #22: Was DNA extracted to test for parasite presence in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof22bdml_pcr2_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1100,anof22bdml_pf_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #22: Was Plasmodium falciparum detected in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof22bdml_pf_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1101,anof23morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #23: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anof23morph_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1102,anof23morphsp1_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #23: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anof23morphsp1_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1103,anof23gono_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #23: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",,,,NA,anof23gono_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1104,anof23tubes_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #23: Head + thorax, a leg, and abdomen separated and placed into 3 separate tubes?","0, No | 1, Yes",,,,NA,anof23tubes_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1105,anof23hthid_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #23: Mosquito head + thorax ID,NA,,,,Enter -8 if missing.,anof23hthid_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1106,anof23abid_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Enter -8 if missing. If bloodfed or half-gravid, send to the molecular lab. If empty or gravid, store at the MAC.",NA,,,,Enter -8 if missing.,anof23abid_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1107,anof23legid_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #23: Mosquito leg ID,NA,,,,"Enter -8 if missing. If present, send to molecular lab.",anof23legid_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1108,anof23tubessp_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #23: If no, provide explanation",NA,,,,NA,anof23tubessp_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1109,anof23dnaext_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"MOLECULAR LAB
Female #23: Was DNA extracted from the mosquito?","0, No | 1, Yes",,,,NA,anof23dnaext_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1110,anof23dnaextsp_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #23: If DNA not extracted, specify why not",NA,,,,NA,anof23dnaextsp_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1111,anof23pcrspec_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #23: Mosquito species determined by PCR,"0, Species undetected | 1, FUN - An. funestus s.s. | 2, VAN - An. vaneedeni | 3, RIV - An. rivulorum | 4, RIVLIKE - An. rivulorum-like | 5, PAR - An. parensis | 6, LEES - An. leesoni | 7, GA - An. gambiae s.s. | 8, AR - An. arabiensis | 9, ME - An. melas/meras | 10, QD - An. quadriannulatus | 11, QDA - An. quadriannulatus alternate",,,,NA,anof23pcrspec_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1112,anof23bdml_pcr1_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #23: Was DNA extracted from the bloodmeal in the abdomen for determination of the host species?,"0, No | 1, Yes",,,,NA,anof23bdml_pcr1_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1113,anof23bdml_univ_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #23: Did the bloodmeal test positive by the universal primer?,"0, No, non-reactor | 1, Yes",,,,NA,anof23bdml_univ_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1114,anof23bdml_hum_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #23: Did the bloodmeal test positive for the human primer?,"0, No, non-human | 1, Yes, human",,,,NA,anof23bdml_hum_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1115,anof23bdml_nhum_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #23: If further PCR testing has been done to identify the non-human species that was the source of the bloodmeal, indicate the species here","0, Not detected | 1, Cow | 2, Goat | 3, Dog | 4, Pig",,,,NA,anof23bdml_nhum_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1116,anof23bdml_pcr2_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #23: Was DNA extracted to test for parasite presence in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof23bdml_pcr2_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1117,anof23bdml_pf_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #23: Was Plasmodium falciparum detected in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof23bdml_pf_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1118,anof24morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #24: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anof24morph_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1119,anof24morphsp1_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #24: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anof24morphsp1_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1120,anof24gono_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #24: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",,,,NA,anof24gono_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1121,anof24tubes_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #24: Head + thorax, a leg, and abdomen separated and placed into 3 separate tubes?","0, No | 1, Yes",,,,NA,anof24tubes_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1122,anof24hthid_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #24: Mosquito head + thorax ID,NA,,,,Enter -8 if missing.,anof24hthid_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1123,anof24abid_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Enter -8 if missing. If bloodfed or half-gravid, send to the molecular lab. If empty or gravid, store at the MAC.",NA,,,,Enter -8 if missing.,anof24abid_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1124,anof24legid_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #24: Mosquito leg ID,NA,,,,"Enter -8 if missing. If present, send to molecular lab.",anof24legid_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1125,anof24tubessp_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #24: If no, provide explanation",NA,,,,NA,anof24tubessp_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1126,anof24dnaext_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"MOLECULAR LAB
Female #24: Was DNA extracted from the mosquito?","0, No | 1, Yes",,,,NA,anof24dnaext_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1127,anof24dnaextsp_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #24: If DNA not extracted, specify why not",NA,,,,NA,anof24dnaextsp_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1128,anof24pcrspec_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #24: Mosquito species determined by PCR,"0, Species undetected | 1, FUN - An. funestus s.s. | 2, VAN - An. vaneedeni | 3, RIV - An. rivulorum | 4, RIVLIKE - An. rivulorum-like | 5, PAR - An. parensis | 6, LEES - An. leesoni | 7, GA - An. gambiae s.s. | 8, AR - An. arabiensis | 9, ME - An. melas/meras | 10, QD - An. quadriannulatus | 11, QDA - An. quadriannulatus alternate",,,,NA,anof24pcrspec_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1129,anof24bdml_pcr1_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #24: Was DNA extracted from the bloodmeal in the abdomen for determination of the host species?,"0, No | 1, Yes",,,,NA,anof24bdml_pcr1_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1130,anof24bdml_univ_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #24: Did the bloodmeal test positive by the universal primer?,"0, No, non-reactor | 1, Yes",,,,NA,anof24bdml_univ_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1131,anof24bdml_hum_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #24: Did the bloodmeal test positive for the human primer?,"0, No, non-human | 1, Yes, human",,,,NA,anof24bdml_hum_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1132,anof24bdml_nhum_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #24: If further PCR testing has been done to identify the non-human species that was the source of the bloodmeal, indicate the species here","0, Not detected | 1, Cow | 2, Goat | 3, Dog | 4, Pig",,,,NA,anof24bdml_nhum_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1133,anof24bdml_pcr2_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #24: Was DNA extracted to test for parasite presence in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof24bdml_pcr2_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1134,anof24bdml_pf_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #24: Was Plasmodium falciparum detected in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof24bdml_pf_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1135,anof25morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #25: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anof25morph_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1136,anof25morphsp1_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #25: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anof25morphsp1_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1137,anof25gono_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #25: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",,,,NA,anof25gono_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1138,anof25tubes_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #25: Head + thorax, a leg, and abdomen separated and placed into 3 separate tubes?","0, No | 1, Yes",,,,NA,anof25tubes_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1139,anof25hthid_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #25: Mosquito head + thorax ID,NA,,,,Enter -8 if missing.,anof25hthid_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1140,anof25abid_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Enter -8 if missing. If bloodfed or half-gravid, send to the molecular lab. If empty or gravid, store at the MAC.",NA,,,,Enter -8 if missing.,anof25abid_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1141,anof25legid_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #25: Mosquito leg ID,NA,,,,"Enter -8 if missing. If present, send to molecular lab.",anof25legid_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1142,anof25tubessp_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #25: If no, provide explanation",NA,,,,NA,anof25tubessp_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1143,anof25dnaext_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"MOLECULAR LAB
Female #25: Was DNA extracted from the mosquito?","0, No | 1, Yes",,,,NA,anof25dnaext_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1144,anof25dnaextsp_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #25: If DNA not extracted, specify why not",NA,,,,NA,anof25dnaextsp_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1145,anof25pcrspec_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #25: Mosquito species determined by PCR,"0, Species undetected | 1, FUN - An. funestus s.s. | 2, VAN - An. vaneedeni | 3, RIV - An. rivulorum | 4, RIVLIKE - An. rivulorum-like | 5, PAR - An. parensis | 6, LEES - An. leesoni | 7, GA - An. gambiae s.s. | 8, AR - An. arabiensis | 9, ME - An. melas/meras | 10, QD - An. quadriannulatus | 11, QDA - An. quadriannulatus alternate",,,,NA,anof25pcrspec_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1146,anof25bdml_pcr1_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #25: Was DNA extracted from the bloodmeal in the abdomen for determination of the host species?,"0, No | 1, Yes",,,,NA,anof25bdml_pcr1_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1147,anof25bdml_univ_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #25: Did the bloodmeal test positive by the universal primer?,"0, No, non-reactor | 1, Yes",,,,NA,anof25bdml_univ_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1148,anof25bdml_hum_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #25: Did the bloodmeal test positive for the human primer?,"0, No, non-human | 1, Yes, human",,,,NA,anof25bdml_hum_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1149,anof25bdml_nhum_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #25: If further PCR testing has been done to identify the non-human species that was the source of the bloodmeal, indicate the species here","0, Not detected | 1, Cow | 2, Goat | 3, Dog | 4, Pig",,,,NA,anof25bdml_nhum_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1150,anof25bdml_pcr2_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #25: Was DNA extracted to test for parasite presence in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof25bdml_pcr2_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1151,anof25bdml_pf_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #25: Was Plasmodium falciparum detected in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof25bdml_pf_cup,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1152,comm_ef_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Comments,NA,,,,NA,comm_ef_cup,chr,HH owner refused,NA,NA,n/a,n/a,", 0, HH owner refused, owner unavailable",3,0.998994975,NA
1153,mosquito_entomology_aspiration_form_complete,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,NA,NA,,,What do the values mean? Should we load this?,NA,mosquito_entomology_aspiration_form_complete,chr,0,NA,NA,n/a,n/a,", 0, 2",2,0.01787509,NA
1154,mossitrapid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Mosquito Light Trap ID,NA,,,,NA,mossitrapid,chr,P3-000847-9,NA,NA,n/a,n/a,>10 unique values,342,0.973295047,NA
1155,culexm_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Number of male <i>Culex</i>,NA,,,,xxx,culexm_trap,chr,0,NA,NA,n/a,n/a,>10 unique values,31,0.970567121,NA
1156,culexf_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Number of female <i>Culex</i>,NA,,,,xxx,culexf_trap,chr,4,NA,NA,n/a,n/a,>10 unique values,92,0.970567121,NA
1157,anom_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Number of male <i>Anopheles</i>,NA,,,,xxx,anom_trap,chr,0,NA,NA,n/a,n/a,", 0",1,0.970638909,NA
1158,anof_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Number of female <i>Anopheles</i>,NA,,,,xxx,anof_trap,chr,0,NA,NA,n/a,n/a,>10 unique values,15,0.970567121,NA
1159,aedesm_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Number of male <i>Aedes</i>,NA,,,,xxx,aedesm_trap,chr,0,NA,NA,n/a,n/a,", 0, 1, 2",3,0.970567121,NA
1160,aedesf_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Number of female <i>Aedes</i>,NA,,,,xxx,aedesf_trap,chr,0,NA,NA,n/a,n/a,", 0, 1, 3",3,0.970567121,NA
1161,anot_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Total number of <i>Anopheles</i> male and female mosquitoes,NA,,,,This field was calculated by: [anom_trap]+[anof_trap],anot_trap,chr,0,NA,NA,n/a,n/a,>10 unique values,15,0.970638909,NA
1162,mossit_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Total number of mosquitoes collected,[culexm_trap]+[culexf_trap]+[anom_trap]+[anof_trap]+[aedesm_trap]+[aedesf_trap],,,,This field was calculated by: [anom_trap]+[anof_trap]+[culexm_trap]+[culexf_trap]+[aedesm_trap]+[aedesf_trap],mossit_trap,chr,4,NA,NA,n/a,n/a,>10 unique values,103,0.970638909,NA
1163,anom1legid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #1: Male <i>Anopheles</i> leg barcode,NA,,,,NA,anom1legid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1164,anom1id_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #1: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom1id_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1165,anom1morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #1: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anom1morph_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1166,anom1morphsp1_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #1: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anom1morphsp1_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1167,anom1dnaext_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"MOLECULAR LAB
Male #1: Was DNA extracted from the mosquito?","0, No | 1, Yes",,,,NA,anom1dnaext_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1168,anom1dnaextsp_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Male #1: If DNA not extracted, specify why not",NA,,,,NA,anom1dnaextsp_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1169,anom1pcrspec_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #1: Mosquito species determined by PCR,"0, Species undetected | 1, FUN - An. funestus s.s. | 2, VAN - An. vaneedeni | 3, RIV - An. rivulorum | 4, RIVLIKE - An. rivulorum-like | 5, PAR - An. parensis | 6, LEES - An. leesoni | 7, GA - An. gambiae s.s. | 8, AR - An. arabiensis | 9, ME - An. melas/meras | 10, QD - An. quadriannulatus | 11, QDA - An. quadriannulatus alternate",,,,NA,anom1pcrspec_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1170,anom2legid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #2: Male <i>Anopheles</i> leg barcode,NA,,,,NA,anom2legid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1171,anom2id_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Male #2: Whole male <i>Anopheles</i> barcode,NA,,,,NA,anom2id_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
