variable	variable2	values	mappedTerm	ordinalValue
form01::ballardneuromuscularmaturityscore	form01::ballardneuromuscularmaturityscore	na	:::UNDEF:::
form03b::n691specify	form03b::n691specify	Klebsilla pnemonic	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	klebsilla pneumonia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Klepsumpnemia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Kleysle	Kleysle
form03b::n691specify	form03b::n691specify	Klrbddrlr pnemone	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Many yeast cell	Yeast
form03b::n691specify	form03b::n691specify	many yeast cell growth	Yeast
form03b::n691specify	form03b::n691specify	Media canot growth organism	No growth
form03b::n691specify	form03b::n691specify	Negativ	No growth
form03b::n691specify	form03b::n691specify	negative	Negative
form03b::n691specify	form03b::n691specify	Negativr	No growth
form03b::n691specify	form03b::n691specify	Negayive	No growth
form03b::n691specify	form03b::n691specify	Negetive	No growth
form03b::n691specify	form03b::n691specify	Negstive	No growth
form03b::n691specify	form03b::n691specify	Nehativr	Negative
form03b::n691specify	form03b::n691specify	No	No growth
form03b::n691specify	form03b::n691specify	No bacterial Groneth	No growth
form03b::n691specify	form03b::n691specify	No grouth	No growth
form03b::n691specify	form03b::n691specify	No growth	No growth
form03b::n691specify	form03b::n691specify	No grwoth	No growth
form03b::n691specify	form03b::n691specify	no result pocumented	Missing
form03b::n691specify	form03b::n691specify	Nogrowth	No growth
form03b::n691specify	form03b::n691specify	Not collected	Not done
form03b::n691specify	form03b::n691specify	Not yet arived	Pending
form03b::n691specify	form03b::n691specify	Pedy	Pending
form03b::n691specify	form03b::n691specify	penday	Pending
form03b::n691specify	form03b::n691specify	pendep	Pending
form03b::n691specify	form03b::n691specify	pending	Pending
form03b::n691specify	form03b::n691specify	pending/noguwli	Pending
form03b::n691specify	form03b::n691specify	Pendiry	Pending
form03b::n691specify	form03b::n691specify	Pendl	Pending
form03b::n691specify	form03b::n691specify	Poitive	Positive
form03b::n691specify	form03b::n691specify	posetive	Positive
form03b::n691specify	form03b::n691specify	Posetive But no Growth	Positive
form03b::n691specify	form03b::n691specify	Posidiue-Setatia oderater	Serratia odorifera
form03b::n691specify	form03b::n691specify	Positiv	Positive
form03b::n691specify	form03b::n691specify	Positive	Positive
form03b::n691specify	form03b::n691specify	Positive -Seratia oderfen	Serratia odorifera
form03b::n691specify	form03b::n691specify	Positive but abee to to be grown	Positive
form03b::n691specify	form03b::n691specify	Positive.	Positive
form03b::n691specify	form03b::n691specify	Positive/Nogrowth	Positive
form03b::n691specify	form03b::n691specify	Possitive	Positive
form03b::n691specify	form03b::n691specify	Post-cons	Post-cons
form03b::n691specify	form03b::n691specify	Postive	Positive
form03b::n691specify	form03b::n691specify	Postive -Klebsila pnemonia	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	positive k.pneuroneo	Klebsiella pneumoniae
form03b::n691specify	form03b::n691specify	Reding	Pending
form03b::n691specify	form03b::n691specify	Remdig	Pending
form03b::n691specify	form03b::n691specify	Reshing	Pending
form03b::n691specify	form03b::n691specify	S.aures	Staphylococcus aureus
form03b::n691specify	form03b::n691specify	S.aureus	Staphylococcus aureus
form03b::n691specify	form03b::n691specify	S.Aureus .WBC-11,Lymp-63.6,	Staphylococcus aureus
form03b::n691specify	form03b::n691specify	S.aurews	Staphylococcus aureus
form03b::n691specify	form03b::n691specify	S.avres	Staphylococcus aureus
form03b::n691specify	form03b::n691specify	S.hyremy	S. hyremy
form03b::n691specify	form03b::n691specify	S.oderifera	Serratia odorifera
form03b::n691specify	form03b::n691specify	s.oderifoa	Serratia odorifera
form03b::n691specify	form03b::n691specify	S.odorifera	Serratia odorifera
form03b::n691specify	form03b::n691specify	S.Veridan	Streptococcus viridans
form03b::n691specify	form03b::n691specify	Salmonala speies	Salmonella
form03b::n691specify	form03b::n691specify	savreus	Staphylococcus aureus
form03b::n691specify	form03b::n691specify	sehetin 0 dufela	Sehetin 0 dufela
form03b::n691specify	form03b::n691specify	selfnodlegane	selfnodlegane
form03b::n691specify	form03b::n691specify	Semati odorofce	Serratia odorifera
form03b::n691specify	form03b::n691specify	semetro odomegnis	Serratia odorifera
form03b::n691specify	form03b::n691specify	Serratia oderefers	Serratia odorifera
form03b::n691specify	form03b::n691specify	Serratiaoderifera	Serratia odorifera
form03b::n691specify	form03b::n691specify	Serratio oderzere	Serratia odorifera
form03b::n691specify	form03b::n691specify	sodorigena belacrona	Serratia odorifera
form03b::n691specify	form03b::n691specify	Staph Epidemion	Staphylococcus epidermidis
form03b::n691specify	form03b::n691specify	staph.spp	Staphylococcus
form03b::n691specify	form03b::n691specify	staphlococus growth coaglulase Negative	Coagulase-negative Staphylococcus
form03b::n691specify	form03b::n691specify	the media was not abler to gram to organism	Positive
form03b::n691specify	form03b::n691specify	thereis growth tub difficeet to defecet	:::UNDEF:::
form03b::n691specify	form03b::n691specify	Web 5- premour	Web 5- premour
form03b::n691specify	form03b::n691specify	Yeast cell grow	Yeast
form03b::n691specify	form03b::n691specify	yeat cell growth	Yeast
form03b::n69bloodculture	form03b::n69bloodculture	1	Yes
form03b::n69bloodculture	form03b::n69bloodculture	2	No
form03b::n6hypoglycemia	form03b::n6hypoglycemia	missing	:::UNDEF:::
form03b::n701ifdone	form03b::n701ifdone	2	Abnormal
form03b::n701ifdone	form03b::n701ifdone	missing	Missing
form03b::n701ifdone	form03b::n701ifdone	No	Abnormal
form03b::n701ifdone	form03b::n701ifdone	Yes	Normal
form03b::n701ifdone	form03b::n701ifdone	NA	:::UNDEF:::
form03b::n701specify	form03b::n701specify	100 cells	
form03b::n701specify	form03b::n701specify	55cell N=10%,GM=90%	
form03b::n701specify	form03b::n701specify	6 cello 2neclophil	
form03b::n701specify	form03b::n701specify	C-ve rod,-klebe pneimonia	
form03b::n701specify	form03b::n701specify	celi=18cels,2nwtrophits	
form03b::n701specify	form03b::n701specify	Cell count=N=8,LY=20%	
form03b::n701specify	form03b::n701specify	cells 11,050-N=85%,L15%	
form03b::n701specify	form03b::n701specify	cells 750 N60%L-40%	
form03b::n701specify	form03b::n701specify	csf gueloce=29mg/dl	
form03b::n701specify	form03b::n701specify	Gevc-82mg/dl photc-1064.7	
form03b::n701specify	form03b::n701specify	GIV decrease	
form03b::n701specify	form03b::n701specify	Glu -80	
form03b::n701specify	form03b::n701specify	Glu-5	
form03b::n701specify	form03b::n701specify	Glucose-63,Prote-9.77mg/dl	
form03b::n701specify	form03b::n701specify	High	
form03b::n701specify	form03b::n701specify	LDH-increase CIV-A decrease	
form03b::n701specify	form03b::n701specify	meningits	
form03b::n701specify	form03b::n701specify	Negative	No cells
form03b::n701specify	form03b::n701specify	Neutrophyil-36.4,Protein-60	
form03b::n701specify	form03b::n701specify	No	
form03b::n701specify	form03b::n701specify	No cell	No cells
form03b::n701specify	form03b::n701specify	Nocall, BW-48, protin-1594	
form03b::n701specify	form03b::n701specify	Nocell	No cells
form03b::n701specify	form03b::n701specify	PMN-59%	
form03b::n701specify	form03b::n701specify	protien increase	
form03b::n701specify	form03b::n701specify	to P/O IVH	
form03b::n701specify	form03b::n701specify	Total proten High-175g	
form03b::n701specify	form03b::n701specify	traumatic	
form03b::n701specify	form03b::n701specify	Traumotic rufatly	
form03b::n701specify	form03b::n701specify	Trometic	
form03b::n701specify	form03b::n701specify	troumetic threetmes	
form03b::n701specify	form03b::n701specify	Turbid csf(color) Glucose-36.9 Proten=126.8 LDH=51	
form03b::n701specify	form03b::n701specify	WBC-3300 G-70%,L-10%,P-357	
form03b::n701specify	form03b::n701specify	WBC-350-N=85-l-1.5	
form03b::n701specify	form03b::n701specify	WBC-5,P=1505,GW-2.94	
form03b::n701specify	form03b::n701specify	WBC=-50,N=51%	
form03b::n701specify	form03b::n701specify	WBC=170,Gew=192 Prot=138.4	
form03b::n701specify	form03b::n701specify	WBC=260	
form03b::n701specify	form03b::n701specify	WBC=5.600,D-801,L-20.1	
form03b::n701specify	form03b::n701specify	WBC=50 cells Gre=75% hy=25%	
form03b::n701specify	form03b::n701specify	WBC=50cell	
form03b::n701specify	form03b::n701specify	WBC6000,80%:-Neutrophi,20%:-Mono	
form03b::n70csfanalysis	form03b::n70csfanalysis	1	Yes
form03b::n70csfanalysis	form03b::n70csfanalysis	2	No
form03b::n711ifdone	form03b::n711ifdone	2	Yes
form03b::n711ifdone	form03b::n711ifdone	No	Yes
form03b::n711ifdone	form03b::n711ifdone	Yes	No
form03b::n711ifdone	form03b::n711ifdone	missing	Missing
form03b::n711specify1	form03b::n711specify1	5 aureus	Staphylococcus aureus
form03b::n711specify1	form03b::n711specify1	8/Nentrophil	Neutrophils
form03b::n711specify1	form03b::n711specify1	AcitobacterSpp	Acinetobacter
form03b::n711specify1	form03b::n711specify1	Collect	Collected
form03b::n711specify1	form03b::n711specify1	G -ve Rod	Gram negative rods
form03b::n711specify1	form03b::n711specify1	Glucose	Glucose
form03b::n711specify1	form03b::n711specify1	High Proter,WBC-2cell	White blood cells
form03b::n711specify1	form03b::n711specify1	klebsela	Klebsiella
form03b::n711specify1	form03b::n711specify1	klebsila	Klebsiella
form03b::n711specify1	form03b::n711specify1	No	:::UNDEF:::
form03b::n711specify1	form03b::n711specify1	Pending	Pending
form03b::n71csfculture	form03b::n71csfculture	1	Yes
form03b::n71csfculture	form03b::n71csfculture	2	No
form03b::n721ifdone	form03b::n721ifdone	1	Eye
form03b::n721ifdone	form03b::n721ifdone	2	Umbilicus
form03b::n721ifdone	form03b::n721ifdone	3	Skin
form03b::n721ifdone	form03b::n721ifdone	4	Cerebrospinal fluid
form03b::n722ifdone	form03b::n722ifdone	missing	Missing
form03b::n722ifdone	form03b::n722ifdone	No	Yes
form03b::n722ifdone	form03b::n722ifdone	Yes	No
form03b::n722specify	form03b::n722specify	2	:::UNDEF:::
form03b::n722specify	form03b::n722specify	C-ve shotlot	Coagulase negative
form03b::n722specify	form03b::n722specify	gram -ve	Gram negative
form03b::n722specify	form03b::n722specify	K. pnemonic	Klebsiella pneumoniae
form03b::n722specify	form03b::n722specify	No	No
form03b::n722specify	form03b::n722specify	urine culture	Urine culture
form03b::n72otherculture	form03b::n72otherculture	1	Yes
form03b::n72otherculture	form03b::n72otherculture	2	No
form03b::n731ifdone	form03b::n731ifdone	missing	Missing
form03b::n731ifdonewhere	form03b::n731ifdonewhere	1	Eye
form03b::n731ifdonewhere	form03b::n731ifdonewhere	2	Umbilicus
form03b::n731ifdonewhere	form03b::n731ifdonewhere	3	Skin
form03b::n731ifdonewhere	form03b::n731ifdonewhere	4	Cerebrospinal fluid
form03b::n731specify	form03b::n731specify	2	:::UNDEF:::
form03b::n731specify	form03b::n731specify	acinectobacter	Acinetobacter
form03b::n731specify	form03b::n731specify	C-ve rod seen many pus cell	Gram negative rods, many pus cells
form03b::n731specify	form03b::n731specify	Gram -ve lods & gram +ve loce	Gram negative rods and gram positive rods
form03b::n731specify	form03b::n731specify	Gram -ve Rod seen many pus cell	Gram negative rods, many pus cells
form03b::n731specify	form03b::n731specify	Gram positivedisplace	Gram positive
form03b::n731specify	form03b::n731specify	many pus cell	Many pus cells
form03b::n731specify	form03b::n731specify	no pending	Pending
form03b::n731specify	form03b::n731specify	Positive	Positive
form03b::n731specify	form03b::n731specify	PROM skin =Grame positive lcci fromcsf-Normal	Gram positive cocci from skin, CSF negative
form03b::n731specify	form03b::n731specify	PUS-Gram Negativerod	Gram negative rods
form03b::n731specify	form03b::n731specify	showed klebsella pnemonia	Klebsiella pneumoniae
form03b::n73gramstain	form03b::n73gramstain	1	Yes
form03b::n73gramstain	form03b::n73gramstain	2	No
form03b::n73gramstain	form03b::n73gramstain	No	No
form03b::n741ifdone	form03b::n741ifdone	1	Yes
form03b::n741ifdone	form03b::n741ifdone	missing	Missing
form03b::n741specify	form03b::n741specify	_ve	Negative
form03b::n741specify	form03b::n741specify	#NAME?	:::UNDEF:::
form03b::n741specify	form03b::n741specify	<5mg	<5 mg
form03b::n741specify	form03b::n741specify	<s	<s
form03b::n741specify	form03b::n741specify	0.23mg/dl	0.23
form03b::n741specify	form03b::n741specify	0.39	0.39
form03b::n741specify	form03b::n741specify	0.5	0.5
form03b::n741specify	form03b::n741specify	0.52	0.52
form03b::n741specify	form03b::n741specify	0.56	0.56
form03b::n741specify	form03b::n741specify	0.57mg/dl	0.57
form03b::n741specify	form03b::n741specify	0.5mg/dl	0.5
form03b::n741specify	form03b::n741specify	0.6	0.6
form03b::n741specify	form03b::n741specify	0.62	0.62
form03b::n741specify	form03b::n741specify	0.62mg/dl	0.62
form03b::n741specify	form03b::n741specify	0.67	0.67
form03b::n741specify	form03b::n741specify	0.8	0.8
form03b::n741specify	form03b::n741specify	0.86	0.86
form03b::n741specify	form03b::n741specify	0.88	0.88
form03b::n741specify	form03b::n741specify	0.95	0.95
form03b::n741specify	form03b::n741specify	1:96(posetive)	1:96(positive)
form03b::n741specify	form03b::n741specify	1.2	1.2
form03b::n741specify	form03b::n741specify	1.4	1.4
form03b::n741specify	form03b::n741specify	1.41	1.41
form03b::n741specify	form03b::n741specify	1.5	1.5
form03b::n741specify	form03b::n741specify	1.56	1.56
form03b::n741specify	form03b::n741specify	1.59	1.59
form03b::n741specify	form03b::n741specify	1.62 mg/dl	1.62
form03b::n741specify	form03b::n741specify	1.74	1.74
form03b::n741specify	form03b::n741specify	1.78	1.78
form03b::n741specify	form03b::n741specify	1.85MG/DL	1.85
form03b::n741specify	form03b::n741specify	1.96	1.96
form03b::n741specify	form03b::n741specify	1.98	1.98
form03b::n741specify	form03b::n741specify	10.05mg/de	10.05
form03b::n741specify	form03b::n741specify	10.1mg/dl	10.1
form03b::n741specify	form03b::n741specify	10.46mg/dl	10.46
form03b::n741specify	form03b::n741specify	10.7mg/dl	10.7
form03b::n741specify	form03b::n741specify	10.9	10.9
form03b::n741specify	form03b::n741specify	1075	1075
form03b::n741specify	form03b::n741specify	11 mm/hr	11
form03b::n741specify	form03b::n741specify	12	12
form03b::n741specify	form03b::n741specify	12.03	12.03
form03b::n741specify	form03b::n741specify	12.5u	12.5
form03b::n741specify	form03b::n741specify	12mg/dl	12
form03b::n741specify	form03b::n741specify	13.8 mg/dl	13.8
form03b::n741specify	form03b::n741specify	14.29mg/l	14.29
form03b::n741specify	form03b::n741specify	148	148
form03b::n741specify	form03b::n741specify	15mg/dl	15
form03b::n741specify	form03b::n741specify	16mg/dl	16
form03b::n741specify	form03b::n741specify	186	186
form03b::n741specify	form03b::n741specify	19.26	19.26
form03b::n741specify	form03b::n741specify	190	190
form03b::n741specify	form03b::n741specify	1mg/dl	1
form03b::n741specify	form03b::n741specify	2	2
form03b::n741specify	form03b::n741specify	2.15	2.15
form03b::n741specify	form03b::n741specify	2.26	2.26
form03b::n741specify	form03b::n741specify	2.45mg	2.45
form03b::n741specify	form03b::n741specify	2.55	2.55
form03b::n741specify	form03b::n741specify	2.9mg/dl	2.9
form03b::n741specify	form03b::n741specify	20	20
form03b::n741specify	form03b::n741specify	241	241
form03b::n741specify	form03b::n741specify	25mg	25
form03b::n741specify	form03b::n741specify	2g/dl	2
form03b::n741specify	form03b::n741specify	3.4mg/dl	3.4
form03b::n741specify	form03b::n741specify	3.73	3.73
form03b::n741specify	form03b::n741specify	30mg/dl	30
form03b::n741specify	form03b::n741specify	32mg /dl	32
form03b::n741specify	form03b::n741specify	35.85mg/lt	35.85
form03b::n741specify	form03b::n741specify	4	4
form03b::n741specify	form03b::n741specify	4.10mg/l	4.10
form03b::n741specify	form03b::n741specify	42	42
form03b::n741specify	form03b::n741specify	48 IU	48
form03b::n741specify	form03b::n741specify	486.20 high /postive	Positive 486.20
form03b::n741specify	form03b::n741specify	48SU	48
form03b::n741specify	form03b::n741specify	5.77 hiar	5.77
form03b::n741specify	form03b::n741specify	5.8mg/dl	5.8
form03b::n741specify	form03b::n741specify	5mg/dl	5
form03b::n741specify	form03b::n741specify	6 IV/hr	6
form03b::n741specify	form03b::n741specify	6.1mg/dl	6.1
form03b::n741specify	form03b::n741specify	6.4mg/dl	6.4
form03b::n741specify	form03b::n741specify	60IV	60
form03b::n741specify	form03b::n741specify	69.37mg/dl	69.37
form03b::n741specify	form03b::n741specify	6mg/dl	6
form03b::n741specify	form03b::n741specify	7.8mg/dl	7.8
form03b::n741specify	form03b::n741specify	71.79	71.79
form03b::n741specify	form03b::n741specify	8.8mg/dl	8.8
form03b::n741specify	form03b::n741specify	87.4mg/l	87.4
form03b::n741specify	form03b::n741specify	894	894
form03b::n741specify	form03b::n741specify	9.0mg/dl	9.0
form03b::n741specify	form03b::n741specify	9.34	9.34
form03b::n741specify	form03b::n741specify	92mg/l	92
form03b::n741specify	form03b::n741specify	96	96
form03b::n741specify	form03b::n741specify	CRP 11.2mg	11.2
form03b::n741specify	form03b::n741specify	Crp 241	241
form03b::n741specify	form03b::n741specify	CRP Positive	Positive
form03b::n741specify	form03b::n741specify	CRP-137	137
form03b::n741specify	form03b::n741specify	CRP-30	30
form03b::n741specify	form03b::n741specify	CRP-48	48
form03b::n741specify	form03b::n741specify	CRP=18mg/dl at 7th days	18
form03b::n741specify	form03b::n741specify	CRP=36	36
form03b::n741specify	form03b::n741specify	CRP=36mg/dl	36
form03b::n741specify	form03b::n741specify	CRP=48mg/dl	48
form03b::n741specify	form03b::n741specify	dueffetn high 55.9 mg/dl	55.9
form03b::n741specify	form03b::n741specify	Elevated	Positive
form03b::n741specify	form03b::n741specify	elivated	Positive
form03b::n741specify	form03b::n741specify	hgin 1.15mg/dl	1.15
form03b::n741specify	form03b::n741specify	High	Positive
form03b::n741specify	form03b::n741specify	high 18.35	Positive 18.35
form03b::n741specify	form03b::n741specify	high 3.83	Positive 3.83
form03b::n741specify	form03b::n741specify	increase	Positive
form03b::n741specify	form03b::n741specify	increase 138	Positive
form03b::n741specify	form03b::n741specify	Increase 6.22(postive)	Positive 6.22
form03b::n741specify	form03b::n741specify	increase 9.34	Positive 9.34
form03b::n741specify	form03b::n741specify	Increased	Positive
form03b::n741specify	form03b::n741specify	L0.5 mg/dl	0.5 mg/dl
form03b::n741specify	form03b::n741specify	leoctive	Leoctive
form03b::n741specify	form03b::n741specify	ligh (1.59ml/dl)	Positive 1.59
form03b::n741specify	form03b::n741specify	MGW	MGW
form03b::n741specify	form03b::n741specify	Nagative	Negative
form03b::n741specify	form03b::n741specify	neg	Negative
form03b::n741specify	form03b::n741specify	nega	Negative
form03b::n741specify	form03b::n741specify	Negaive	Negative
form03b::n741specify	form03b::n741specify	Negativ	Negative
form03b::n741specify	form03b::n741specify	Negative	Negative
form03b::n741specify	form03b::n741specify	Negetiv	Negative
form03b::n741specify	form03b::n741specify	Negetive	Negative
form03b::n741specify	form03b::n741specify	Negetv	Negative
