variable,dataFile,label,IRI,displayOrder,definition,category,parentLabel,parentIRI,termType,codebookDescription,codebookValues
mn_blood::adjtfrcat,mn_blood,Adjusted blood soluble transferrin receptor level,http://purl.obolibrary.org/obo/EUPATH_0011891,14,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,variable,1= adjtfr<2.9; 2=  2.9<= adjtfr < 8.3; 3= adjtfr>=8.3 . Source=calculated.,"1, 2, 3, NA"
mn_iar::iarconc,mn_iar,Urine iodine (ug/L),http://purl.obolibrary.org/obo/EUPATH_0000687,1,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,Urinary iodine concentration (mcg/L). Source=IAR.,>10 unique values
mn_iar::iarcat,mn_iar,Urine iodine level,http://purl.obolibrary.org/obo/EUPATH_0011175,2,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,0= IARCONC>100; 1= 50<=IARCONC<=100; 2= IARCONC<50. Source=calculated.,"0, 1, 2, NA"
lmz::a_lac_mmols_per_l,lmz,Adjusted lactulose (mmol/L),http://purl.obolibrary.org/obo/EUPATH_0011198,8,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,>10 unique values
lmz::a_lac_perexc,lmz,Adjusted lactulose excreted (%),http://purl.obolibrary.org/obo/EUPATH_0011199,10,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,>10 unique values
lmz::a_man_mmols_per_l,lmz,Adjusted mannitol (mmol/L),http://purl.obolibrary.org/obo/EUPATH_0011202,15,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,>10 unique values
lmz::a_man_exc_mg,lmz,Adjusted mannitol excreted (mg),http://purl.obolibrary.org/obo/EUPATH_0011203,16,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,>10 unique values
lmz::d_lac_mg,lmz,Lactulose dosage (mg),http://purl.obolibrary.org/obo/EUPATH_0011215,12,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,>10 unique values
lmz::d_man_mg,lmz,Mannitol dosage (mg),http://purl.obolibrary.org/obo/EUPATH_0011216,19,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,>10 unique values
lmz::lac_bin,lmz,Adjusted lactulose excreted (%) greater than 90th percentile in Brazil,http://purl.obolibrary.org/obo/EUPATH_0011284,11,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,", 0, 1"
lmz::lacexc_100,lmz,Greater than 100% lactulose excreted,http://purl.obolibrary.org/obo/EUPATH_0011285,13,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,", 1"
lmz::a_lmr,lmz,Adjusted lactulose-to-mannitol excretion ratio,http://purl.obolibrary.org/obo/EUPATH_0011286,6,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,>10 unique values
lmz::man_bin,lmz,Adjusted mannitol excreted (%) greater than 90th percentile in Brazil,http://purl.obolibrary.org/obo/EUPATH_0011296,18,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,", 0, 1"
lmz::manexc_100,lmz,Greater than 100% mannitol excreted,http://purl.obolibrary.org/obo/EUPATH_0011297,20,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,", 1"
lmz::no_lact_peak,lmz,Lactulose not detected,http://purl.obolibrary.org/obo/EUPATH_0011331,14,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,", 1"
lmz::no_mann_peak,lmz,Mannitol not detected,http://purl.obolibrary.org/obo/EUPATH_0011332,21,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,", 1"
lmz::zcontin_bc_lac,lmz,Lactulose z-score,http://purl.obolibrary.org/obo/EUPATH_0011404,4,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,>10 unique values
lmz::zcontin_bc_man,lmz,Mannitol z-score,http://purl.obolibrary.org/obo/EUPATH_0011405,5,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,>10 unique values
lmz::zcontin_bc_lmr,lmz,Lactulose-to-mannitol excretion ratio z-score,http://purl.obolibrary.org/obo/EUPATH_0011439,3,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,>10 unique values
lmz::a_lac_exc_mg,lmz,Adjusted lactulose excreted (mg),http://purl.obolibrary.org/obo/EUPATH_0011475,9,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,>10 unique values
lmz::lmr_bin,lmz,Adjusted lactulose-to-mannitol excretion ratio greater than 90th percentile in Brazil,http://purl.obolibrary.org/obo/EUPATH_0011476,7,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,", 0, 1"
lmz::a_man_perexc,lmz,Adjusted mannitol excreted (%),http://purl.obolibrary.org/obo/EUPATH_0011477,17,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,variable,.,>10 unique values
micro_x::numbertests,micro_x,Stool sample test count,http://purl.obolibrary.org/obo/EUPATH_0010587,2,,Sample,Microbiology tests performed,http://purl.obolibrary.org/obo/EUPATH_0011800,variable,"number of microbiology tests performed on this specific stool sample. uses information from the FVF, ECP, BDF, MDF, NRV, PEF forms to determine number of tests performed on stool sample. If e. coli was not found in culture and therefore PCR was not necessary, e.coli PCR was still considered to be performed to determine number of tests. Repeat tests performed on initial and recollection stool samples are not counted twice.. Source=Calculated. continous numeric",0 to 12
,,Bacteriology,http://purl.obolibrary.org/obo/EUPATH_0011761,3,,Sample,Microbiology tests performed,http://purl.obolibrary.org/obo/EUPATH_0011800,category,NA,NA
,,Complete testing of stool samples,http://purl.obolibrary.org/obo/EUPATH_0011766,1,,Sample,Microbiology tests performed,http://purl.obolibrary.org/obo/EUPATH_0011800,category,NA,NA
,,Fecal viral tests,http://purl.obolibrary.org/obo/EUPATH_0011785,4,,Sample,Microbiology tests performed,http://purl.obolibrary.org/obo/EUPATH_0011800,category,NA,NA
,,Microscopy,http://purl.obolibrary.org/obo/EUPATH_0011802,5,,Sample,Microbiology tests performed,http://purl.obolibrary.org/obo/EUPATH_0011800,category,NA,NA
,,Protozoa ELISA tests,http://purl.obolibrary.org/obo/EUPATH_0011812,6,,Sample,Microbiology tests performed,http://purl.obolibrary.org/obo/EUPATH_0011800,category,NA,NA
8sites_diet5y::sumca,8sites_diet5y,Daily calcium (mg),http://purl.obolibrary.org/obo/EUPATH_0011084,1,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of calcium in mg for this day of food recall. Source=Calculated.,0 to 10955.25
diet::sumca,diet,Daily calcium (mg),http://purl.obolibrary.org/obo/EUPATH_0011084,1,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of calcium in mg for this day of food recall. Source=Calculated.,0 to 10955.25
8sites_diet5y::sumcu,8sites_diet5y,Daily copper (mg),http://purl.obolibrary.org/obo/EUPATH_0011088,2,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of copper in mg for this day of food recall. Source=Calculated.,0 to 135.45
diet::sumcu,diet,Daily copper (mg),http://purl.obolibrary.org/obo/EUPATH_0011088,2,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of copper in mg for this day of food recall. Source=Calculated.,0 to 135.45
8sites_diet5y::sumfe,8sites_diet5y,Daily iron from all sources (mg),http://purl.obolibrary.org/obo/EUPATH_0011093,3,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of iron in mg for this day of food recall. Source=Calculated.,0 to 241.655
diet::sumfe,diet,Daily iron from all sources (mg),http://purl.obolibrary.org/obo/EUPATH_0011093,3,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of iron in mg for this day of food recall. Source=Calculated.,0 to 241.655
8sites_diet5y::sumk,8sites_diet5y,Daily potassium (mg),http://purl.obolibrary.org/obo/EUPATH_0011097,8,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of potassium in mg for this day of food recall. Source=Calculated.,0 to 8037.023694
diet::sumk,diet,Daily potassium (mg),http://purl.obolibrary.org/obo/EUPATH_0011097,8,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of potassium in mg for this day of food recall. Source=Calculated.,0 to 8037.023694
8sites_diet5y::summfpfe,8sites_diet5y,"Daily iron from meat, poultry, fish (mg)",http://purl.obolibrary.org/obo/EUPATH_0011099,4,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,"Sum of iron in mg from meat, fish, poultry for this day of recall. Source=Calculated.",0 to 35.83966
diet::summfpfe,diet,"Daily iron from meat, poultry, fish (mg)",http://purl.obolibrary.org/obo/EUPATH_0011099,4,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,"Sum of iron in mg from meat, fish, poultry for this day of recall. Source=Calculated.",0 to 35.83966
8sites_diet5y::summg,8sites_diet5y,Daily magnesium (mg),http://purl.obolibrary.org/obo/EUPATH_0011101,5,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of magnesium in mg for this day of food recall. Source=Calculated.,0 to 1769.544
diet::summg,diet,Daily magnesium (mg),http://purl.obolibrary.org/obo/EUPATH_0011101,5,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of magnesium in mg for this day of food recall. Source=Calculated.,0 to 1769.544
8sites_diet5y::summn,8sites_diet5y,Daily manganese (mg),http://purl.obolibrary.org/obo/EUPATH_0011102,6,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of manganese in mg for this day of food recall. Source=Calculated.,0 to 227.7676808
diet::summn,diet,Daily manganese (mg),http://purl.obolibrary.org/obo/EUPATH_0011102,6,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of manganese in mg for this day of food recall. Source=Calculated.,0 to 227.7676808
8sites_diet5y::sumna,8sites_diet5y,Daily sodium (mg),http://purl.obolibrary.org/obo/EUPATH_0011103,9,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,sum of sodium from the foods for this day of food recall. Source=Calculated.,0 to 29324.96
diet::sumna,diet,Daily sodium (mg),http://purl.obolibrary.org/obo/EUPATH_0011103,9,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,sum of sodium from the foods for this day of food recall. Source=Calculated.,0 to 29324.96
8sites_diet5y::sump,8sites_diet5y,Daily phosphorus (mg),http://purl.obolibrary.org/obo/EUPATH_0011105,7,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of phosphorus in mg for this day of food recall. Source=Calculated.,0 to 4227.728924
diet::sump,diet,Daily phosphorus (mg),http://purl.obolibrary.org/obo/EUPATH_0011105,7,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of phosphorus in mg for this day of food recall. Source=Calculated.,0 to 4227.728924
8sites_diet5y::sumzn,8sites_diet5y,Daily zinc (mg),http://purl.obolibrary.org/obo/EUPATH_0011121,10,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of zinc in mg for this day of food recall. Source=Calculated.,0 to 61.7006
diet::sumzn,diet,Daily zinc (mg),http://purl.obolibrary.org/obo/EUPATH_0011121,10,,Observation,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011801,variable,Sum of zinc in mg for this day of food recall. Source=Calculated.,0 to 61.7006
micro_x::mdfmodstain,micro_x,Modified acid stain microscopy performed,http://purl.obolibrary.org/obo/EUPATH_0010583,4,,Sample,Microscopy,http://purl.obolibrary.org/obo/EUPATH_0011802,variable,.,", 0, 1"
micro_x::mdftesting,micro_x,Microscopy testing completed,http://purl.obolibrary.org/obo/EUPATH_0010584,1,,Sample,Microscopy,http://purl.obolibrary.org/obo/EUPATH_0011802,variable,.,0 to 1
micro_x::mdftests,micro_x,Wet prep microscopy performed,http://purl.obolibrary.org/obo/EUPATH_0010585,2,,Sample,Microscopy,http://purl.obolibrary.org/obo/EUPATH_0011802,variable,.,", 0, 1"
micro_x::mdfwetprep,micro_x,Wet prep microscopy type,http://purl.obolibrary.org/obo/EUPATH_0010586,3,,Sample,Microscopy,http://purl.obolibrary.org/obo/EUPATH_0011802,variable,.,", 0, 1, 2, 3"
micro_x::flag_archivesample,micro_x,Monthly archive only sample,http://purl.obolibrary.org/obo/EUPATH_0010548,3,,Sample,Monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011803,variable,.,", 0, 1"
micro_x::flag_monthly,micro_x,Analyzable monthly stool,http://purl.obolibrary.org/obo/EUPATH_0010555,2,,Sample,Monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011803,variable,.,0 to 1
micro_x::mstoolnumber,micro_x,Monthly stool collection #,http://purl.obolibrary.org/obo/EUPATH_0010848,1,,Sample,Monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011803,variable,.,", 1, 2, 3, 4, 5"
micro_x::stoolcount_m,micro_x,"1st monthly stool, for microbiology testing",http://purl.obolibrary.org/obo/EUPATH_0010867,4,,Sample,Monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011803,variable,.,0 to 1
micro_x::stoolcount_m_cum,micro_x,Cumulative 1st monthly stool sample count,http://purl.obolibrary.org/obo/EUPATH_0010868,6,,Sample,Monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011803,variable,.,>10 unique values
mpo_neo_ala::firststool,mpo_neo_ala,Stool used for environmental enteropathy analysis,http://purl.obolibrary.org/obo/EUPATH_0011746,5,,Sample,Monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011803,variable,indicator variable 1 if the first stool for a given child/month; NA otherwise; used to select analysis set. Source=calculated.,"1, NA"
micro_x::nrvgeno1_cum,micro_x,Cumulative sum Norovirus GI-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010772,1,,Sample,Norovirus GI aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011806,variable,cumulative count of the number of positive NoV GI samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 7"
micro_x::nrvgeno1_cum_d,micro_x,Cumulative sum Norovirus GI-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010773,3,,Sample,Norovirus GI aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011806,variable,cumulative count of the number of positive NoV GI samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4"
micro_x::nrvgeno1_cum_m,micro_x,Cumulative sum Norovirus GI-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010774,2,,Sample,Norovirus GI aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011806,variable,cumulative count of the number of positive NoV GI samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3"
micro_x::nrvgeno2_cum,micro_x,Cumulative sum Norovirus GII-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010776,1,,Sample,Norovirus GII aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011807,variable,cumulative count of the number of positive NoV GII samples by PID. . Source=Calculated. continuous numeric,>10 unique values
micro_x::nrvgeno2_cum_d,micro_x,Cumulative sum Norovirus GII-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010777,3,,Sample,Norovirus GII aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011807,variable,cumulative count of the number of positive NoV GII samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 7, 8"
micro_x::nrvgeno2_cum_m,micro_x,Cumulative sum Norovirus GII-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010778,2,,Sample,Norovirus GII aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011807,variable,cumulative count of the number of positive NoV GII samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 7"
micro_x::nrv_cum,micro_x,Cumulative sum Norovirus-pos stools,http://purl.obolibrary.org/obo/EUPATH_0010768,1,,Sample,Norovirus aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011809,variable,cumulative count of the number of positive norovirus samples by PID. . Source=Calculated. continuous numeric,>10 unique values
micro_x::nrv_cum_d,micro_x,Cumulative sum Norovirus-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0010769,3,,Sample,Norovirus aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011809,variable,cumulative count of the number of positive norovirus samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 7, 8"
micro_x::nrv_cum_m,micro_x,Cumulative sum Norovirus-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0010770,2,,Sample,Norovirus aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011809,variable,cumulative count of the number of positive norovirus samples by PID in first monthly stools. . Source=Calculated. continuous numeric,>10 unique values
,,Norovirus GI aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011806,4,,Sample,Norovirus aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011809,category,NA,NA
,,Norovirus GII aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011807,5,,Sample,Norovirus aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011809,category,NA,NA
micro_x::modother_cum,micro_x,"Cumulative sum stools with other organisms, by modified acid stain microscopy",http://purl.obolibrary.org/obo/EUPATH_0010763,13,,Sample,Aggregate data for eukaryote detection in stool,http://purl.obolibrary.org/obo/EUPATH_0011810,variable,cumulative count of the number of positive samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2"
micro_x::modother_cum_d,micro_x,"Cumulative sum 1st diarrheal stools with other organisms, by modified acid stain microscopy",http://purl.obolibrary.org/obo/EUPATH_0010764,15,,Sample,Aggregate data for eukaryote detection in stool,http://purl.obolibrary.org/obo/EUPATH_0011810,variable,cumulative count of the number of positive samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0"
micro_x::modother_cum_m,micro_x,"Cumulative sum 1st monthly stools with other organisms, by modified acid stain microscopy",http://purl.obolibrary.org/obo/EUPATH_0010765,14,,Sample,Aggregate data for eukaryote detection in stool,http://purl.obolibrary.org/obo/EUPATH_0011810,variable,cumulative count of the number of positive samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2"
